block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1211	1	2760	1588	ac	norm_a.wav	18008	19219	21620
1	2	2_3	3	2	1766	1	3221	1733	bc	norm_s.wav	26870	28636	30632
1	3	2_1	1	0	0	2	2720	1861	ba	norm_a.wav	35386	0	39276
1	4	2_1	1	2	870	1	3162	2549	ba	norm_a.wav	44477	45347	49064
1	5	1_3	3	1	1237	0	3569	1869	ac	norm_s.wav	54667	55904	58567
1	6	3_1	3	1	1131	1	2097	1510	ca	norm_s.wav	62695	63826	66241
1	7	2_3	2	1	994	1	3332	1346	bc	norm_d.wav	71597	72591	74994
1	8	2_3	2	1	1188	1	2872	1124	bc	norm_d.wav	79903	81091	83072
1	9	1_2	2	2	1268	1	2685	1584	ab	norm_d.wav	87783	89051	91398
1	10	1_3	1	1	1332	1	2873	2350	ac	norm_a.wav	96304	97636	100681
1	11	3_2	2	2	1114	1	3043	2016	cb	norm_d.wav	105757	106871	109796
1	12	1_2	1	1	1328	1	2398	2011	ab	norm_a.wav	114228	115556	118274
1	13	3_1	3	1	1514	1	3164	1857	ca	norm_s.wav	123478	124992	127370
1	14	2_1	2	0	0	2	2990	1421	ba	norm_d.wav	132387	0	135834
1	15	3_2	2	2	1134	1	3788	1333	cb	norm_d.wav	141651	142785	145012
1	16	3_2	3	1	924	1	3082	2175	cb	norm_s.wav	150128	151052	154338
1	17	2_3	3	2	832	1	3374	1211	bc	norm_s.wav	159737	160569	162973
1	18	1_2	2	2	1170	1	2608	2253	ab	norm_d.wav	167620	168790	171899
1	19	1_3	3	1	1677	0	4089	1850	ac	norm_s.wav	178018	179695	181895
1	20	3_2	3	2	1217	0	3440	2563	cb	norm_s.wav	187369	188586	191958
1	21	3_1	1	1	1239	0	2286	998	ca	norm_a.wav	196281	197520	199326
1	22	3_1	1	2	1541	1	2863	2482	ca	norm_a.wav	204225	205766	208743
1	23	2_1	2	1	1343	1	2301	1823	ba	norm_d.wav	213079	214422	216934
1	24	1_2	1	1	1779	1	1752	2140	ab	norm_a.wav	220713	222492	224884
