block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	0	0	2	2873	1588	ac	norm_d.wav	14939	0	18557
1	2	2_3	3	2	1496	1	2720	2253	bc	norm_a.wav	23307	24803	27591
1	3	2_1	1	1	1549	0	3082	1421	ba	norm_d.wav	32704	34253	36161
1	4	2_1	1	2	1495	1	3788	1510	ba	norm_d.wav	41978	43473	45535
1	5	1_3	3	1	1810	0	1752	1733	ac	norm_a.wav	49311	51121	53076
1	6	3_1	3	1	1122	1	2685	1333	ca	norm_a.wav	57796	58918	61161
1	7	2_3	2	1	1570	1	3569	1346	bc	norm_s.wav	66765	68335	70143
1	8	2_3	2	1	1742	1	3164	1857	bc	norm_s.wav	75328	77070	79205
1	9	1_2	2	2	1372	1	3332	1861	ab	norm_s.wav	84565	85937	88478
1	10	1_3	1	1	1169	1	4089	2563	ac	norm_d.wav	94590	95759	99182
1	11	3_2	2	2	1144	1	2872	2482	cb	norm_s.wav	104076	105220	108586
1	12	1_2	1	1	1204	1	3221	998	ab	norm_d.wav	113843	115047	116871
1	13	3_1	3	1	1270	1	2608	1850	ca	norm_a.wav	121515	122785	125408
1	14	2_1	2	1	1406	1	2286	2175	ba	norm_s.wav	129728	131134	133935
1	15	3_2	2	1	1542	0	2097	1211	cb	norm_s.wav	138058	139600	141306
1	16	3_2	3	1	1496	1	3440	1584	cb	norm_a.wav	146769	148265	150397
1	17	2_3	3	2	1130	1	3043	2350	bc	norm_a.wav	155474	156604	159849
1	18	1_2	2	2	1165	1	2301	2016	ab	norm_s.wav	164184	165349	168233
1	19	1_3	3	2	1261	1	3374	1124	ac	norm_a.wav	173642	174903	176793
1	20	3_2	3	1	1209	1	2990	2549	cb	norm_a.wav	181810	183019	186386
1	21	3_1	1	2	1323	1	3162	2140	ca	norm_d.wav	191584	192907	195746
1	22	3_1	1	2	1795	1	2760	1823	ca	norm_d.wav	200534	202329	204381
1	23	2_1	2	1	1393	1	2398	2011	ba	norm_s.wav	208807	210200	212837
1	24	1_2	1	1	1303	1	2863	1869	ab	norm_d.wav	217724	219027	221614
