block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	1_3	3	2	1784	1	3221	1346	df	norm_e.wav	15069	16853	18465
2	2	3_1	3	1	1573	1	4089	1861	fd	norm_e.wav	24576	26149	28465
2	3	2_3	3	2	1830	1	3164	2253	ef	norm_e.wav	33653	35483	37926
2	4	3_2	2	2	1856	1	3043	1850	fe	norm_f.wav	43000	44856	46875
2	5	2_1	2	1	1780	1	3440	2549	ed	norm_f.wav	52349	54129	56926
2	6	3_2	2	2	1186	1	2286	1869	fe	norm_f.wav	61248	62434	65148
2	7	2_3	2	1	1309	1	2760	1584	ef	norm_f.wav	69940	71249	73548
2	8	1_3	1	2	1735	0	2720	2563	df	norm_k.wav	78302	80037	82895
2	9	3_2	3	1	1505	1	2398	2016	fe	norm_e.wav	87315	88820	91350
2	10	2_3	2	1	1325	1	3162	1421	ef	norm_f.wav	96547	97872	100007
2	11	1_2	1	1	1488	1	3788	1124	de	norm_k.wav	105825	107313	108979
2	12	2_1	2	1	1840	1	2873	1733	ed	norm_f.wav	113879	115719	117656
2	13	1_3	3	2	1534	1	2872	1588	df	norm_e.wav	122563	124097	126180
2	14	3_1	1	1	1754	0	2863	2175	fd	norm_k.wav	131072	132826	135285
2	15	1_2	1	1	1878	1	3332	1510	de	norm_k.wav	140643	142521	144189
2	16	2_1	1	2	1856	1	3374	1823	ed	norm_k.wav	149587	151443	153454
2	17	1_3	1	1	1343	1	2685	2482	df	norm_k.wav	158167	159510	162698
2	18	1_2	2	1	1968	0	2301	2011	de	norm_f.wav	167035	169003	171095
2	19	3_1	3	1	1931	1	2608	1857	fd	norm_e.wav	175727	177658	179610
2	20	1_2	2	0	0	2	3569	1333	de	norm_f.wav	185206	0	188571
2	21	3_1	1	2	1398	1	2990	2140	fd	norm_k.wav	193596	194994	197763
2	22	3_2	3	1	1551	1	2097	1211	fe	norm_e.wav	201888	203439	205136
2	23	2_3	3	2	1254	1	3082	998	ef	norm_e.wav	210241	211495	213291
2	24	2_1	1	2	1646	1	1752	2350	ed	norm_k.wav	217080	218726	221461
