block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1614	1	2990	2563	ac	norm_a.wav	15704	17318	20312
1	2	2_3	3	2	1281	1	2286	1346	bc	norm_s.wav	24635	25916	28012
1	3	2_1	1	1	1010	0	2863	2016	ba	norm_a.wav	32912	33922	36981
1	4	2_1	1	1	920	0	2873	1421	ba	norm_a.wav	41888	42808	45353
1	5	1_3	3	2	1002	1	3788	1869	ac	norm_s.wav	51170	52172	55067
1	6	3_1	3	2	1044	0	2872	2350	ca	norm_s.wav	59970	61014	64365
1	7	2_3	2	2	1770	0	2398	1510	bc	norm_d.wav	68796	70566	72358
1	8	2_3	2	1	1432	1	3332	2549	bc	norm_d.wav	77713	79145	82297
1	9	1_2	2	1	1335	0	2608	1124	ab	norm_d.wav	86939	88274	90088
1	10	1_3	1	1	1082	1	3440	1857	ac	norm_a.wav	95554	96636	99438
1	11	3_2	2	1	1527	0	2301	998	cb	norm_d.wav	103765	105292	106795
1	12	1_2	1	1	949	1	2720	1861	ab	norm_a.wav	111550	112499	115441
1	13	3_1	3	2	1315	0	3082	2175	ca	norm_s.wav	120562	121877	124772
1	14	2_1	2	1	1435	1	2685	1733	ba	norm_d.wav	129482	130917	133246
1	15	3_2	2	1	1054	0	2097	2253	cb	norm_d.wav	137377	138431	141683
1	16	3_2	3	2	764	0	3374	1211	cb	norm_s.wav	147087	147851	150340
1	17	2_3	3	1	1149	0	2760	1584	bc	norm_s.wav	155139	156288	158747
1	18	1_2	2	1	1407	0	3162	2011	ab	norm_d.wav	163941	165348	167990
1	19	1_3	3	1	1479	0	3221	1333	ac	norm_s.wav	173250	174729	176612
1	20	3_2	3	2	965	0	4089	2140	cb	norm_s.wav	182734	183699	186902
1	21	3_1	1	1	1058	0	3164	1823	ca	norm_a.wav	192093	193151	195968
1	22	3_1	1	1	1206	0	3569	2482	ca	norm_a.wav	201564	202770	206077
1	23	2_1	2	2	1364	0	3043	1588	ba	norm_d.wav	211154	212518	214783
1	24	1_2	1	1	917	1	1752	1850	ab	norm_a.wav	218563	219480	222444
