block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	8_3	3	2	1029	1	2873	2563	hc	a_low.wav	7926	8955	12513
2	2	1_2	2	1	1135	0	2398	2482	ab	u.wav	16927	18062	21427
2	3	7_1	1	1	1006	0	2301	2175	ga	i.wav	25745	26751	29938
2	4	4_5	5	2	1036	1	3374	1426	de	o.wav	35333	36369	38789
2	5	3_2	2	2	1457	1	3162	2253	cb	u.wav	43975	45432	48239
2	6	1_6	1	2	1347	0	2316	1626	af	i.wav	52569	53916	56234
2	7	4_3	4	2	1303	0	3082	1510	dc	a_uml.wav	61335	62638	64865
2	8	7_2	2	2	1054	1	2192	1861	gb	u.wav	69085	70139	72985
2	9	5_8	5	1	1478	1	2286	1346	eh	o.wav	77286	78764	80647
2	10	6_3	3	2	965	1	2760	2258	fc	a_low.wav	85422	86387	89702
2	11	6_2	2	2	918	1	3929	2704	fb	u.wav	95658	96576	100388
2	12	3_5	3	1	1727	1	2443	1211	ce	a_low.wav	104856	106583	108086
2	13	1_8	1	1	1065	1	3221	1823	ah	i.wav	113332	114397	117196
2	14	3_4	3	1	1146	1	3050	1968	cd	a_low.wav	122263	123409	126248
2	15	4_6	4	2	1045	0	3332	1869	df	a_uml.wav	131594	132639	135482
2	16	4_2	2	2	953	1	3052	2358	db	u.wav	140559	141512	144931
2	17	5_4	4	1	1523	0	2720	1333	ed	a_uml.wav	149667	151190	153026
2	18	2_5	5	2	1593	1	1892	1600	be	o.wav	156946	158539	160564
2	19	5_3	3	1	1506	0	2274	1989	ec	a_low.wav	164866	166372	168882
2	20	3_5	5	0	0	2	3164	998	ce	o.wav	174058	0	177083
2	21	6_1	1	1	1183	0	2863	2304	fa	i.wav	181970	183153	186300
2	22	4_7	4	1	1398	1	2548	1733	dg	a_uml.wav	190864	192262	194635
2	23	3_8	3	1	1020	1	3440	2350	ch	a_low.wav	200094	201114	204461
2	24	1_5	1	1	916	1	3043	1933	ae	i.wav	209528	210444	213502
2	25	2_3	2	1	874	1	3569	1857	bc	u.wav	219085	219959	222955
2	26	5_2	5	1	1186	1	2097	2016	eb	o.wav	227071	228257	231114
2	27	8_2	2	2	1744	1	3057	1588	hb	u.wav	236191	237935	239806
2	28	3_1	1	2	987	1	2685	1421	ca	i.wav	244513	245500	247960
2	29	6_5	5	2	1436	1	2872	2260	fe	o.wav	252842	254278	257119
2	30	1_3	1	1	993	1	3015	1982	ac	i.wav	262159	263152	266156
2	31	4_2	4	1	1255	1	2698	1850	db	a_uml.wav	270873	272128	274735
2	32	5_7	5	1	1113	1	2608	2011	eg	o.wav	279370	280483	283394
2	33	6_4	4	2	817	1	2874	2168	fd	a_uml.wav	288293	289110	292494
2	34	2_8	2	1	882	1	3282	2140	bh	u.wav	297804	298686	301959
2	35	8_4	4	2	769	1	1752	2549	hd	a_uml.wav	305731	306500	310297
2	36	5_6	5	1	859	1	3271	1584	ef	o.wav	315588	316447	319216
2	37	1_3	3	2	1164	1	4089	1124	ac	a_low.wav	325331	326495	328481
2	38	1_2	1	1	675	1	2516	1642	ab	i.wav	333020	333695	336679
2	39	3_6	3	1	789	1	3788	2675	cf	a_low.wav	342488	343277	347205
2	40	2_4	4	2	671	1	2990	2509	bd	a_uml.wav	352214	352885	356746
