block	trial	Vstim	Astim	match	C/I	resp	.result	RT	fb	V-file	A-file
LR

0	1	1	1	1	C	0	0	0	0	Ⴋ	cut_g.wav
0	2	2	4	0	C	2	0	770	0	Ⴢ	cut_oo.wav
0	3	1	2	0	C	2	0	856	0	Ⴋ	cut_ee.wav
0	4	2	3	1	C	2	1	370	1	Ⴢ	cut_eeuw.wav
0	5	1	1	1	C	2	1	946	1	Ⴋ	cut_g.wav
0	6	2	3	1	C	2	1	579	1	Ⴢ	cut_eeuw.wav
0	7	1	2	0	C	2	0	491	0	Ⴋ	cut_ee.wav
0	8	2	4	0	C	2	0	1019	0	Ⴢ	cut_oo.wav
0	9	2	3	1	C	2	1	700	1	Ⴢ	cut_eeuw.wav
0	10	1	1	1	C	2	1	886	1	Ⴋ	cut_g.wav
0	11	2	4	0	C	1	1	1164	1	Ⴢ	cut_oo.wav
0	12	1	2	0	C	1	1	1136	1	Ⴋ	cut_ee.wav
0	13	2	4	0	C	2	0	867	0	Ⴢ	cut_oo.wav
0	14	2	3	1	C	2	1	805	1	Ⴢ	cut_eeuw.wav
0	15	1	1	1	C	1	0	522	0	Ⴋ	cut_g.wav
0	16	1	2	0	C	1	1	902	1	Ⴋ	cut_ee.wav
0	17	1	1	1	C	2	1	737	1	Ⴋ	cut_g.wav
0	18	1	2	0	C	1	1	1006	1	Ⴋ	cut_ee.wav
0	19	2	4	0	C	1	1	1135	1	Ⴢ	cut_oo.wav
0	20	2	3	1	C	2	1	947	1	Ⴢ	cut_eeuw.wav
0	21	2	3	1	C	2	1	977	1	Ⴢ	cut_eeuw.wav
0	22	2	4	0	C	1	1	685	1	Ⴢ	cut_oo.wav
0	23	1	2	0	C	1	1	1165	1	Ⴋ	cut_ee.wav
0	24	1	1	1	C	2	1	586	1	Ⴋ	cut_g.wav
0	25	2	4	0	C	1	1	561	1	Ⴢ	cut_oo.wav
0	26	1	1	1	C	2	1	532	1	Ⴋ	cut_g.wav
0	27	1	2	0	C	1	1	813	1	Ⴋ	cut_ee.wav
0	28	2	3	1	C	1	0	526	0	Ⴢ	cut_eeuw.wav
0	29	2	4	0	C	1	1	802	1	Ⴢ	cut_oo.wav
0	30	1	2	0	C	1	1	730	1	Ⴋ	cut_ee.wav
avg_resp = 826
1	1	2	2	1	C	2	1	1102	1	Ⴒ	cut_g.wav
1	2	1	1	1	C	2	1	1232	1	Ⴐ	cut_w.wav
1	3	3	4	2	I	2	0	856	0	Ⴉ	cut_h.wav
1	4	4	3	2	I	2	0	681	1	Ⴏ	cut_l.wav
1	5	2	1	0	C	1	1	1075	1	Ⴒ	cut_w.wav
1	6	3	3	2	I	1	0	937	0	Ⴉ	cut_l.wav
1	7	4	4	2	I	2	0	860	0	Ⴏ	cut_h.wav
1	8	1	2	0	C	2	0	467	0	Ⴐ	cut_g.wav
1	9	2	1	0	C	2	0	802	0	Ⴒ	cut_w.wav
1	10	1	1	1	C	2	1	584	1	Ⴐ	cut_w.wav
1	11	4	4	2	I	1	0	830	0	Ⴏ	cut_h.wav
1	12	3	4	2	I	1	0	876	1	Ⴉ	cut_h.wav
1	13	4	3	2	I	2	0	902	1	Ⴏ	cut_l.wav
1	14	3	3	2	I	1	0	950	1	Ⴉ	cut_l.wav
1	15	2	2	1	C	1	0	764	0	Ⴒ	cut_g.wav
1	16	1	2	0	C	1	1	707	1	Ⴐ	cut_g.wav
