block	trial	Vstim	Astim	match	C/I	resp	.result	RT	fb	V-file	A-file
LR

0	1	1	2	0	C	2	0	1837	0	Ⴉ	cut_g.wav
0	2	1	1	1	C	0	0	0	0	Ⴉ	cut_oo.wav
0	3	2	4	0	C	2	0	651	0	Ⴢ	cut_eeuw.wav
0	4	2	3	1	C	2	1	1937	1	Ⴢ	cut_ee.wav
0	5	1	2	0	C	0	0	0	0	Ⴉ	cut_g.wav
0	6	1	1	1	C	2	1	1018	1	Ⴉ	cut_oo.wav
0	7	2	4	0	C	2	0	712	0	Ⴢ	cut_eeuw.wav
0	8	2	3	1	C	0	0	0	0	Ⴢ	cut_ee.wav
0	9	2	4	0	C	2	0	792	0	Ⴢ	cut_eeuw.wav
0	10	1	1	1	C	1	0	539	0	Ⴉ	cut_oo.wav
0	11	2	3	1	C	2	1	708	1	Ⴢ	cut_ee.wav
0	12	1	2	0	C	1	1	705	1	Ⴉ	cut_g.wav
0	13	2	4	0	C	2	0	553	0	Ⴢ	cut_eeuw.wav
0	14	1	1	1	C	1	0	581	0	Ⴉ	cut_oo.wav
0	15	1	2	0	C	2	0	901	0	Ⴉ	cut_g.wav
0	16	2	3	1	C	1	0	590	0	Ⴢ	cut_ee.wav
0	17	2	4	0	C	2	0	721	0	Ⴢ	cut_eeuw.wav
0	18	1	2	0	C	1	1	564	1	Ⴉ	cut_g.wav
0	19	2	3	1	C	2	1	795	1	Ⴢ	cut_ee.wav
0	20	1	1	1	C	1	0	547	0	Ⴉ	cut_oo.wav
0	21	1	1	1	C	2	1	838	1	Ⴉ	cut_oo.wav
0	22	2	4	0	C	2	0	748	0	Ⴢ	cut_eeuw.wav
0	23	1	2	0	C	1	1	709	1	Ⴉ	cut_g.wav
0	24	2	3	1	C	2	1	958	1	Ⴢ	cut_ee.wav
0	25	2	3	1	C	1	0	888	0	Ⴢ	cut_ee.wav
0	26	1	1	1	C	2	1	982	1	Ⴉ	cut_oo.wav
0	27	2	4	0	C	1	1	970	1	Ⴢ	cut_eeuw.wav
0	28	1	2	0	C	1	1	1019	1	Ⴉ	cut_g.wav
0	29	2	4	0	C	2	0	792	0	Ⴢ	cut_eeuw.wav
0	30	2	3	1	C	1	0	1068	0	Ⴢ	cut_ee.wav
avg_resp = 934
1	1	2	1	0	C	2	0	1372	0	Ⴁ	cut_o.wav
1	2	3	3	2	I	1	0	718	1	Ⴜ	cut_u.wav
1	3	1	1	1	C	1	0	840	0	Ⴟ	cut_o.wav
1	4	4	4	2	I	2	0	1024	0	Ⴇ	cut_a.wav
1	5	3	4	2	I	2	0	1102	1	Ⴜ	cut_a.wav
1	6	4	3	2	I	2	0	1210	1	Ⴇ	cut_u.wav
1	7	1	2	0	C	1	1	977	1	Ⴟ	cut_k.wav
1	8	2	2	1	C	2	1	663	1	Ⴁ	cut_k.wav
1	9	1	2	0	C	2	0	676	0	Ⴟ	cut_k.wav
1	10	2	1	0	C	2	0	1224	0	Ⴁ	cut_o.wav
1	11	4	3	2	I	1	0	663	1	Ⴇ	cut_u.wav
1	12	3	3	2	I	2	0	881	0	Ⴜ	cut_u.wav
1	13	2	2	1	C	1	0	845	0	Ⴁ	cut_k.wav
1	14	3	4	2	I	1	0	924	0	Ⴜ	cut_a.wav
1	15	1	1	1	C	2	1	1018	1	Ⴟ	cut_o.wav
