block	trial	Vstim	Astim	match	C/I	resp	.result	RT	fb	V-file	A-file
LR

0	1	1	1	1	C	2	1	1152	1	Ⴋ	cut_oo_stereo_44KHz.wav
0	2	2	3	1	C	1	0	859	0	Ⴞ	cut_g_stereo_44KHz.wav
0	3	2	4	0	C	2	0	753	0	Ⴞ	cut_ee_stereo_44KHz.wav
0	4	1	2	0	C	2	0	880	0	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	5	1	2	0	C	1	1	1074	1	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	6	2	3	1	C	2	1	992	1	Ⴞ	cut_g_stereo_44KHz.wav
0	7	2	4	0	C	2	0	1106	0	Ⴞ	cut_ee_stereo_44KHz.wav
0	8	1	1	1	C	1	0	639	0	Ⴋ	cut_oo_stereo_44KHz.wav
0	9	2	3	1	C	2	1	764	1	Ⴞ	cut_g_stereo_44KHz.wav
0	10	1	1	1	C	2	1	626	1	Ⴋ	cut_oo_stereo_44KHz.wav
0	11	1	2	0	C	2	0	744	0	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	12	2	4	0	C	1	1	533	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	13	2	4	0	C	1	1	600	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	14	1	1	1	C	1	0	737	0	Ⴋ	cut_oo_stereo_44KHz.wav
0	15	2	3	1	C	1	0	619	0	Ⴞ	cut_g_stereo_44KHz.wav
0	16	1	2	0	C	2	0	915	0	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	17	1	1	1	C	1	0	631	0	Ⴋ	cut_oo_stereo_44KHz.wav
0	18	2	3	1	C	2	1	657	1	Ⴞ	cut_g_stereo_44KHz.wav
0	19	1	2	0	C	2	0	662	0	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	20	2	4	0	C	1	1	656	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	21	2	3	1	C	1	0	710	0	Ⴞ	cut_g_stereo_44KHz.wav
0	22	1	1	1	C	2	1	861	1	Ⴋ	cut_oo_stereo_44KHz.wav
0	23	2	4	0	C	2	0	820	0	Ⴞ	cut_ee_stereo_44KHz.wav
0	24	1	2	0	C	1	1	931	1	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	25	1	2	0	C	1	1	835	1	Ⴋ	cut_eeuw_stereo_44KHz.wav
0	26	2	4	0	C	2	0	708	0	Ⴞ	cut_ee_stereo_44KHz.wav
0	27	2	3	1	C	2	1	1013	1	Ⴞ	cut_g_stereo_44KHz.wav
0	28	1	1	1	C	1	0	913	0	Ⴋ	cut_oo_stereo_44KHz.wav
0	29	1	1	1	C	1	0	737	0	Ⴋ	cut_oo_stereo_44KHz.wav
0	30	2	3	1	C	2	1	839	1	Ⴞ	cut_g_stereo_44KHz.wav
avg_resp = 824
1	1	2	1	0	C	2	0	1105	0	Ⴂ	cut_a_stereo_44KHz.wav
1	2	3	3	2	I	2	0	789	0	Ⴜ	cut_k_stereo_44KHz.wav
1	3	4	3	2	I	2	0	645	0	Ⴡ	cut_k_stereo_44KHz.wav
1	4	1	1	1	C	2	1	718	1	Ⴃ	cut_a_stereo_44KHz.wav
1	5	3	4	2	I	1	0	547	0	Ⴜ	cut_o_stereo_44KHz.wav
1	6	4	4	2	I	2	0	562	1	Ⴡ	cut_o_stereo_44KHz.wav
