block	trial	Vstim	Astim	match	C/I	resp	.result	RT	fb	V-file	A-file
RL

0	1	1	1	1	C	0	0	0	0	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	2	2	4	0	C	2	1	992	1	Ⴞ	cut_g_stereo_44KHz.wav
0	3	1	2	0	C	1	0	673	0	Ⴢ	cut_oo_stereo_44KHz.wav
0	4	2	3	1	C	1	1	765	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	5	2	3	1	C	2	0	849	0	Ⴞ	cut_ee_stereo_44KHz.wav
0	6	1	2	0	C	2	1	593	1	Ⴢ	cut_oo_stereo_44KHz.wav
0	7	2	4	0	C	1	0	795	0	Ⴞ	cut_g_stereo_44KHz.wav
0	8	1	1	1	C	2	0	495	0	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	9	2	4	0	C	2	1	1128	1	Ⴞ	cut_g_stereo_44KHz.wav
0	10	1	1	1	C	1	1	923	1	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	11	1	2	0	C	2	1	1063	1	Ⴢ	cut_oo_stereo_44KHz.wav
0	12	2	3	1	C	1	1	600	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	13	1	2	0	C	2	1	708	1	Ⴢ	cut_oo_stereo_44KHz.wav
0	14	2	4	0	C	1	0	666	0	Ⴞ	cut_g_stereo_44KHz.wav
0	15	1	1	1	C	2	0	738	0	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	16	2	3	1	C	1	1	828	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	17	2	3	1	C	1	1	1147	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	18	2	4	0	C	2	1	670	1	Ⴞ	cut_g_stereo_44KHz.wav
0	19	1	2	0	C	2	1	947	1	Ⴢ	cut_oo_stereo_44KHz.wav
0	20	1	1	1	C	1	1	554	1	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	21	1	1	1	C	2	0	844	0	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	22	2	4	0	C	2	1	740	1	Ⴞ	cut_g_stereo_44KHz.wav
0	23	1	2	0	C	1	0	727	0	Ⴢ	cut_oo_stereo_44KHz.wav
0	24	2	3	1	C	1	1	473	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	25	1	1	1	C	1	1	1095	1	Ⴢ	cut_eeuw_stereo_44KHz.wav
0	26	2	4	0	C	2	1	664	1	Ⴞ	cut_g_stereo_44KHz.wav
0	27	1	2	0	C	2	1	410	1	Ⴢ	cut_oo_stereo_44KHz.wav
0	28	2	3	1	C	1	1	661	1	Ⴞ	cut_ee_stereo_44KHz.wav
0	29	2	4	0	C	2	1	679	1	Ⴞ	cut_g_stereo_44KHz.wav
0	30	1	2	0	C	2	1	614	1	Ⴢ	cut_oo_stereo_44KHz.wav
avg_resp = 774
1	1	1	1	1	C	2	0	1048	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	2	4	4	2	I	2	0	803	0	Ⴖ	cut_j_stereo_44KHz.wav
1	3	2	1	0	C	2	1	714	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	4	3	3	2	I	1	0	1120	1	Ⴉ	cut_f_stereo_44KHz.wav
1	5	4	3	2	I	1	0	1196	1	Ⴖ	cut_f_stereo_44KHz.wav
1	6	1	2	0	C	2	1	978	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	7	3	4	2	I	1	0	926	1	Ⴉ	cut_j_stereo_44KHz.wav
1	8	2	2	1	C	2	0	672	0	Ⴒ	cut_ei_stereo_44KHz.wav
1	9	4	3	2	I	2	0	1011	1	Ⴖ	cut_f_stereo_44KHz.wav
1	10	1	1	1	C	2	0	663	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	11	3	3	2	I	1	0	926	1	Ⴉ	cut_f_stereo_44KHz.wav
1	12	2	2	1	C	1	1	778	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	13	3	4	2	I	1	0	663	0	Ⴉ	cut_j_stereo_44KHz.wav
1	14	1	2	0	C	2	1	690	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	15	2	1	0	C	1	0	670	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	16	4	4	2	I	1	0	1565	0	Ⴖ	cut_j_stereo_44KHz.wav
1	17	3	3	2	I	1	0	1036	1	Ⴉ	cut_f_stereo_44KHz.wav
1	18	1	2	0	C	2	1	539	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	19	4	4	2	I	2	0	810	1	Ⴖ	cut_j_stereo_44KHz.wav
1	20	2	2	1	C	1	1	896	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	21	3	4	2	I	1	0	968	0	Ⴉ	cut_j_stereo_44KHz.wav
1	22	4	3	2	I	2	0	825	1	Ⴖ	cut_f_stereo_44KHz.wav
1	23	1	1	1	C	2	0	711	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	24	2	1	0	C	2	1	597	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	25	3	3	2	I	2	0	1259	0	Ⴉ	cut_f_stereo_44KHz.wav
1	26	4	4	2	I	1	0	950	1	Ⴖ	cut_j_stereo_44KHz.wav
1	27	1	1	1	C	2	0	619	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	28	2	2	1	C	1	1	817	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	29	1	2	0	C	2	1	772	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	30	4	3	2	I	2	0	786	1	Ⴖ	cut_f_stereo_44KHz.wav
1	31	2	1	0	C	2	1	1347	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	32	3	4	2	I	2	0	1068	1	Ⴉ	cut_j_stereo_44KHz.wav
1	33	2	1	0	C	2	1	793	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	34	1	1	1	C	1	1	785	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	35	3	4	2	I	1	0	879	0	Ⴉ	cut_j_stereo_44KHz.wav
1	36	4	4	2	I	2	0	1081	0	Ⴖ	cut_j_stereo_44KHz.wav
1	37	1	2	0	C	2	1	990	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	38	3	3	2	I	2	0	703	0	Ⴉ	cut_f_stereo_44KHz.wav
1	39	4	3	2	I	2	0	571	0	Ⴖ	cut_f_stereo_44KHz.wav
1	40	2	2	1	C	1	1	1137	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	41	3	3	2	I	2	0	1012	0	Ⴉ	cut_f_stereo_44KHz.wav
1	42	1	2	0	C	2	1	606	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	43	2	2	1	C	1	1	731	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	44	4	3	2	I	2	0	1223	1	Ⴖ	cut_f_stereo_44KHz.wav
1	45	2	1	0	C	2	1	1097	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	46	1	1	1	C	1	1	648	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	47	3	4	2	I	2	0	899	0	Ⴉ	cut_j_stereo_44KHz.wav
1	48	4	4	2	I	2	0	709	0	Ⴖ	cut_j_stereo_44KHz.wav
1	49	1	2	0	C	2	1	604	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	50	3	3	2	I	1	0	888	1	Ⴉ	cut_f_stereo_44KHz.wav
1	51	2	2	1	C	1	1	934	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	52	4	4	2	I	1	0	1031	0	Ⴖ	cut_j_stereo_44KHz.wav
1	53	2	1	0	C	2	1	950	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	54	1	1	1	C	1	1	782	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	55	4	3	2	I	2	0	1530	0	Ⴖ	cut_f_stereo_44KHz.wav
1	56	3	4	2	I	1	0	761	0	Ⴉ	cut_j_stereo_44KHz.wav
1	57	1	1	1	C	1	1	1088	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	58	3	3	2	I	2	0	952	0	Ⴉ	cut_f_stereo_44KHz.wav
1	59	2	2	1	C	2	0	1169	0	Ⴒ	cut_ei_stereo_44KHz.wav
1	60	4	3	2	I	2	0	968	1	Ⴖ	cut_f_stereo_44KHz.wav
1	61	3	4	2	I	1	0	1005	1	Ⴉ	cut_j_stereo_44KHz.wav
1	62	4	4	2	I	1	0	716	1	Ⴖ	cut_j_stereo_44KHz.wav
1	63	1	2	0	C	2	1	863	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	64	2	1	0	C	1	0	648	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	65	3	4	2	I	1	0	1129	0	Ⴉ	cut_j_stereo_44KHz.wav
1	66	1	2	0	C	2	1	990	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	67	2	1	0	C	1	0	658	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	68	4	4	2	I	2	0	866	0	Ⴖ	cut_j_stereo_44KHz.wav
1	69	3	3	2	I	2	0	674	0	Ⴉ	cut_f_stereo_44KHz.wav
1	70	4	3	2	I	2	0	500	0	Ⴖ	cut_f_stereo_44KHz.wav
1	71	1	1	1	C	2	0	636	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	72	2	2	1	C	1	1	690	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	73	3	4	2	I	1	0	1026	1	Ⴉ	cut_j_stereo_44KHz.wav
1	74	1	2	0	C	2	1	633	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	75	2	2	1	C	1	1	550	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	76	4	3	2	I	2	0	701	0	Ⴖ	cut_f_stereo_44KHz.wav
1	77	3	3	2	I	2	0	691	0	Ⴉ	cut_f_stereo_44KHz.wav
1	78	1	1	1	C	1	1	1011	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	79	4	4	2	I	2	0	1193	0	Ⴖ	cut_j_stereo_44KHz.wav
1	80	2	1	0	C	1	0	871	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	81	1	2	0	C	2	1	785	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	82	3	4	2	I	1	0	1045	1	Ⴉ	cut_j_stereo_44KHz.wav
1	83	4	4	2	I	1	0	1032	1	Ⴖ	cut_j_stereo_44KHz.wav
1	84	2	1	0	C	2	1	868	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	85	4	3	2	I	1	0	874	0	Ⴖ	cut_f_stereo_44KHz.wav
1	86	1	1	1	C	2	0	812	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	87	2	2	1	C	1	1	667	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	88	3	3	2	I	1	0	1487	0	Ⴉ	cut_f_stereo_44KHz.wav
1	89	4	3	2	I	2	0	690	1	Ⴖ	cut_f_stereo_44KHz.wav
1	90	1	2	0	C	2	1	725	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	91	3	4	2	I	1	0	898	0	Ⴉ	cut_j_stereo_44KHz.wav
1	92	2	2	1	C	1	1	878	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	93	4	4	2	I	1	0	863	1	Ⴖ	cut_j_stereo_44KHz.wav
1	94	2	1	0	C	2	1	446	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	95	1	1	1	C	1	1	655	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	96	3	3	2	I	1	0	726	0	Ⴉ	cut_f_stereo_44KHz.wav
1	97	4	4	2	I	2	0	696	0	Ⴖ	cut_j_stereo_44KHz.wav
1	98	2	2	1	C	1	1	844	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	99	1	2	0	C	2	1	384	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	100	3	3	2	I	2	0	595	1	Ⴉ	cut_f_stereo_44KHz.wav
1	101	4	3	2	I	1	0	714	0	Ⴖ	cut_f_stereo_44KHz.wav
1	102	2	1	0	C	2	1	1228	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	103	1	1	1	C	1	1	639	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	104	3	4	2	I	2	0	648	0	Ⴉ	cut_j_stereo_44KHz.wav
1	105	2	2	1	C	2	0	743	0	Ⴒ	cut_ei_stereo_44KHz.wav
1	106	4	4	2	I	2	0	1043	1	Ⴖ	cut_j_stereo_44KHz.wav
1	107	3	3	2	I	2	0	681	1	Ⴉ	cut_f_stereo_44KHz.wav
1	108	1	2	0	C	2	1	578	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	109	3	4	2	I	2	0	706	0	Ⴉ	cut_j_stereo_44KHz.wav
1	110	1	1	1	C	2	0	674	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	111	4	3	2	I	2	0	859	0	Ⴖ	cut_f_stereo_44KHz.wav
1	112	2	1	0	C	2	1	829	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	113	3	3	2	I	2	0	871	1	Ⴉ	cut_f_stereo_44KHz.wav
1	114	4	4	2	I	1	0	1003	1	Ⴖ	cut_j_stereo_44KHz.wav
1	115	1	2	0	C	2	1	628	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	116	2	2	1	C	1	1	704	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	117	3	4	2	I	2	0	708	0	Ⴉ	cut_j_stereo_44KHz.wav
1	118	1	1	1	C	2	0	1146	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	119	4	3	2	I	2	0	698	1	Ⴖ	cut_f_stereo_44KHz.wav
1	120	2	1	0	C	2	1	875	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	121	1	2	0	C	1	0	845	0	Ⴐ	cut_ei_stereo_44KHz.wav
1	122	3	4	2	I	2	0	854	1	Ⴉ	cut_j_stereo_44KHz.wav
1	123	4	4	2	I	1	0	624	1	Ⴖ	cut_j_stereo_44KHz.wav
1	124	2	1	0	C	2	1	878	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	125	3	3	2	I	2	0	671	1	Ⴉ	cut_f_stereo_44KHz.wav
1	126	2	2	1	C	1	1	910	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	127	4	3	2	I	2	0	739	0	Ⴖ	cut_f_stereo_44KHz.wav
1	128	1	1	1	C	1	1	1244	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	129	2	1	0	C	2	1	660	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	130	4	4	2	I	1	0	873	0	Ⴖ	cut_j_stereo_44KHz.wav
1	131	1	1	1	C	2	0	762	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	132	3	3	2	I	2	0	716	0	Ⴉ	cut_f_stereo_44KHz.wav
1	133	2	2	1	C	1	1	894	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	134	4	3	2	I	1	0	845	1	Ⴖ	cut_f_stereo_44KHz.wav
1	135	3	4	2	I	1	0	925	1	Ⴉ	cut_j_stereo_44KHz.wav
1	136	1	2	0	C	2	1	827	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	137	2	2	1	C	1	1	742	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	138	1	1	1	C	1	1	1019	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	139	3	4	2	I	1	0	1312	1	Ⴉ	cut_j_stereo_44KHz.wav
1	140	4	3	2	I	2	0	517	0	Ⴖ	cut_f_stereo_44KHz.wav
1	141	1	2	0	C	2	1	684	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	142	4	4	2	I	1	0	953	0	Ⴖ	cut_j_stereo_44KHz.wav
1	143	3	3	2	I	2	0	1019	0	Ⴉ	cut_f_stereo_44KHz.wav
1	144	2	1	0	C	2	1	1141	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	145	4	3	2	I	2	0	1152	0	Ⴖ	cut_f_stereo_44KHz.wav
1	146	1	2	0	C	2	1	842	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	147	3	4	2	I	2	0	1117	0	Ⴉ	cut_j_stereo_44KHz.wav
1	148	2	1	0	C	1	0	855	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	149	3	3	2	I	2	0	678	1	Ⴉ	cut_f_stereo_44KHz.wav
1	150	1	1	1	C	2	0	1308	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	151	4	4	2	I	2	0	1001	1	Ⴖ	cut_j_stereo_44KHz.wav
1	152	2	2	1	C	1	1	1280	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	153	3	3	2	I	2	0	738	1	Ⴉ	cut_f_stereo_44KHz.wav
1	154	4	4	2	I	2	0	626	1	Ⴖ	cut_j_stereo_44KHz.wav
1	155	1	1	1	C	1	1	1307	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	156	2	2	1	C	2	0	523	0	Ⴒ	cut_ei_stereo_44KHz.wav
1	157	3	4	2	I	1	0	1196	1	Ⴉ	cut_j_stereo_44KHz.wav
1	158	4	3	2	I	2	0	597	0	Ⴖ	cut_f_stereo_44KHz.wav
1	159	2	1	0	C	2	1	885	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	160	1	2	0	C	2	1	496	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	161	4	4	2	I	2	0	820	0	Ⴖ	cut_j_stereo_44KHz.wav
1	162	3	4	2	I	1	0	685	1	Ⴉ	cut_j_stereo_44KHz.wav
1	163	1	1	1	C	2	0	693	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	164	2	1	0	C	2	1	648	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	165	4	3	2	I	2	0	657	1	Ⴖ	cut_f_stereo_44KHz.wav
1	166	3	3	2	I	2	0	537	0	Ⴉ	cut_f_stereo_44KHz.wav
1	167	1	2	0	C	2	1	674	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	168	2	2	1	C	1	1	813	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	169	1	1	1	C	1	1	871	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	170	4	4	2	I	1	0	971	1	Ⴖ	cut_j_stereo_44KHz.wav
1	171	2	2	1	C	1	1	865	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	172	3	3	2	I	2	0	815	0	Ⴉ	cut_f_stereo_44KHz.wav
1	173	4	3	2	I	2	0	477	0	Ⴖ	cut_f_stereo_44KHz.wav
1	174	3	4	2	I	2	0	1063	1	Ⴉ	cut_j_stereo_44KHz.wav
1	175	2	1	0	C	1	0	857	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	176	1	2	0	C	2	1	591	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	177	3	4	2	I	2	0	984	1	Ⴉ	cut_j_stereo_44KHz.wav
1	178	2	2	1	C	1	1	824	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	179	4	4	2	I	1	0	920	1	Ⴖ	cut_j_stereo_44KHz.wav
1	180	1	1	1	C	1	1	999	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	181	3	3	2	I	2	0	698	1	Ⴉ	cut_f_stereo_44KHz.wav
1	182	1	2	0	C	2	1	911	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	183	2	1	0	C	2	1	1090	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	184	4	3	2	I	1	0	850	0	Ⴖ	cut_f_stereo_44KHz.wav
1	185	3	3	2	I	1	0	917	1	Ⴉ	cut_f_stereo_44KHz.wav
1	186	2	2	1	C	1	1	740	1	Ⴒ	cut_ei_stereo_44KHz.wav
1	187	4	4	2	I	1	0	966	1	Ⴖ	cut_j_stereo_44KHz.wav
1	188	1	1	1	C	2	0	907	0	Ⴐ	cut_ui_stereo_44KHz.wav
1	189	4	3	2	I	1	0	730	1	Ⴖ	cut_f_stereo_44KHz.wav
1	190	2	1	0	C	1	0	871	0	Ⴒ	cut_ui_stereo_44KHz.wav
1	191	1	2	0	C	2	1	609	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	192	3	4	2	I	2	0	1011	0	Ⴉ	cut_j_stereo_44KHz.wav
1	193	2	2	1	C	2	0	1015	0	Ⴒ	cut_ei_stereo_44KHz.wav
1	194	1	1	1	C	1	1	813	1	Ⴐ	cut_ui_stereo_44KHz.wav
1	195	4	3	2	I	2	0	924	1	Ⴖ	cut_f_stereo_44KHz.wav
1	196	3	3	2	I	1	0	592	1	Ⴉ	cut_f_stereo_44KHz.wav
1	197	2	1	0	C	2	1	1168	1	Ⴒ	cut_ui_stereo_44KHz.wav
1	198	4	4	2	I	2	0	1089	0	Ⴖ	cut_j_stereo_44KHz.wav
1	199	1	2	0	C	2	1	1208	1	Ⴐ	cut_ei_stereo_44KHz.wav
1	200	3	4	2	I	2	0	934	0	Ⴉ	cut_j_stereo_44KHz.wav
2	1	4	3	2	I	2	0	1509	1	Ⴕ	cut_h_stereo_44KHz.wav
2	2	3	3	2	I	1	0	685	0	Ⴌ	cut_h_stereo_44KHz.wav
2	3	2	1	0	C	2	1	902	1	Ⴔ	cut_g_stereo_44KHz.wav
2	4	1	2	0	C	1	0	662	0	Ⴏ	cut_w_stereo_44KHz.wav
2	5	2	2	1	C	1	1	1367	1	Ⴔ	cut_w_stereo_44KHz.wav
2	6	4	4	2	I	1	0	1015	1	Ⴕ	cut_l_stereo_44KHz.wav
2	7	1	1	1	C	2	0	786	0	Ⴏ	cut_g_stereo_44KHz.wav
2	8	3	4	2	I	1	0	829	1	Ⴌ	cut_l_stereo_44KHz.wav
2	9	1	1	1	C	1	1	981	1	Ⴏ	cut_g_stereo_44KHz.wav
2	10	3	3	2	I	1	0	908	1	Ⴌ	cut_h_stereo_44KHz.wav
2	11	4	4	2	I	2	0	690	0	Ⴕ	cut_l_stereo_44KHz.wav
2	12	2	1	0	C	1	0	839	0	Ⴔ	cut_g_stereo_44KHz.wav
2	13	4	3	2	I	2	0	615	1	Ⴕ	cut_h_stereo_44KHz.wav
2	14	1	2	0	C	2	1	1190	1	Ⴏ	cut_w_stereo_44KHz.wav
2	15	2	2	1	C	1	1	1579	1	Ⴔ	cut_w_stereo_44KHz.wav
2	16	3	4	2	I	1	0	1663	1	Ⴌ	cut_l_stereo_44KHz.wav
2	17	2	1	0	C	1	0	935	0	Ⴔ	cut_g_stereo_44KHz.wav
2	18	1	1	1	C	1	1	685	1	Ⴏ	cut_g_stereo_44KHz.wav
2	19	4	3	2	I	2	0	634	0	Ⴕ	cut_h_stereo_44KHz.wav
2	20	3	4	2	I	1	0	695	0	Ⴌ	cut_l_stereo_44KHz.wav
2	21	2	2	1	C	1	1	651	1	Ⴔ	cut_w_stereo_44KHz.wav
2	22	4	4	2	I	2	0	689	0	Ⴕ	cut_l_stereo_44KHz.wav
2	23	1	2	0	C	1	0	755	0	Ⴏ	cut_w_stereo_44KHz.wav
2	24	3	3	2	I	1	0	860	0	Ⴌ	cut_h_stereo_44KHz.wav
2	25	4	3	2	I	2	0	555	1	Ⴕ	cut_h_stereo_44KHz.wav
2	26	2	1	0	C	2	1	849	1	Ⴔ	cut_g_stereo_44KHz.wav
2	27	1	1	1	C	1	1	684	1	Ⴏ	cut_g_stereo_44KHz.wav
2	28	3	3	2	I	2	0	609	1	Ⴌ	cut_h_stereo_44KHz.wav
2	29	2	2	1	C	1	1	639	1	Ⴔ	cut_w_stereo_44KHz.wav
2	30	1	2	0	C	1	0	674	0	Ⴏ	cut_w_stereo_44KHz.wav
2	31	3	4	2	I	1	0	834	1	Ⴌ	cut_l_stereo_44KHz.wav
2	32	4	4	2	I	1	0	709	1	Ⴕ	cut_l_stereo_44KHz.wav
2	33	3	4	2	I	1	0	513	0	Ⴌ	cut_l_stereo_44KHz.wav
2	34	2	2	1	C	1	1	766	1	Ⴔ	cut_w_stereo_44KHz.wav
2	35	4	3	2	I	2	0	689	0	Ⴕ	cut_h_stereo_44KHz.wav
2	36	1	1	1	C	1	1	810	1	Ⴏ	cut_g_stereo_44KHz.wav
2	37	2	1	0	C	2	1	950	1	Ⴔ	cut_g_stereo_44KHz.wav
2	38	4	4	2	I	1	0	968	1	Ⴕ	cut_l_stereo_44KHz.wav
2	39	1	2	0	C	1	0	771	0	Ⴏ	cut_w_stereo_44KHz.wav
2	40	3	3	2	I	2	0	624	0	Ⴌ	cut_h_stereo_44KHz.wav
2	41	1	2	0	C	2	1	838	1	Ⴏ	cut_w_stereo_44KHz.wav
2	42	2	1	0	C	2	1	854	1	Ⴔ	cut_g_stereo_44KHz.wav
2	43	3	3	2	I	2	0	662	0	Ⴌ	cut_h_stereo_44KHz.wav
2	44	4	3	2	I	2	0	629	0	Ⴕ	cut_h_stereo_44KHz.wav
2	45	3	4	2	I	2	0	948	0	Ⴌ	cut_l_stereo_44KHz.wav
2	46	2	2	1	C	1	1	630	1	Ⴔ	cut_w_stereo_44KHz.wav
2	47	1	1	1	C	2	0	778	0	Ⴏ	cut_g_stereo_44KHz.wav
2	48	4	4	2	I	1	0	901	1	Ⴕ	cut_l_stereo_44KHz.wav
2	49	3	4	2	I	1	0	816	1	Ⴌ	cut_l_stereo_44KHz.wav
2	50	1	2	0	C	2	1	987	1	Ⴏ	cut_w_stereo_44KHz.wav
2	51	4	3	2	I	2	0	1041	0	Ⴕ	cut_h_stereo_44KHz.wav
2	52	2	1	0	C	2	1	917	1	Ⴔ	cut_g_stereo_44KHz.wav
2	53	3	3	2	I	1	0	720	0	Ⴌ	cut_h_stereo_44KHz.wav
2	54	2	2	1	C	1	1	721	1	Ⴔ	cut_w_stereo_44KHz.wav
2	55	1	1	1	C	1	1	816	1	Ⴏ	cut_g_stereo_44KHz.wav
2	56	4	4	2	I	1	0	803	0	Ⴕ	cut_l_stereo_44KHz.wav
2	57	3	4	2	I	2	0	934	0	Ⴌ	cut_l_stereo_44KHz.wav
2	58	1	1	1	C	1	1	657	1	Ⴏ	cut_g_stereo_44KHz.wav
2	59	2	1	0	C	2	1	559	1	Ⴔ	cut_g_stereo_44KHz.wav
2	60	4	3	2	I	1	0	842	1	Ⴕ	cut_h_stereo_44KHz.wav
2	61	2	2	1	C	1	1	1697	1	Ⴔ	cut_w_stereo_44KHz.wav
2	62	1	2	0	C	2	1	844	1	Ⴏ	cut_w_stereo_44KHz.wav
2	63	3	3	2	I	2	0	640	1	Ⴌ	cut_h_stereo_44KHz.wav
2	64	4	4	2	I	1	0	805	0	Ⴕ	cut_l_stereo_44KHz.wav
2	65	2	2	1	C	1	1	852	1	Ⴔ	cut_w_stereo_44KHz.wav
2	66	4	4	2	I	2	0	968	0	Ⴕ	cut_l_stereo_44KHz.wav
2	67	1	2	0	C	2	1	1182	1	Ⴏ	cut_w_stereo_44KHz.wav
2	68	3	4	2	I	2	0	844	0	Ⴌ	cut_l_stereo_44KHz.wav
2	69	4	3	2	I	1	0	836	1	Ⴕ	cut_h_stereo_44KHz.wav
2	70	3	3	2	I	2	0	906	0	Ⴌ	cut_h_stereo_44KHz.wav
2	71	2	1	0	C	2	1	671	1	Ⴔ	cut_g_stereo_44KHz.wav
2	72	1	1	1	C	1	1	731	1	Ⴏ	cut_g_stereo_44KHz.wav
2	73	2	1	0	C	2	1	558	1	Ⴔ	cut_g_stereo_44KHz.wav
2	74	3	3	2	I	1	0	643	1	Ⴌ	cut_h_stereo_44KHz.wav
2	75	4	4	2	I	1	0	844	0	Ⴕ	cut_l_stereo_44KHz.wav
2	76	1	1	1	C	1	1	836	1	Ⴏ	cut_g_stereo_44KHz.wav
2	77	2	2	1	C	1	1	767	1	Ⴔ	cut_w_stereo_44KHz.wav
2	78	3	4	2	I	1	0	608	1	Ⴌ	cut_l_stereo_44KHz.wav
2	79	1	2	0	C	2	1	690	1	Ⴏ	cut_w_stereo_44KHz.wav
