"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-13",1,1,1,3,1,1,1.464,1,3271,2358,"02","d_sh_retr_cut.wav",9171,10635,13563,2,3,0.5,0.5,0.476711009152464,"0.454506772494321"
"biokurs19-13",1,2,7,3,3,1,1.251,0,4089,2304,"62","t_sl_cut.wav",19668,20919,23998,1,7,0.535,0.5,0.4933958944728,"0.470414509531622"
"biokurs19-13",1,3,4,2,2,2,1.238,1,2760,1857,"31","s_dent_cut.wav",28775,30013,32653,2,4,0.5,0.5,0.476711009152464,"0.454506772494321"
"biokurs19-13",1,4,3,8,3,1,1.414,1,2443,1588,"27","t_sl_cut.wav",37116,38530,40722,2,8,0.57245,0.5,0.511248721765559,"0.487435788161533"
"biokurs19-13",1,5,5,7,5,1,1.501,1,2097,1426,"46","s_palat_cut.wav",44841,46342,48294,2,7,0.5,0.535,0.4933958944728,"0.470414509531622"
"biokurs19-13",1,6,6,2,2,1,1.446,0,2301,1642,"51","s_dent_cut.wav",52618,54064,56279,1,6,0.535,0.5,0.4933958944728,"0.470414509531622"
"biokurs19-13",1,7,2,4,4,2,1.406,1,3788,1584,"13","s_alv_cut.wav",62087,63493,65696,2,2,0.535,0.57245,0.527933607085896,"0.503343525198835"
"biokurs19-13",1,8,2,6,2,1,1.029,1,2286,1346,"15","s_dent_cut.wav",70008,71037,73369,2,6,0.6125215,0.535,0.547036132289149,"0.521556293332841"
"biokurs19-13",1,9,6,1,1,1,1.288,0,3164,1333,"50","d_sh_retr_cut.wav",78548,79836,81908,1,6,0.535,0.57245,0.527933607085896,"0.503343525198835"
"biokurs19-13",1,10,5,8,5,2,1.078,0,2863,1421,"47","s_palat_cut.wav",86798,87876,90245,1,8,0.535,0.535,0.510080779793136,"0.486322246568923"
"biokurs19-13",1,11,6,4,4,2,1.886,1,2698,1823,"53","s_alv_cut.wav",94953,96839,98789,2,6,0.56755,0.6023785,0.557717795871228,"0.531740426584122"
"biokurs19-13",1,12,2,7,2,1,1.372,1,2685,2253,"16","s_dent_cut.wav",103491,104863,107770,2,7,0.639644995,0.57245,0.5778190282551,"0.550905384133969"
"biokurs19-13",1,13,8,3,3,2,0.614,1,2274,2675,"72","t_sl_cut.wav",112058,112672,116761,2,8,0.6023785,0.56755,0.557717795871228,"0.531740426584122"
"biokurs19-13",1,14,1,7,1,1,0.764,1,2873,1211,"06","d_sh_retr_cut.wav",121653,122417,124879,2,7,0.57245,0.6125215,0.564888959581908,"0.538577571962753"
"biokurs19-13",1,15,4,8,4,1,1.334,1,2720,1626,"37","s_alv_cut.wav",129625,130959,133277,2,8,0.5978215,0.6072785,0.574484437129634,"0.547726111532906"
