"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-11",1,1,1,2,2,1,1.431,0,2548,2253,"ab","a_low.wav",16562,17993,20853,1,1,0.5,0.5,0.337843985678377,"0.228277117318103"
"biokurs19-11",1,2,4,5,5,2,1.159,1,2316,2175,"de","u.wav",34161,35320,38357,2,4,0.5,0.5,0.337843985678377,"0.228277117318103"
"biokurs19-11",1,3,1,6,1,1,1.719,1,2990,2350,"af","o.wav",52560,54279,56933,2,6,0.535,0.5,0.349668525177121,"0.236266816424237"
"biokurs19-11",1,4,4,3,4,2,1.341,0,3057,1861,"dc","i.wav",62014,63355,65919,1,3,0.535,0.5,0.349668525177121,"0.236266816424237"
"biokurs19-11",1,5,7,2,2,2,1.353,1,3569,1823,"gb","a_low.wav",71503,72856,75339,2,7,0.535,0.5,0.349668525177121,"0.236266816424237"
"biokurs19-11",1,6,5,8,5,1,1.365,1,3221,1346,"eh","u.wav",80578,81943,83964,2,8,0.535,0.5,0.349668525177121,"0.236266816424237"
"biokurs19-11",1,7,6,3,3,1,1.025,0,3929,1333,"fc","a_uml.wav",89908,90933,93285,1,6,0.535,0.535,0.361493064675864,"0.244256515530371"
"biokurs19-11",1,8,6,2,2,2,1.145,1,2760,2675,"fb","a_low.wav",98072,99217,102769,2,6,0.56755,0.56755,0.383486708143526,"0.259117355867779"
"biokurs19-11",1,9,3,5,3,2,1.163,0,4089,1733,"ce","a_uml.wav",108877,110040,112636,1,5,0.57245,0.56755,0.38514214367335,"0.260235913742638"
"biokurs19-11",1,10,1,8,1,1,1.115,1,3162,1124,"ah","o.wav",117817,118932,120970,2,8,0.56755,0.535,0.372489886409695,"0.251686935699075"
"biokurs19-11",1,11,3,4,3,1,1.89,1,2286,1211,"cd","a_uml.wav",125279,127169,128523,2,4,0.6125215,0.57245,0.400335494475285,"0.270501878124109"
"biokurs19-11",1,12,4,6,4,1,1.777,1,2874,2016,"df","i.wav",133422,135199,137453,2,6,0.6125215,0.6072785,0.412102093730485,"0.278452427704623"
"biokurs19-11",1,13,4,2,2,2,1.497,1,3043,2304,"db","a_low.wav",142516,144013,146843,2,4,0.5978215,0.639644995,0.418070612814252,"0.282485284256337"
"biokurs19-11",1,14,5,4,4,2,1.674,1,3052,1933,"ed","i.wav",151912,153586,155859,2,5,0.68442014465,0.5978215,0.433197627831354,"0.292706426345926"
"biokurs19-11",1,15,5,3,3,1,1.41,0,2443,1588,"ec","a_uml.wav",169063,170473,172670,1,5,0.639644995,0.639669005,0.432208540694148,"0.292038112064692"
"biokurs19-11",1,16,3,5,5,1,1.489,0,2873,1421,"ce","u.wav",177564,179053,181018,1,3,0.66489217465,0.68442014465,0.455857051877247,"0.308017126611608"
"biokurs19-11",1,17,6,1,1,2,1.264,1,1892,1510,"fa","o.wav",184921,186185,188450,2,6,0.5978215,0.649787995,0.421497364360988,"0.284800699057295"
"biokurs19-11",1,18,4,7,4,2,1.064,0,3050,1626,"dg","i.wav",193528,194592,197188,1,7,0.7065107345245,0.535,0.419436934814247,"0.283408491596734"
"biokurs19-11",1,19,3,8,3,2,1.09,0,3374,2358,"ch","a_uml.wav",202581,203671,206951,1,8,0.7065107345245,0.57245,0.432089192077902,"0.291957469640297"
"biokurs19-11",1,20,1,5,1,2,0.942,0,3164,1982,"ae","o.wav",212131,213073,216140,1,5,0.625973995,0.7114346268755,0.451835459295045,"0.305299784878117"
"biokurs19-11",1,21,2,3,2,1,0.997,1,2698,998,"bc","a_low.wav",220856,221853,223867,2,3,0.625973995,0.755966485941215,0.466880280051474,"0.315465389294454"
"biokurs19-11",1,22,5,2,5,2,1.137,0,2274,2011,"eb","u.wav",228166,229303,232205,1,2,0.731634202994215,0.65215581535,0.467505135139365,"0.315887596361183"
"biokurs19-11",1,23,8,2,2,1,0.965,0,2398,1850,"hb","a_low.wav",236628,237593,240488,1,8,0.6765049082755,0.6023785,0.432063067869742,"0.291939817827082"
"biokurs19-11",1,24,3,1,1,1,0.75,0,2097,1600,"ca","o.wav",244611,245361,248238,1,3,0.66979217465,0.8088841399571,0.499561899655077,"0.337547966545066"
"biokurs19-11",1,25,6,5,5,2,1.428,1,1752,2168,"fe","u.wav",252017,253445,256202,2,6,0.78284859720381,0.69527315465,0.499374543964197,"0.337421372558373"
"biokurs19-11",1,26,1,3,1,1,1.067,1,3082,2258,"ac","o.wav",261312,262379,265590,2,3,0.7166776268755,0.822262250160103,0.5199215817771,"0.351304758855564"
"biokurs19-11",1,27,4,2,4,1,1.712,1,3788,1857,"db","i.wav",271405,273117,275287,2,2,0.755966485941215,0.723860251854785,0.499950563210432,"0.337810581834324"
"biokurs19-11",1,28,5,7,5,1,1.098,1,2863,2482,"eg","u.wav",280169,281267,284676,2,7,0.798049195399543,0.56755,0.461359475012967,"0.311735047737729"
"biokurs19-11",1,29,6,4,4,2,1.774,1,3015,1869,"fd","i.wav",289707,291481,293610,2,6,0.77304883192533,0.7439422754755,0.512506321962952,"0.346294356994659"
"biokurs19-11",1,30,2,8,2,1,1.228,1,2192,2509,"bh","a_low.wav",297827,299055,302374,2,8,0.77453046948462,0.630212005,0.47458379643159,"0.320670562649648"
"biokurs19-11",1,31,8,4,4,2,1.285,1,3440,1989,"hd","i.wav",307840,309125,311846,2,8,0.788935413690557,0.67432684535,0.494354353687008,"0.334029290374154"
"biokurs19-11",1,32,5,6,5,1,1.261,1,2301,2704,"ef","u.wav",316158,317419,320881,2,6,0.812185751721575,0.796018234758785,0.54332204457638,"0.367116170093219"
