subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-02,1,1,1,3,1,1,1.018,1,3,8098,9116,12468,0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,1,2,7,3,3,2,1.15,1,7,17656,18806,21416,0.465,0.840371830522942,1.36468563002218,0.535,0.5
biokurs19-02,1,3,4,2,2,2,1.357,1,4,26487,27844,29517,0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,1,4,3,8,3,1,1.146,1,8,34598,35744,39188,0.43245,0.866800915627793,1.40760400418375,0.56755,0.5
biokurs19-02,1,5,5,7,5,1,1.355,1,7,44085,45440,47522,0.5,0.840371830522942,1.36468563002218,0.5,0.535
biokurs19-02,1,6,6,2,2,2,1.377,1,6,52081,53458,55689,0.465,0.840371830522942,1.36468563002218,0.535,0.5
biokurs19-02,1,7,2,4,4,2,1.777,1,2,60582,62359,64859,0.465,0.895219286708279,1.45375279360479,0.535,0.56755
biokurs19-02,1,8,2,6,2,1,1.028,1,6,70166,71194,74114,0.3927215,0.927476979721739,1.50613628447661,0.6072785,0.535
biokurs19-02,1,9,6,1,1,2,1.505,1,6,78888,80393,82733,0.465,0.899197858659547,1.46021362412373,0.535,0.57245
biokurs19-02,1,10,5,8,5,1,1.055,1,8,87025,88080,90636,0.465,0.868790201603427,1.41083441944322,0.535,0.535
biokurs19-02,1,11,6,4,4,1,1.645,0,6,96751,98396,100646,-0.56755,0.958163136814448,1.55596774729345,0.56755,0.6125215
biokurs19-02,1,12,2,7,2,1,0.975,1,7,105753,106728,110322,0.365230995,0.980205647414429,1.59176273276635,0.634769005,0.57245
biokurs19-02,1,13,8,3,3,2,1.099,1,8,115027,116126,118399,0.4021785,0.950205992911912,1.54304608625556,0.5978215,0.57245
biokurs19-02,1,14,1,7,1,1,1.2,1,7,123745,124945,127625,0.43245,0.958163136814448,1.55596774729345,0.56755,0.6125215
biokurs19-02,1,15,4,8,4,1,1.394,1,8,132156,133550,135773,0.3927215,0.990420829827907,1.60835123816527,0.6072785,0.6125215
biokurs19-02,1,16,3,7,3,1,1.205,1,7,141174,142379,144828,0.374026005,1.0404144282327,1.68953618851477,0.625973995,0.655398005
biokurs19-02,1,17,1,2,2,2,1.408,1,1,148601,150009,152785,0.33966482535,1.02156466450268,1.65892592677424,0.66033517465,0.5978215
biokurs19-02,1,18,8,1,1,2,1.457,1,8,157100,158557,161101,0.360330995,1.0515341389793,1.70759356373217,0.639669005,0.655398005
biokurs19-02,1,19,5,3,5,1,1.029,1,3,166387,167416,170402,0.43245,0.990344356275514,1.60822705223443,0.56755,0.65215581535
biokurs19-02,1,20,5,4,4,1,1.413,0,5,176202,177615,179560,-0.634769005,1.00080612461067,1.62521599021766,0.634769005,0.5978215
biokurs19-02,1,21,4,1,1,2,1.122,1,4,184630,185752,189162,0.33510782535,1.09134259318884,1.77223878795316,0.66489217465,0.67920283535
biokurs19-02,1,22,2,3,2,1,1.23,1,3,193503,194733,197375,0.3158882875755,1.12205345384295,1.82211036705428,0.6841117124245,0.6978067224245
biokurs19-02,1,23,3,4,3,1,1.356,1,4,201844,203200,206344,0.253346807005785,1.19633241130875,1.94273248001055,0.746653192994215,0.7267470338245
biokurs19-02,1,24,6,5,5,2,1.291,1,6,210253,211544,214629,0.374026005,1.02762371726657,1.66876526447941,0.625973995,0.639644995
biokurs19-02,1,25,8,4,4,2,1.784,1,8,220574,222358,224110,0.222380673807785,1.20079406692551,1.94997779343629,0.777619326192215,0.70127586535
biokurs19-02,1,26,3,2,3,1,1.278,1,2,228859,230137,232885,0.23561253051538,1.19406798290328,1.93905525905558,0.76438746948462,0.706223892554785
biokurs19-02,1,27,4,5,5,2,1.115,1,4,237000,238115,241043,0.34784418465,1.17355026541882,1.90573639567284,0.65215581535,0.79318597335876
biokurs19-02,1,28,7,1,1,2,1.279,1,7,245937,247216,250644,0.3116502775755,1.12831130332326,1.83227253212269,0.6883497224245,0.70127586535
biokurs19-02,1,29,2,8,2,1,1.153,1,8,256232,257385,259387,0.24434043496638,1.22282199842687,1.98574910381007,0.75565956503362,0.7503651759245
biokurs19-02,1,30,4,6,4,1,1.098,1,6,264400,265498,268280,0.151291008506127,1.24482950586404,2.0214872474047,0.848708991493873,0.68442014465
biokurs19-02,1,31,3,2,2,2,1.159,1,3,273162,274321,277362,0.227236604518733,1.26148641114081,2.04853651113086,0.772763395481267,0.780880346620697
biokurs19-02,1,32,1,4,1,1,1.302,1,4,281576,282878,285900,0.289834758145215,1.27433221464488,2.06939690031975,0.710165241854785,0.859299362089302
biokurs19-02,1,33,1,5,5,2,1.092,1,1,290218,291310,294495,0.3234950917245,1.14238488892186,1.85512672514978,0.6765049082755,0.73045367492495
biokurs19-02,1,34,3,4,4,2,1.191,1,3,299742,300933,303905,0.0805496825644466,1.42497205979601,2.31402198712042,0.919450317435553,0.835541970884146
biokurs19-02,1,35,5,2,5,1,1.37,1,2,309366,310736,314105,0.300850435303785,1.20804020831486,1.96174485257367,0.699149564696215,0.788669957797578
biokurs19-02,1,36,1,3,3,2,1.257,1,1,319293,320550,322729,0.105970091153964,1.36052167283257,2.20936055780568,0.894029908846036,0.781585432169697
biokurs19-02,1,37,8,5,5,2,1.117,1,8,327151,328268,330372,0.27979090483252,1.23668617881079,2.00826324226018,0.72020909516748,0.802890738239215
biokurs19-02,1,38,1,4,4,2,1.152,1,1,335095,336247,338752,0.0749112047849353,1.43016281275134,2.3224512867588,0.925088795215065,0.836296412421575
biokurs19-02,1,39,3,1,1,2,1.164,1,3,343786,344950,347830,0.105162838708914,1.45849980082822,2.36846791775721,0.894837161291086,0.901447815226813
biokurs19-02,1,40,3,1,3,1,1.12,1,1,352463,353583,356730,0.0354508377073097,1.51571227102245,2.46137564395212,0.96454916229269,0.90219856000071
biokurs19-02,2,41,16,11,11,2,1.363,1,16,8093,9456,11464,0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,2,42,9,10,10,1,1.213,0,9,15868,17081,19220,-0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,2,43,15,9,9,1,1.623,0,15,24290,25913,27901,-0.535,0.840371830522942,1.36468563002218,0.535,0.5
biokurs19-02,2,44,11,10,10,2,0.947,1,11,43292,44239,47286,0.465,0.868790201603427,1.41083441944322,0.535,0.535
biokurs19-02,2,45,9,14,9,2,1.44,0,14,52174,53614,56738,-0.57245,0.870779487579061,1.41406483470269,0.57245,0.5
biokurs19-02,2,46,12,11,12,2,1.612,0,11,60511,62123,65090,-0.5,0.870779487579061,1.41406483470269,0.5,0.57245
biokurs19-02,2,47,15,10,10,2,1.452,1,15,70446,71898,74481,0.43245,0.895219286708279,1.45375279360479,0.56755,0.535
biokurs19-02,2,48,14,11,11,2,1.13,1,14,88483,89613,92667,0.3976215,0.923498407770471,1.49967545395767,0.6023785,0.535
biokurs19-02,2,49,14,10,10,2,1.109,1,14,97678,98787,101558,0.4021785,0.950205992911912,1.54304608625556,0.5978215,0.57245
biokurs19-02,2,50,11,13,11,2,1.23,0,13,106629,107859,110376,-0.630212005,0.917679547363144,1.49022616628218,0.630212005,0.5
biokurs19-02,2,51,9,16,9,1,1.419,1,16,114492,115911,118161,0.3874785,0.931734051709596,1.51304937313188,0.6125215,0.535
biokurs19-02,2,52,11,12,11,1,1.202,1,12,122879,124081,127163,0.32567315465,0.981917115678564,1.59454199792193,0.67432684535,0.535
biokurs19-02,2,53,12,14,12,1,1.349,1,14,132746,134095,136748,0.42755,0.962141708765716,1.5624285778124,0.57245,0.6125215
biokurs19-02,2,54,12,10,10,2,0.957,1,12,141816,142773,145825,0.374026005,0.997365057730022,1.61962801790183,0.625973995,0.6023785
biokurs19-02,2,55,13,12,12,1,1.546,0,13,151773,153319,155425,-0.644544995,0.957735639258284,1.55527353105419,0.644544995,0.535
biokurs19-02,2,56,10,13,13,1,1.052,0,10,159887,160939,164164,-0.56755,0.990344356275514,1.60822705223443,0.56755,0.65215581535
biokurs19-02,2,57,13,11,11,2,1.19,1,13,168951,170141,172500,0.3028760338245,1.05911409491647,1.71990270662338,0.6971239661755,0.6072785
biokurs19-02,2,58,11,13,13,2,1.389,1,11,176845,178234,180466,0.350212005,1.11084431348209,1.80390776646752,0.649787995,0.718325288543215
biokurs19-02,2,59,14,9,9,2,1.189,1,14,185365,186554,189557,0.360355005,1.05151464397674,1.70756190566263,0.639644995,0.655398005
biokurs19-02,2,60,12,15,12,1,1.679,1,15,194742,196421,197892,0.31033685535,1.02477713400636,1.66414267822798,0.68966314465,0.57245
biokurs19-02,2,61,11,16,11,1,1.375,1,16,203186,204561,207589,0.23139194125876,1.08887673010813,1.76823445583537,0.76860805874124,0.57245
biokurs19-02,2,62,9,13,9,1,1.076,1,13,212121,213197,216006,0.33513015465,1.08734589088519,1.76574851542954,0.66486984535,0.67430283535
biokurs19-02,2,63,10,11,10,1,1.059,1,11,220332,221391,223349,0.3234950917245,1.18651603695784,1.92679160178374,0.6765049082755,0.784805494629353
biokurs19-02,2,64,13,10,13,2,1.18,0,10,228247,229427,232085,-0.7215040338245,1.15350460398827,1.87318410738215,0.7215040338245,0.699149564696215
biokurs19-02,2,65,16,10,10,2,1.528,1,16,237323,238851,241873,0.27979090483252,1.08211521725104,1.75725438832461,0.72020909516748,0.6125215
biokurs19-02,2,66,11,9,9,1,1.678,0,11,246090,247768,250833,-0.6883289561755,1.24072240109962,2.01481769156117,0.6883289561755,0.839741879253408
biokurs19-02,2,67,14,13,13,2,1.131,1,14,255144,256275,259420,0.227990683807785,1.19623899989851,1.94258078857516,0.772009316192215,0.70127586535
biokurs19-02,2,68,9,11,9,1,1.662,1,11,264727,266389,269224,0.263488016892215,1.28895332599178,2.09314022419777,0.736511983107785,0.85095994770567
biokurs19-02,2,69,12,10,12,1,1.793,1,10,273926,275719,277162,0.2886132754755,1.17829158183921,1.91343585221254,0.7113867245245,0.739794458505757
biokurs19-02,2,70,13,15,13,1,1.575,1,15,282202,283777,286229,0.21203133594124,1.13713283362264,1.84659787621101,0.78796866405876,0.6125215
biokurs19-02,2,71,14,12,12,2,1.936,1,14,292042,293978,295917,0.268410346192215,1.20327835073858,1.9540120391088,0.731589653807785,0.7503651759245
biokurs19-02,2,72,10,16,10,1,1.044,1,16,301105,302149,304537,0.20841992939884,1.17487885422175,1.90789390022228,0.79158007060116,0.655398005
biokurs19-02,2,73,16,12,12,2,1.232,1,16,308440,309672,311884,0.24962162195876,1.17867568483584,1.91405959972633,0.75037837804124,0.70127586535
biokurs19-02,2,74,13,14,13,1,1.323,1,14,316990,318313,320593,0.197189142425353,1.30375496555334,2.11717670909263,0.802810857574647,0.802890738239215
biokurs19-02,2,75,9,11,11,2,1.022,1,9,324893,325915,328854,0.0894728559549336,1.35229491760745,2.19600107307564,0.910527144045066,0.75495614429024
biokurs19-02,2,76,9,10,9,1,1.146,1,10,334308,335454,338647,0.192196925609443,1.31047058733843,2.12808225377405,0.807803074390557,0.806169465659078
biokurs19-02,2,77,11,14,11,1,1.254,1,14,344037,345291,348218,0.0832097560380882,1.44193461650834,2.34156760032755,0.916790243961912,0.85909308991596
biokurs19-02,2,78,10,12,12,2,1.319,1,10,352854,354173,356746,0.232148108421647,1.32385213230296,2.14981263722732,0.767851891578353,0.862601328255214
biokurs19-02,3,79,21,24,21,1,1.104,1,24,8422,9526,12422,0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,3,80,23,20,20,2,1.157,1,23,17295,18452,20309,0.5,0.811953459442455,1.31853684060114,0.5,0.5
biokurs19-02,3,81,18,24,18,1,1.417,1,24,25384,26801,29133,0.5,0.840371830522942,1.36468563002218,0.5,0.535
biokurs19-02,3,82,24,17,17,1,1.348,0,24,34234,35582,38242,-0.5,0.870779487579061,1.41406483470269,0.5,0.57245
biokurs19-02,3,83,18,22,18,1,1.273,1,22,43126,44399,47310,0.465,0.840371830522942,1.36468563002218,0.535,0.5
biokurs19-02,3,84,19,21,21,2,1.436,1,19,53126,54562,57501,0.465,0.840371830522942,1.36468563002218,0.535,0.5
biokurs19-02,3,85,22,20,20,1,1.549,0,22,62515,64064,66896,-0.535,0.868790201603427,1.41083441944322,0.535,0.535
biokurs19-02,3,86,19,17,17,1,1.383,0,19,70804,72187,75331,-0.535,0.868790201603427,1.41083441944322,0.535,0.535
biokurs19-02,3,87,23,19,19,1,1.537,0,23,80627,82164,84504,-0.56755,0.895219286708279,1.45375279360479,0.56755,0.535
biokurs19-02,3,88,18,19,18,1,0.929,1,19,89862,90791,94038,0.43245,0.953906064826591,1.54905465863818,0.56755,0.6072785
biokurs19-02,3,89,19,20,20,1,1.259,0,19,98251,99510,102129,-0.57245,0.992400368302261,1.61156582438997,0.57245,0.649787995
biokurs19-02,3,90,19,24,19,1,1.106,1,24,107312,108418,111367,0.32569716465,1.03660582684305,1.68335137436684,0.67430283535,0.6023785
biokurs19-02,3,91,23,17,17,1,1.348,0,23,115666,117014,119627,-0.57245,0.925626943764399,1.5031319982853,0.57245,0.56755
biokurs19-02,3,92,21,17,21,1,1.529,1,17,124515,126044,129079,0.43245,0.958163136814448,1.55596774729345,0.56755,0.6125215
biokurs19-02,3,93,18,23,18,1,1.021,1,23,133707,134728,137147,0.4021785,0.970806470108156,1.57649934370687,0.5978215,0.5978215
biokurs19-02,3,94,17,23,17,2,1.521,0,23,142452,143973,146721,-0.655398005,1.0515341389793,1.70759356373217,0.655398005,0.639669005
biokurs19-02,3,95,19,17,19,1,1.206,1,17,151433,152639,154569,0.3028983631245,1.13541745053849,1.84381225375212,0.6971016368755,0.70127586535
biokurs19-02,3,96,21,22,21,1,1.495,1,22,160682,162177,164900,0.4021785,0.946227420960643,1.53658525573661,0.5978215,0.56755
biokurs19-02,3,97,20,23,20,2,1.605,0,23,169208,170813,173239,-0.6125215,1.03720045227117,1.68431699071371,0.6125215,0.66489217465
