"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-03",1,1,1,3,1,1,1.034,1,3282,1421,"02","d_sh_retr_cut.wav",8340,9374,11785,2,3,0.5,0.5,0.621387048384498,"0.772243727799999"
"biokurs19-03",1,2,7,3,3,2,0.884,1,1892,1857,"62","s_palat_cut.wav",15688,16572,19581,2,7,0.535,0.5,0.643135595077956,"0.799272258273"
"biokurs19-03",1,3,4,2,2,2,1.146,1,2274,1211,"31","t_sl_cut.wav",23874,25020,27113,2,4,0.5,0.5,0.621387048384498,"0.772243727799999"
"biokurs19-03",1,4,3,8,3,1,1.292,1,3082,1346,"27","s_palat_cut.wav",32220,33512,35604,2,8,0.56755,0.5,0.663361743502871,"0.82440879161289"
"biokurs19-03",1,5,5,7,5,2,1.262,0,2874,1600,"46","s_alv_cut.wav",40492,41754,44107,1,7,0.5,0.535,0.643135595077956,"0.799272258273"
"biokurs19-03",1,6,6,2,2,2,1.307,1,3271,1333,"51","t_sl_cut.wav",49405,50712,52764,2,6,0.535,0.5,0.643135595077956,"0.799272258273"
"biokurs19-03",1,7,2,4,4,2,1.245,1,3929,2358,"13","s_dent_cut.wav",58721,59966,63105,2,2,0.535,0.56755,0.685110290196329,"0.85143732208589"
"biokurs19-03",1,8,2,6,2,1,0.838,1,2316,2549,"15","t_sl_cut.wav",67437,68275,72007,2,6,0.6072785,0.535,0.709797065548072,"0.882117407025792"
"biokurs19-03",1,9,6,1,1,2,1.248,1,2760,2704,"50","d_sh_retr_cut.wav",76787,78035,81513,2,6,0.535,0.57245,0.688155086733413,"0.85522131635211"
"biokurs19-03",1,10,5,8,5,1,0.838,1,2873,1861,"47","s_alv_cut.wav",86412,87250,90306,2,8,0.535,0.535,0.664884141771413,"0.826300788745999"
"biokurs19-03",1,11,6,4,4,2,1.655,1,4089,2675,"53","s_dent_cut.wav",96410,98065,101129,2,6,0.56755,0.6125215,0.733281146267667,"0.911302814230537"
"biokurs19-03",1,12,2,7,2,1,0.668,1,2863,2304,"16","t_sl_cut.wav",106011,106679,110340,2,7,0.634769005,0.56755,0.747105457733537,"0.928483310425987"
