subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-05,1,1,1,3,1,1,1.186,1,3,7146,8332,11835,0.5,0.72126652134235,1.04045078961859,0.5,0.5
biokurs19-05,1,2,7,3,3,1,0.944,0,7,17783,18727,22513,-0.535,0.746510849589332,1.07686656725524,0.535,0.5
biokurs19-05,1,3,4,2,2,2,1.217,1,4,26937,28154,31200,0.5,0.72126652134235,1.04045078961859,0.5,0.5
biokurs19-05,1,4,3,8,3,1,1.222,1,8,35530,36752,39421,0.42755,0.773522280813603,1.11583144932646,0.57245,0.5
biokurs19-05,1,5,5,7,5,1,1.248,1,7,44489,45737,48130,0.5,0.746510849589332,1.07686656725524,0.5,0.535
biokurs19-05,1,6,6,2,2,2,1.203,1,6,52917,54120,56817,0.465,0.746510849589332,1.07686656725524,0.535,0.5
biokurs19-05,1,7,2,4,4,2,1.435,1,2,61704,63139,66248,0.465,0.795232403106007,1.14714901809397,0.535,0.56755
biokurs19-05,1,8,2,6,2,1,1.148,1,6,71146,72294,75112,0.3927215,0.823887240099157,1.18848456728934,0.6072785,0.535
biokurs19-05,1,9,6,1,1,1,1.461,0,6,80176,81637,83834,-0.535,0.798766609060585,1.15224722696311,0.535,0.57245
biokurs19-05,1,10,5,8,5,2,1.772,0,8,88141,89913,92724,-0.535,0.771755177836314,1.11328234489189,0.535,0.535
biokurs19-05,1,11,6,4,4,2,1.227,1,6,96496,97723,100770,0.43245,0.843830259414273,1.21725303162229,0.56755,0.6023785
biokurs19-05,1,12,2,7,2,1,0.827,1,7,106018,106845,109647,0.365230995,0.870726652234723,1.25605196699482,0.634769005,0.57245
biokurs19-05,1,13,8,3,3,1,1.29,0,8,114543,115833,117903,-0.6023785,0.843830259414273,1.21725303162229,0.6023785,0.56755
biokurs19-05,1,14,1,7,1,1,1.565,1,7,123292,124857,127286,0.42755,0.854680271694826,1.23290453285052,0.57245,0.6125215
biokurs19-05,1,15,4,8,4,1,1.565,1,8,132466,134031,135898,0.4021785,0.862377267377331,1.24400770345194,0.5978215,0.5978215
biokurs19-05,1,16,3,7,3,2,1.253,0,7,141697,142950,145572,-0.644544995,0.937605365553338,1.35252672080916,0.644544995,0.655398005
biokurs19-05,1,17,1,2,2,2,1.017,1,1,150283,151300,153836,0.33966482535,0.910753099566221,1.31379143985178,0.66033517465,0.6023785
biokurs19-05,1,18,8,1,1,2,0.999,1,8,158880,159879,163070,0.355455005,0.926260564439144,1.33616147033925,0.644544995,0.639669005
biokurs19-05,1,19,5,3,5,1,1.56,1,3,167789,169349,171135,0.42755,0.910319957382159,1.31316661793909,0.57245,0.68966314465
biokurs19-05,1,20,5,4,4,2,0.824,1,5,175679,176503,179552,0.374026005,0.885969531050846,1.27804032335271,0.625973995,0.6023785
biokurs19-05,1,21,4,1,1,2,0.984,1,4,185141,186125,189139,0.33057315465,0.953213328349456,1.37504172287155,0.66942684535,0.65215581535
biokurs19-05,1,22,2,3,2,2,1.02,0,3,194436,195456,198711,-0.6841117124245,1.02567797787649,1.47957437424086,0.6841117124245,0.7379395647755
biokurs19-05,1,23,3,4,3,1,1.374,1,4,204068,205442,207671,0.243716204758785,1.04878680939365,1.5129096272822,0.756283795241215,0.6978067224245
biokurs19-05,1,24,6,5,5,1,1.663,0,6,212753,214416,216206,-0.644544995,0.929777452784544,1.34123469798492,0.644544995,0.644544995
biokurs19-05,1,25,8,4,4,2,1.128,1,8,221282,222410,225778,0.253346807005785,1.03220381787025,1.48898811406314,0.746653192994215,0.68444583535
biokurs19-05,1,26,3,2,3,1,1.729,1,2,231883,233612,236049,0.22665607042567,1.08575384216738,1.56623579354831,0.77334392957433,0.731999532294215
biokurs19-05,1,27,4,5,5,2,1.848,1,4,241341,243189,245383,0.31033685535,1.04875802831258,1.51286810962175,0.68966314465,0.76438746948462
biokurs19-05,1,28,7,1,1,2,0.922,1,7,249595,250517,252614,0.3074330338245,0.989640497403783,1.42758911788388,0.6925669661755,0.67952014465
biokurs19-05,1,29,2,8,2,1,1.135,1,8,257359,258494,261414,0.21676050044519,1.09314904660168,1.5769036203022,0.78323949955481,0.7323570438245
biokurs19-05,1,30,4,6,4,1,1.102,1,6,265331,266433,269726,0.182105407651456,1.07275515948673,1.5474847642701,0.817894592348544,0.66942684535
biokurs19-05,1,31,3,2,2,2,1.103,1,3,274905,276008,278773,0.201587265414026,1.14509902203755,1.6518431764351,0.798412734585974,0.789209854504127
biokurs19-05,1,32,1,4,1,1,1.003,1,4,283780,284783,288153,0.285912721456785,1.11416149215025,1.60721476731363,0.714087278543215,0.830641970884145
biokurs19-05,1,33,1,5,5,2,1.254,1,1,292620,293874,296807,0.2886132754755,1.04258202463749,1.50395902024869,0.7113867245245,0.73410116904519
biokurs19-05,1,34,3,4,4,2,0.892,1,3,301383,302275,305154,0.111213091153964,1.250129033571,1.80335243854566,0.888786908846036,0.844454544319416
biokurs19-05,1,35,5,2,5,1,0.867,1,2,310255,311122,313486,0.268410346192215,1.1137173705193,1.60657410718601,0.731589653807785,0.812523843164955
biokurs19-05,1,36,1,3,3,1,1.172,0,1,318951,320123,322957,-0.903566362421775,1.21825854529223,1.75737820611704,0.903566362421775,0.785488250878353
biokurs19-05,1,37,8,5,5,2,1.179,1,8,327270,328449,331592,0.24962162195876,1.10642314301677,1.59605194299275,0.75037837804124,0.783622036892215
biokurs19-05,1,38,1,4,4,2,1.09,1,1,336217,337307,339355,0.103428174773187,1.22404402979654,1.76572395868244,0.896571825226813,0.800504073316869
biokurs19-05,1,39,3,1,1,2,0.939,1,3,343652,344591,348242,0.143460641550951,1.31512518217908,1.89711153056006,0.856539358449049,0.966816007791299
biokurs19-05,1,40,3,1,3,1,1.231,1,1,353130,354361,356781,-0.03449312833669,1.37118155854099,1.97797470571528,1.03449312833669,0.866581603357616
biokurs19-05,2,41,16,11,11,1,1.084,0,16,7248,8332,10879,-0.5,0.72126652134235,1.04045078961859,0.5,0.5
biokurs19-05,2,42,9,10,10,2,1.087,1,9,16055,17142,20423,0.5,0.72126652134235,1.04045078961859,0.5,0.5
biokurs19-05,2,43,15,9,9,1,1.287,0,15,24890,26177,29084,-0.535,0.746510849589332,1.07686656725524,0.535,0.5
biokurs19-05,2,44,12,13,13,2,1.267,1,12,34387,35654,38929,0.5,0.72126652134235,1.04045078961859,0.5,0.5
biokurs19-05,2,45,11,10,10,2,1.526,1,11,44036,45562,48196,0.465,0.771755177836314,1.11328234489189,0.535,0.535
biokurs19-05,2,46,9,14,9,1,1.374,1,14,52825,54199,57542,0.42755,0.773522280813603,1.11583144932646,0.57245,0.5
biokurs19-05,2,47,12,11,12,1,1.558,1,11,62116,63674,66811,0.465,0.798766609060585,1.15224722696311,0.535,0.57245
biokurs19-05,2,48,15,10,10,2,0.96,1,15,71116,72076,75166,0.43245,0.795232403106007,1.14714901809397,0.56755,0.535
biokurs19-05,2,49,13,16,13,1,1.702,1,16,80176,81878,83932,0.465,0.771755177836314,1.11328234489189,0.535,0.535
biokurs19-05,2,50,14,11,11,2,1.063,1,14,88993,90056,92885,0.3874785,0.827668840470555,1.19393965077931,0.6125215,0.535
biokurs19-05,2,51,14,10,10,2,0.786,1,14,97426,98212,101027,0.4021785,0.844077653831094,1.21760990624313,0.5978215,0.57245
biokurs19-05,2,52,11,13,11,1,1.374,1,13,106103,107477,109976,0.360355005,0.870709334625545,1.25602698577136,0.639644995,0.56755
biokurs19-05,2,53,9,16,9,1,1.314,1,16,113887,115201,118166,0.3976215,0.847364465368851,1.22235124049142,0.6023785,0.57245
biokurs19-05,2,54,11,12,11,1,0.893,1,12,124280,125173,128239,0.33513015465,0.888903174688871,1.28227220123603,0.66486984535,0.56755
biokurs19-05,2,55,12,14,12,2,1.626,0,14,132951,134577,136787,-0.6072785,0.879800902733398,1.26914187317675,0.6072785,0.6125215
biokurs19-05,2,56,12,10,10,2,0.865,1,12,142733,143598,147012,0.374026005,0.920164412588093,1.32736756986088,0.625973995,0.649787995
biokurs19-05,2,57,13,12,12,1,1.417,0,13,151711,153128,155995,-0.69527315465,0.939486900818127,1.35524089759959,0.69527315465,0.6072785
biokurs19-05,2,58,10,13,13,2,1.168,1,10,159774,160942,163641,0.365230995,0.928215788402973,1.33898194551292,0.634769005,0.65215581535
biokurs19-05,2,59,13,11,11,1,1.179,0,13,167968,169147,172549,-0.6883289561755,0.972746286099712,1.40321865984766,0.6883289561755,0.66033517465
biokurs19-05,2,60,11,13,13,1,1.668,0,11,177625,179293,181622,-0.6841117124245,1.02464831101308,1.47808904576744,0.6841117124245,0.736511983107785
biokurs19-05,2,61,14,9,9,2,1.02,1,14,185737,186757,189115,0.369787995,0.915905340992232,1.32122371835269,0.630212005,0.639644995
biokurs19-05,2,62,12,15,12,1,1.48,1,15,194414,195894,197968,0.2560577245245,0.949469677254154,1.36964138246629,0.7439422754755,0.57245
biokurs19-05,2,63,11,16,11,1,1.178,1,16,203328,204506,206558,0.24504385570976,0.986315843510652,1.42279319478755,0.75495614429024,0.6125215
biokurs19-05,2,64,9,13,9,1,0.878,1,13,211456,212334,215639,0.34390283535,1.00118767589176,1.44424630440256,0.65609716465,0.731999532294215
biokurs19-05,2,65,10,11,10,1,0.77,1,11,220065,220835,223200,0.3021932775755,1.06020115426757,1.52937519692343,0.6978067224245,0.772109214189923
biokurs19-05,2,66,13,10,13,1,1.208,1,10,228280,229488,232168,0.21676050044519,1.08348638906054,1.56296491751896,0.78323949955481,0.718960251854785
biokurs19-05,2,67,16,10,10,2,0.636,1,16,237198,237834,240635,0.23071253051538,1.0275779361885,1.48231512688566,0.76928746948462,0.655398005
biokurs19-05,2,68,11,9,9,2,0.841,1,11,246214,247055,250549,0.3198296368755,1.08646339563717,1.56725934787404,0.6801703631245,0.826156859183218
biokurs19-05,2,69,14,13,13,2,1.461,1,14,255428,256889,259098,0.201587265414026,1.06951771253859,1.54281464007347,0.798412734585974,0.68442014465
biokurs19-05,2,70,9,11,9,1,0.741,1,11,263989,264730,268487,0.297441562294215,1.1443227141834,1.65072332670419,0.702558437705785,0.883987839326043
biokurs19-05,2,71,12,10,12,1,1.162,1,10,273943,275105,277603,0.238133683807785,1.11601833033734,1.60989331775342,0.761866316192215,0.785437346620697
biokurs19-05,2,72,13,15,13,1,1.526,1,15,282787,284313,287172,0.187476156835045,1.0278374974197,1.48268955253827,0.812523843164955,0.6125215
biokurs19-05,2,73,14,12,12,2,1.685,1,14,292409,294094,296439,0.22146432594124,1.0897365078184,1.57198092034788,0.77853567405876,0.7323295547755
biokurs19-05,2,74,10,16,10,1,0.816,1,16,302238,303054,306274,0.159582039115854,1.11197214302288,1.60405655885542,0.840417960884146,0.70127586535
biokurs19-05,2,75,16,12,12,2,1.039,1,16,310573,311612,313947,0.205961823125353,1.1139264338229,1.60687568790947,0.794038176874647,0.7503651759245
biokurs19-05,2,76,13,14,13,1,0.915,1,14,318722,319637,322361,0.174352825856592,1.16069079093111,1.67433481825797,0.825647174143408,0.783592623609785
biokurs19-05,2,77,9,11,11,2,1.061,1,9,326704,327765,330694,0.0541330119211336,1.20397149741368,1.73676866746981,0.945866988078866,0.72337934706638
biokurs19-05,2,78,9,10,9,1,0.961,1,10,335428,336389,338881,0.225984098638973,1.1724941785144,1.69136159486248,0.774015901361027,0.851588703622255
biokurs19-05,2,79,11,14,11,1,0.869,1,14,344278,345147,347288,0.0503437010866543,1.28969695977327,1.86043047952294,0.949656298913346,0.83844410726247
biokurs19-05,2,80,10,12,12,2,1.124,1,10,352187,353311,356751,0.191544495506578,1.24032988079343,1.7892168368737,0.808455504493422,0.911199912875813
biokurs19-05,3,81,21,24,21,1,0.904,1,24,8421,9325,12451,0.5,0.72126652134235,1.04045078961859,0.5,0.5
