"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-07",1,1,1,3,1,1,1.998,1,3082,2168,"02","s_alv_cut.wav",8138,10136,12330,2,3,0.5,0.5,0.38473075470204,"0.296035507227203"
"biokurs19-07",1,2,7,3,3,2,1.583,1,2443,1861,"62","s_dent_cut.wav",16801,18384,20681,2,7,0.535,0.5,0.398196331116611,"0.306396749980154"
"biokurs19-07",1,3,4,2,2,1,1.424,0,3052,1642,"31","s_palat_cut.wav",25748,27172,29404,1,4,0.5,0.5,0.38473075470204,"0.296035507227203"
"biokurs19-07",1,4,3,8,3,1,1.098,1,4089,1989,"27","s_dent_cut.wav",35514,36612,39529,2,8,0.56755,0.5,0.410719317182163,"0.3160327057404"
"biokurs19-07",1,5,5,7,5,2,0.972,0,3788,2549,"46","d_sh_retr_cut.wav",45329,46301,49903,1,7,0.5,0.535,0.398196331116611,"0.306396749980154"
"biokurs19-07",1,6,6,2,2,1,1.443,0,2316,2011,"51","s_palat_cut.wav",54239,55682,58289,1,6,0.535,0.5,0.398196331116611,"0.306396749980154"
"biokurs19-07",1,7,2,4,4,2,1.177,1,1892,2675,"13","t_sl_cut.wav",62206,63383,66900,2,2,0.535,0.57245,0.426070074294774,"0.327844522478765"
"biokurs19-07",1,8,2,6,2,1,1.824,1,2398,1933,"15","s_palat_cut.wav",71317,73141,75260,2,6,0.6125215,0.535,0.441486812731817,"0.33970710930662"
"biokurs19-07",1,9,6,1,1,1,1.425,0,2698,2140,"50","s_alv_cut.wav",79972,81397,84125,1,6,0.535,0.57245,0.426070074294774,"0.327844522478765"
"biokurs19-07",1,10,5,8,5,2,1.303,0,2192,2350,"47","d_sh_retr_cut.wav",88338,89641,92726,1,8,0.535,0.535,0.411661907531183,"0.316757992733107"
"biokurs19-07",1,11,6,4,4,1,1.207,0,3271,2563,"53","t_sl_cut.wav",98021,99228,102611,1,6,0.56755,0.6023785,0.450107474752426,"0.346340376917061"
"biokurs19-07",1,12,2,7,2,1,1.221,1,2720,2509,"16","s_palat_cut.wav",107355,108576,111890,2,7,0.639644995,0.56755,0.464445041498875,"0.357372582666965"
"biokurs19-07",1,13,8,3,3,1,1.203,0,2873,1211,"72","s_dent_cut.wav",116788,117991,120014,1,8,0.5978215,0.56755,0.448354256703248,"0.344991343110626"
"biokurs19-07",1,14,1,7,1,1,1.424,1,2990,1600,"06","s_alv_cut.wav",125029,126453,128652,2,7,0.57245,0.6072785,0.453877836148505,"0.349241524887886"
"biokurs19-07",1,15,4,8,4,1,1.218,1,3221,998,"37","t_sl_cut.wav",133900,135118,136921,2,8,0.6072785,0.5978215,0.463639032491428,"0.356752389759501"
"biokurs19-07",1,16,3,7,3,1,1.004,1,2301,1869,"26","s_dent_cut.wav",141247,142251,145135,2,7,0.639669005,0.649787995,0.496093764765828,"0.381725057042667"
"biokurs19-07",1,17,1,2,2,1,1.551,0,2760,2175,"01","s_palat_cut.wav",149920,151471,154116,1,1,0.66486984535,0.6023785,0.487549412301417,"0.37515050669852"
"biokurs19-07",1,18,8,1,1,1,1.03,0,3929,1968,"70","s_alv_cut.wav",160066,161096,164061,1,8,0.630212005,0.639669005,0.488562279359089,"0.375929868913542"
"biokurs19-07",1,19,5,3,5,2,1.508,0,2097,2304,"42","d_sh_retr_cut.wav",168172,169680,172521,1,3,0.57245,0.66489217465,0.476043588677758,"0.366297218286123"
"biokurs19-07",1,20,5,4,4,1,1.168,0,2863,1124,"43","t_sl_cut.wav",177401,178569,180550,1,5,0.634769005,0.6125215,0.479871017321338,"0.369242277307348"
"biokurs19-07",1,21,4,1,1,1,1.089,0,2874,2016,"30","s_alv_cut.wav",185447,186536,189496,1,4,0.67432684535,0.67920283535,0.520744495567322,"0.400692845573098"
"biokurs19-07",1,22,2,3,2,2,1.604,0,2608,1823,"12","s_palat_cut.wav",194124,195728,197960,1,3,0.7114107345245,0.6883497224245,0.538530897004061,"0.414378796869478"
"biokurs19-07",1,23,3,4,3,1,1.293,1,2286,1584,"23","s_dent_cut.wav",202264,203557,205864,2,4,0.710165241854785,0.7016586368755,0.543172066370264,"0.417949998055397"
"biokurs19-07",1,24,6,5,5,2,1.489,1,3162,1510,"54","d_sh_retr_cut.wav",211051,212540,214590,2,6,0.639644995,0.630212005,0.488553041973668,"0.375922761101013"
"biokurs19-07",1,25,8,4,4,2,1.519,1,2548,2482,"73","t_sl_cut.wav",219166,220685,223669,2,8,0.750774741456785,0.66489217465,0.544650601040473,"0.419087673574442"
