"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-06",1,1,1,3,1,1,1.082,1,2873,1510,"02","s_palat_cut.wav",7935,9017,11482,2,3,0.5,0.5,0.396427212514885,"0.314309069644643"
"biokurs19-06",1,2,7,3,3,2,1.208,1,2874,2350,"62","d_sh_retr_cut.wav",16376,17584,20749,2,7,0.535,0.5,0.410302164952906,"0.325309887082206"
"biokurs19-06",1,3,4,2,2,1,1.312,0,2398,1600,"31","s_dent_cut.wav",25171,26483,28781,1,4,0.5,0.5,0.396427212514885,"0.314309069644643"
"biokurs19-06",1,4,3,8,3,1,1.737,1,1752,1850,"27","d_sh_retr_cut.wav",32561,34298,36427,2,8,0.56755,0.5,0.423205870720265,"0.335540647299138"
"biokurs19-06",1,5,5,7,5,1,1.778,1,2097,1421,"46","s_alv_cut.wav",40551,42329,43998,2,7,0.5,0.535,0.410302164952906,"0.325309887082206"
"biokurs19-06",1,6,6,2,2,2,1.954,1,2685,2253,"51","s_dent_cut.wav",48694,50648,52990,2,6,0.535,0.5,0.410302164952906,"0.325309887082206"
"biokurs19-06",1,7,2,4,4,1,1.761,0,2286,2304,"13","t_sl_cut.wav",57290,59051,61628,1,2,0.535,0.56755,0.437080823158286,"0.346541464736701"
"biokurs19-06",1,8,2,6,2,1,1.179,1,2872,2168,"15","s_dent_cut.wav",66516,67695,70701,2,6,0.5978215,0.535,0.44908126952193,"0.356056071738449"
"biokurs19-06",1,9,6,1,1,2,1.654,1,3221,2563,"50","s_palat_cut.wav",75950,77604,80536,2,6,0.535,0.57245,0.439023316499609,"0.34808157917796"
"biokurs19-06",1,10,6,4,4,1,1.2,0,3015,2482,"53","t_sl_cut.wav",94340,95540,98837,1,6,0.57245,0.6125215,0.469754948654582,"0.372447289720417"
"biokurs19-06",1,11,2,7,2,1,1.322,1,2698,1861,"16","s_dent_cut.wav",103552,104874,107443,2,7,0.625973995,0.57245,0.475087883748802,"0.376675530908266"
"biokurs19-06",1,12,8,3,3,2,1.567,1,3929,998,"72","d_sh_retr_cut.wav",113387,114954,116411,2,8,0.5978215,0.535,0.44908126952193,"0.356056071738449"
"biokurs19-06",1,13,1,7,1,2,1.601,0,3162,1869,"06","s_palat_cut.wav",121598,123199,125496,1,7,0.56755,0.6125215,0.467812455313259,"0.370907175279158"
"biokurs19-06",1,14,4,8,4,1,1.204,1,2192,2704,"37","t_sl_cut.wav",129713,130917,134438,2,8,0.6125215,0.57245,0.469754948654582,"0.372447289720417"
"biokurs19-06",1,15,3,7,3,1,1.268,1,3374,1588,"26","d_sh_retr_cut.wav",139837,141105,143437,2,7,0.625973995,0.639644995,0.501725808311604,"0.397795527271493"
"biokurs19-06",1,16,1,2,2,2,1.264,1,2720,1124,"01","s_dent_cut.wav",148179,149443,151329,2,1,0.65215581535,0.6072785,0.499274034979793,"0.395851627936197"
"biokurs19-06",1,17,8,1,1,1,1.25,0,2990,2549,"70","s_palat_cut.wav",156342,157592,160914,1,8,0.649787995,0.6125215,0.500413834433922,"0.396755322977049"
"biokurs19-06",1,18,5,3,5,2,1.166,0,1892,2258,"42","s_alv_cut.wav",164826,165992,169103,1,3,0.535,0.65215581535,0.470620870700036,"0.373133839845886"
"biokurs19-06",1,19,5,4,4,1,1.197,0,2863,1857,"43","t_sl_cut.wav",173993,175190,177876,1,5,0.639644995,0.57245,0.480507440171093,"0.380972450199378"
"biokurs19-06",1,20,4,1,1,1,1.716,0,2301,2140,"30","s_palat_cut.wav",182196,183912,186354,1,4,0.69527315465,0.68442014465,0.546947968766963,"0.433650117297931"
"biokurs19-06",1,21,2,3,2,2,1.061,0,4089,1333,"12","s_dent_cut.wav",192464,193525,195823,1,3,0.6765049082755,0.6765049082755,0.536369910080588,"0.425263256660213"
"biokurs19-06",1,22,3,4,3,2,1.229,0,2760,1982,"23","d_sh_retr_cut.wav",200610,201839,204614,1,4,0.699149564696215,0.7065107345245,0.557241994162907,"0.441811780884473"
"biokurs19-06",1,23,6,5,5,1,1.473,0,2548,2358,"54","s_alv_cut.wav",209181,210654,213559,1,6,0.6023785,0.639644995,0.492371912000845,"0.390379249190238"
"biokurs19-06",1,24,8,4,4,2,1.442,1,3057,2011,"73","t_sl_cut.wav",218632,220074,222688,2,8,0.727054983107785,0.639644995,0.541797062665423,"0.429566198602412"
"biokurs19-06",1,25,3,2,3,1,1.288,1,2608,2509,"21","d_sh_retr_cut.wav",227321,228609,231844,2,2,0.74809003422495,0.723860251854785,0.583521148871077,"0.462647324980888"
"biokurs19-06",1,26,4,5,5,1,1.356,0,3569,1733,"34","s_alv_cut.wav",237437,238793,241201,1,4,0.644544995,0.74616113429024,0.551313754261895,"0.437111549646318"
"biokurs19-06",1,27,7,1,1,2,1.52,1,3282,2675,"60","s_palat_cut.wav",246502,248022,251192,2,7,0.7439422754755,0.68442014465,0.566241732671367,"0.448947263385017"
"biokurs19-06",1,28,2,8,2,1,1.28,1,3050,1933,"17","s_dent_cut.wav",256261,257541,260210,2,8,0.77453046948462,0.68442014465,0.578367725158267,"0.458561410186133"
"biokurs19-06",1,29,4,6,4,1,1.368,1,2516,2175,"35","t_sl_cut.wav",264740,266108,268932,2,6,0.763929854889923,0.66486984535,0.566415082408216,"0.449084704490955"
"biokurs19-06",1,30,3,2,2,1,0.909,0,3332,2016,"21","s_dent_cut.wav",274285,275194,278320,1,3,0.790313336620697,0.765723731829204,0.616855437615427,"0.489076563317066"
"biokurs19-06",1,31,1,4,1,2,1.33,0,3271,1211,"03","s_palat_cut.wav",283611,284941,286848,1,4,0.761866316192215,0.780454765047629,0.611418047038854,"0.484765504137815"
"biokurs19-06",1,32,1,5,5,1,1.541,0,2316,1968,"04","s_alv_cut.wav",291190,292731,295179,1,1,0.68966314465,0.81519695832567,0.596567495847507,"0.472991178911624"
"biokurs19-06",1,33,3,4,4,2,1.386,1,3052,1584,"23","t_sl_cut.wav",300246,301632,303844,2,3,0.795822931494295,0.782123070601159,0.625540735109707,"0.495962739868106"
"biokurs19-06",1,34,5,2,5,1,1.643,1,2443,1626,"41","s_alv_cut.wav",308312,309955,311957,2,2,0.7379395647755,0.845635270184146,0.627772157631771,"0.497731933088835"
"biokurs19-06",1,35,1,3,3,1,1.53,0,2274,1426,"02","d_sh_retr_cut.wav",316250,317780,319722,1,1,0.836871685543241,0.828133171242873,0.660053234199464,"0.523326127490256"
"biokurs19-06",1,36,8,5,5,2,1.398,1,3043,2260,"74","s_alv_cut.wav",324788,326186,329071,2,8,0.756283795241215,0.7323295547755,0.590126840859571,"0.467884677104349"
"biokurs19-06",1,37,1,4,4,2,1.176,1,3440,1823,"03","t_sl_cut.wav",334536,335712,338377,2,1,0.810115326289694,0.840163849255872,0.654215573432891,"0.518697712319655"
"biokurs19-06",1,38,3,1,1,2,1.569,1,3164,1989,"20","s_palat_cut.wav",343558,345127,347574,2,3,0.898975318703783,0.895452703531267,0.711360098913238,"0.564005002212975"
"biokurs19-06",1,39,3,1,3,1,1.231,1,3788,1346,"20","d_sh_retr_cut.wav",353373,354604,356744,2,1,0.958134392778456,0.906047046394518,0.739012251553328,"0.585929133795269"
"biokurs19-06",2,40,16,11,11,1,1.636,0,2316,2549,"hc","u.wav",7376,9012,11954,1,16,0.5,0.5,0.396427212514885,"0.314309069644643"
"biokurs19-06",2,41,9,10,10,1,0.994,0,3052,2482,"ab","a_uml.wav",17027,18021,21541,1,9,0.5,0.5,0.396427212514885,"0.314309069644643"
"biokurs19-06",2,42,15,9,9,2,1.238,1,2192,2509,"ga","o.wav",25749,26987,30279,2,15,0.535,0.5,0.410302164952906,"0.325309887082206"
