"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-12",1,1,1,3,1,2,1.155,0,2698,2563,"02","s_alv_cut.wav",7758,8913,12342,1,3,0.5,0.5,0.612592895744182,"0.750540111832482"
"biokurs19-12",1,2,7,3,3,2,1.393,1,2548,2253,"62","t_sl_cut.wav",16932,18325,21223,2,7,0.535,0.5,0.634033647095228,"0.776809015746618"
"biokurs19-12",1,3,4,2,2,1,0.764,0,2608,1823,"31","s_dent_cut.wav",25863,26627,29700,1,4,0.5,0.5,0.612592895744182,"0.750540111832482"
"biokurs19-12",1,4,3,8,3,1,0.805,1,3788,2168,"27","t_sl_cut.wav",35506,36311,39699,2,8,0.56755,0.5,0.653973545851701,"0.801239096386765"
"biokurs19-12",1,5,5,7,5,1,0.962,1,2516,1346,"46","d_sh_retr_cut.wav",44260,45222,47623,2,7,0.5,0.535,0.634033647095228,"0.776809015746618"
"biokurs19-12",1,6,6,2,2,2,1.277,1,2874,1989,"51","s_dent_cut.wav",52512,53789,56515,2,6,0.535,0.5,0.634033647095228,"0.776809015746618"
"biokurs19-12",1,7,2,4,4,2,1.06,1,2872,1510,"13","s_palat_cut.wav",61417,62477,64961,2,2,0.535,0.56755,0.675414297202747,"0.827508000300902"
"biokurs19-12",1,8,2,6,2,1,1.307,1,2097,2549,"15","s_dent_cut.wav",69086,70393,73680,2,6,0.6072785,0.535,0.69975169406132,"0.857325833133839"
"biokurs19-12",1,9,6,1,1,2,0.911,1,3164,1211,"50","s_alv_cut.wav",78864,79775,82102,2,6,0.535,0.57245,0.678416002391894,"0.831185646848882"
"biokurs19-12",1,10,5,8,5,1,1.14,1,2863,1421,"47","d_sh_retr_cut.wav",86990,88130,90454,2,8,0.535,0.535,0.655474398446274,"0.803077919660755"
"biokurs19-12",1,11,6,4,4,2,1.315,1,2286,2260,"53","s_palat_cut.wav",94751,96066,99027,2,6,0.56755,0.6125215,0.72290341737018,"0.885690995580324"
"biokurs19-12",1,12,2,7,2,1,0.852,1,2274,998,"16","s_dent_cut.wav",103326,104178,106351,2,7,0.634769005,0.57245,0.73953378607036,"0.906066287018997"
"biokurs19-12",1,13,8,3,3,2,0.942,1,3043,1933,"72","t_sl_cut.wav",111419,112361,115375,2,8,0.5978215,0.57245,0.716900006991887,"0.878335702484366"
"biokurs19-12",1,14,1,7,1,1,0.939,1,3440,2675,"06","s_alv_cut.wav",120830,121769,125522,2,7,0.56755,0.6125215,0.72290341737018,"0.885690995580324"
"biokurs19-12",1,15,4,8,4,1,0.966,1,2685,1982,"37","s_palat_cut.wav",130226,131192,134234,2,8,0.5978215,0.6125215,0.7414475232137,"0.908410970575661"
"biokurs19-12",1,16,3,7,3,1,0.643,1,3271,1642,"26","t_sl_cut.wav",139523,140166,143191,2,7,0.625973995,0.655398005,0.784959384005513,"0.96172108417901"
"biokurs19-12",1,17,1,2,2,2,1.034,1,3332,2509,"01","s_dent_cut.wav",148544,149578,153072,2,1,0.66033517465,0.5978215,0.770737840623714,"0.944297051294594"
"biokurs19-12",1,18,8,1,1,2,0.77,1,3050,1857,"70","s_alv_cut.wav",158147,158917,162038,2,8,0.639669005,0.655398005,0.793348849838659,"0.971999738515958"
"biokurs19-12",1,19,5,3,5,1,0.888,1,2873,1333,"42","d_sh_retr_cut.wav",166930,167818,170278,2,3,0.56755,0.65215581535,0.747183117381275,"0.915438139055518"
"biokurs19-12",1,20,5,4,4,1,1.281,0,1752,2350,"43","s_palat_cut.wav",174058,175339,178442,1,5,0.625973995,0.5978215,0.749688426080734,"0.918507607677387"
"biokurs19-12",1,21,4,1,1,2,0.865,1,3015,1588,"30","s_alv_cut.wav",183481,184346,187085,2,4,0.66489217465,0.66979217465,0.817618150442126,"1.00173414078469"
"biokurs19-12",1,22,2,3,2,1,1.662,1,4089,2011,"12","s_dent_cut.wav",193195,194857,197232,2,3,0.6841117124245,0.6978067224245,0.846553415686416,"1.03718521663494"
"biokurs19-12",1,23,3,4,3,1,0.918,1,3929,1968,"23","t_sl_cut.wav",203186,204104,207198,2,4,0.746653192994215,0.7166776268755,0.896426064375696,"1.09828847719293"
"biokurs19-12",1,24,6,5,5,2,0.911,1,2301,2016,"54","d_sh_retr_cut.wav",211514,212425,215566,2,6,0.625973995,0.655398005,0.784959384005513,"0.96172108417901"
"biokurs19-12",1,25,8,4,4,2,0.766,1,2398,1733,"73","s_palat_cut.wav",219984,220750,223746,2,8,0.766845060756785,0.70127586535,0.899360449426385,"1.10188364406379"
"biokurs19-12",1,26,3,2,3,1,1.157,1,3162,1584,"21","t_sl_cut.wav",228927,230084,232521,2,2,0.76438746948462,0.706223892554785,0.900886072786014,"1.10375281612717"
"biokurs19-12",1,27,4,5,5,2,1.212,1,3052,1600,"34","d_sh_retr_cut.wav",237598,238810,241213,2,4,0.65215581535,0.78316590650381,0.87926788991495,"1.07726652563575"
"biokurs19-12",1,28,7,1,1,2,0.981,1,2192,2140,"60","s_alv_cut.wav",245432,246413,249611,2,7,0.6883497224245,0.70127586535,0.851274762814991,"1.04296974405355"
"biokurs19-12",1,29,2,8,2,1,1.148,1,2443,2704,"17","s_dent_cut.wav",254074,255222,258797,2,8,0.75565956503362,0.7503651759245,0.922580057125916,"1.13033197750119"
"biokurs19-12",1,30,4,6,4,1,1.146,1,2316,1426,"35","s_palat_cut.wav",263138,264284,266603,2,6,0.837987519959077,0.70127586535,0.942941814519479,"1.15527891334952"
"biokurs19-12",1,31,3,2,2,2,1.202,1,3082,1626,"21","s_dent_cut.wav",271709,272911,275355,2,3,0.772763395481267,0.780880346620697,0.951751118929068,"1.16607194794504"
"biokurs19-12",1,32,1,4,1,1,0.941,1,3282,2304,"03","s_alv_cut.wav",280656,281597,284993,2,4,0.710165241854785,0.849328393561941,0.955334722014553,"1.17046252752771"
"biokurs19-12",1,33,1,5,5,2,0.845,1,2760,2482,"04","d_sh_retr_cut.wav",289769,290614,294273,2,1,0.6765049082755,0.73045367492495,0.861892832674895,"1.05597885237894"
"biokurs19-12",1,34,3,4,4,2,0.74,1,3057,2358,"23","s_palat_cut.wav",299346,300086,303731,2,3,0.908781381111277,0.835541970884146,1.06856009331307,"1.30918464367865"
"biokurs19-12",1,35,5,2,5,1,0.731,1,3569,2175,"41","d_sh_retr_cut.wav",309316,310047,313504,2,2,0.699149564696215,0.788669957797578,0.911427669629198,"1.11666823079904"
"biokurs19-12",1,36,1,3,3,2,0.924,1,3374,1861,"02","t_sl_cut.wav",318900,319824,322790,2,1,0.894029908846036,0.781585432169697,1.0264700539062,"1.25761652543417"
"biokurs19-12",1,37,8,5,5,2,0.904,1,3221,1869,"74","d_sh_retr_cut.wav",328026,328930,331918,2,8,0.72020909516748,0.802890738239215,0.933040137454088,"1.1431475192971"
"biokurs19-12",1,38,1,4,4,2,1.095,1,1892,1850,"03","s_palat_cut.wav",335835,336930,339704,2,1,0.915166684433488,0.836296412421575,1.07293385029152,"1.31454330858407"
