"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-14",1,1,8,3,3,1,1.176,0,3164,2253,"hc","i.wav",8216,9392,12483,1,8,0.5,0.5,0.609665717465114,"0.743384574104506"
"biokurs19-14",1,2,1,2,2,2,1.37,1,2872,2563,"ab","o.wav",17361,18731,21966,2,1,0.5,0.5,0.609665717465114,"0.743384574104506"
"biokurs19-14",1,3,7,1,1,2,1.449,1,4089,1626,"ga","u.wav",28079,29528,31731,2,7,0.535,0.5,0.631004017576393,"0.769403034198163"
"biokurs19-14",1,4,4,5,5,1,1.269,0,2516,1426,"de","a_uml.wav",36266,37535,39709,1,4,0.5,0.5,0.609665717465114,"0.743384574104506"
"biokurs19-14",1,5,3,2,2,2,1.259,1,3271,1823,"cb","o.wav",45004,46263,48853,2,3,0.535,0.535,0.652342317687672,"0.795421494291821"
"biokurs19-14",1,6,1,6,1,1,1.31,1,2274,1333,"af","u.wav",53145,54455,56505,2,6,0.56755,0.5,0.650848636679883,"0.793600202085266"
"biokurs19-14",1,7,4,3,4,2,1.381,0,3057,2549,"dc","a_low.wav",61590,62971,66166,1,3,0.535,0.57245,0.675174298806741,"0.823261246592035"
"biokurs19-14",1,8,7,2,2,2,1.12,1,3043,2509,"gb","o.wav",71229,72349,75762,2,7,0.56755,0.535,0.672186936791162,"0.819618662178923"
"biokurs19-14",1,9,5,8,5,1,0.977,1,2398,998,"eh","a_uml.wav",80184,81161,83193,2,8,0.535,0.535,0.652342317687672,"0.795421494291821"
"biokurs19-14",1,10,6,3,3,2,1.311,1,3221,1421,"fc","i.wav",88439,89750,91883,2,6,0.6023785,0.535,0.693420679231896,"0.845509631818122"
"biokurs19-14",1,11,6,2,2,2,0.984,1,3282,1124,"fb","o.wav",97193,98177,100332,2,6,0.5978215,0.57245,0.713474413676476,"0.869961780614142"
"biokurs19-14",1,12,3,5,3,1,1.221,1,3788,2011,"ce","i.wav",106144,107365,110197,2,5,0.630212005,0.56755,0.730234432130779,"0.890397797965484"
"biokurs19-14",1,13,1,8,1,1,1.261,1,2097,1211,"ah","u.wav",114319,115580,117575,2,8,0.5978215,0.57245,0.713474413676476,"0.869961780614142"
"biokurs19-14",1,14,3,4,3,1,1.489,1,3929,2258,"cd","i.wav",123529,125018,127831,2,4,0.65609716465,0.57245,0.749003088576074,"0.913283010760638"
"biokurs19-14",1,15,4,6,4,2,1.623,0,3332,1989,"df","a_low.wav",133190,134813,137198,1,6,0.6125215,0.6125215,0.746866719520616,"0.910678068814706"
"biokurs19-14",1,16,4,2,2,2,0.978,1,2720,2675,"db","o.wav",141929,142907,146648,2,4,0.625973995,0.655398005,0.781208579719709,"0.95255217848944"
"biokurs19-14",1,17,5,4,4,1,1.008,0,2443,2140,"ed","a_low.wav",151110,152118,155287,1,5,0.70127586535,0.6072785,0.797780735993215,"0.972759129578302"
"biokurs19-14",1,18,2,5,5,2,0.94,1,3569,1982,"be","a_uml.wav",160876,161816,164871,2,2,0.634769005,0.65215581535,0.784593943922346,"0.956680059480403"
"biokurs19-14",1,19,5,3,3,2,1.337,1,3162,2016,"ec","i.wav",170052,171389,174096,2,5,0.6801703631245,0.66033517465,0.81726027045325,"0.996511138283229"
"biokurs19-14",1,20,3,5,5,2,0.943,1,2698,2482,"ce","a_uml.wav",178814,179757,183327,2,3,0.7065586368755,0.702558437705785,0.859090372266942,"1.047515896351"
"biokurs19-14",1,21,6,1,1,2,1.096,1,1892,1850,"fa","u.wav",187235,188331,191104,2,6,0.625973995,0.639644995,0.771604509575823,"0.940841633859725"
"biokurs19-14",1,22,4,7,4,2,1.106,0,2874,1933,"dg","a_low.wav",196004,197110,199951,1,7,0.7503651759245,0.57245,0.806475063303752,"0.983360396173612"
"biokurs19-14",1,23,3,8,3,1,1.725,1,2873,2304,"ch","i.wav",204839,206564,209176,2,8,0.75173752834519,0.6125215,0.83174195932433,"1.01416911675462"
