file_name,ID
A.K.-1Kl.-multiling-cant say R +SH_LR_LSB.txt,C01
Ab.S.2.Kl._LR_LSB.txt,C02
B.3.Kl.Miss_LR_LSB.txt,C03
B.3Sek_LR_LSB.txt,C04
C.B.-2Kl.-engl_LR_LSB.txt,C05
D.C.2Kl._LR_LSB.txt,C06
D.S._LR_LSB.txt,C07
D.S.-2.Kl-alban._LR_LSB.txt,C08
E.P.3.Kl._LR_LSB.txt,C09
FI-13years-1.Sek-multilingual_LR_LSB.txt,C10
M.M.A._LR_LSB.txt,C11
M.P.4.kl_LR_LSB.txt,C12
SM.-4-Klasse_LR_LSB.txt,C13
