block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	8_3	3	0	0	2	3332	1584	hc	a_uml.wav	8380	0	11988
2	2	1_2	2	1	1431	0	2548	2253	ab	a_low.wav	16562	17993	20853
2	3	7_1	1	0	0	2	2685	2260	ga	o.wav	25544	0	29820
2	4	4_5	5	2	1159	1	2316	2175	de	u.wav	34161	35320	38357
2	5	3_2	2	0	0	2	2608	2549	cb	a_low.wav	42987	0	47549
2	6	1_6	1	1	1719	1	2990	2350	af	o.wav	52560	54279	56933
2	7	4_3	4	2	1341	0	3057	1861	dc	i.wav	62014	63355	65919
2	8	7_2	2	2	1353	1	3569	1823	gb	a_low.wav	71503	72856	75339
2	9	5_8	5	1	1365	1	3221	1346	eh	u.wav	80578	81943	83964
2	10	6_3	3	1	1025	0	3929	1333	fc	a_uml.wav	89908	90933	93285
2	11	6_2	2	2	1145	1	2760	2675	fb	a_low.wav	98072	99217	102769
2	12	3_5	3	2	1163	0	4089	1733	ce	a_uml.wav	108877	110040	112636
2	13	1_8	1	1	1115	1	3162	1124	ah	o.wav	117817	118932	120970
2	14	3_4	3	1	1890	1	2286	1211	cd	a_uml.wav	125279	127169	128523
2	15	4_6	4	1	1777	1	2874	2016	df	i.wav	133422	135199	137453
2	16	4_2	2	2	1497	1	3043	2304	db	a_low.wav	142516	144013	146843
2	17	5_4	4	2	1674	1	3052	1933	ed	i.wav	151912	153586	155859
2	18	2_5	5	0	0	2	3271	1426	be	u.wav	161144	0	164597
2	19	5_3	3	1	1410	0	2443	1588	ec	a_uml.wav	169063	170473	172670
2	20	3_5	5	1	1489	0	2873	1421	ce	u.wav	177564	179053	181018
2	21	6_1	1	2	1264	1	1892	1510	fa	o.wav	184921	186185	188450
2	22	4_7	4	2	1064	0	3050	1626	dg	i.wav	193528	194592	197188
2	23	3_8	3	2	1090	0	3374	2358	ch	a_uml.wav	202581	203671	206951
2	24	1_5	1	2	942	0	3164	1982	ae	o.wav	212131	213073	216140
2	25	2_3	2	1	997	1	2698	998	bc	a_low.wav	220856	221853	223867
2	26	5_2	5	2	1137	0	2274	2011	eb	u.wav	228166	229303	232205
2	27	8_2	2	1	965	0	2398	1850	hb	a_low.wav	236628	237593	240488
2	28	3_1	1	1	750	0	2097	1600	ca	o.wav	244611	245361	248238
2	29	6_5	5	2	1428	1	1752	2168	fe	u.wav	252017	253445	256202
2	30	1_3	1	1	1067	1	3082	2258	ac	o.wav	261312	262379	265590
2	31	4_2	4	1	1712	1	3788	1857	db	i.wav	271405	273117	275287
2	32	5_7	5	1	1098	1	2863	2482	eg	u.wav	280169	281267	284676
2	33	6_4	4	2	1774	1	3015	1869	fd	i.wav	289707	291481	293610
2	34	2_8	2	1	1228	1	2192	2509	bh	a_low.wav	297827	299055	302374
2	35	8_4	4	2	1285	1	3440	1989	hd	i.wav	307840	309125	311846
2	36	5_6	5	1	1261	1	2301	2704	ef	u.wav	316158	317419	320881
2	37	1_3	3	1	1164	0	2516	2140	ac	a_uml.wav	325422	326586	329597
2	38	1_2	1	1	1840	1	2872	1642	ab	o.wav	334489	336329	338148
2	39	3_6	3	2	1230	0	2720	1968	cf	a_uml.wav	342889	344119	346901
2	40	2_4	4	2	1143	1	3282	2563	bd	i.wav	352197	353340	356793
