block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	01. Mrz	1	2	1323	0	2301	1869	2	s_dent_cut.wav	9040	10363	12953
1	2	07. Mrz	3	0	0	2	2097	2482	62	s_palat_cut.wav	17098	0	21616
1	3	04. Feb	2	1	1437	0	2760	1982	31	s_alv_cut.wav	26412	27849	30417
1	4	03. Aug	3	2	1368	0	3082	1421	27	s_palat_cut.wav	35535	36903	38990
1	5	05. Jul	5	1	1559	1	2720	1588	46	d_sh_retr_cut.wav	43757	45316	47375
1	6	06. Feb	2	1	1654	0	3164	2175	51	s_alv_cut.wav	52602	54256	56813
1	7	02. Apr	4	2	1384	1	2698	1933	13	t_sl_cut.wav	61536	62920	65505
1	8	02. Jun	2	2	1557	0	2873	2549	15	s_alv_cut.wav	70429	71986	75005
1	9	06. Jan	1	2	1530	1	2863	2509	50	s_dent_cut.wav	79920	81450	84466
1	10	05. Aug	5	1	1219	1	2398	1642	47	d_sh_retr_cut.wav	88889	90108	92583
1	11	06. Apr	4	2	1781	1	3440	1968	53	t_sl_cut.wav	98065	99846	102060
1	12	02. Jul	2	0	0	2	3162	2350	16	s_alv_cut.wav	107254	0	111659
1	13	08. Mrz	3	1	1470	0	2548	2011	72	s_palat_cut.wav	116241	117711	120304
1	14	01. Jul	1	1	1075	1	2990	2675	6	s_dent_cut.wav	125317	126392	130019
1	15	04. Aug	4	2	1609	0	3332	1426	37	t_sl_cut.wav	135377	136986	138838
1	16	03. Jul	3	2	1372	0	3057	1989	26	s_palat_cut.wav	143919	145291	147935
1	17	01. Feb	2	2	1243	1	3788	1857	1	s_alv_cut.wav	153751	154994	157637
1	18	08. Jan	1	1	1108	0	2874	1510	70	s_dent_cut.wav	162538	163646	166074
1	19	05. Mrz	5	1	862	1	3374	1600	42	d_sh_retr_cut.wav	171489	172351	175115
1	20	05. Apr	4	1	1211	0	3221	2016	43	t_sl_cut.wav	180370	181581	184432
1	21	04. Jan	1	1	1318	0	2192	1211	30	s_dent_cut.wav	188692	190010	191927
1	22	02. Mrz	2	1	1471	1	2516	2140	12	s_alv_cut.wav	196483	197954	200657
1	23	03. Apr	3	1	1475	1	3282	1584	23	s_palat_cut.wav	205983	207458	209619
1	24	06. Mai	5	2	1007	1	2608	1861	54	d_sh_retr_cut.wav	214276	215283	218163
1	25	08. Apr	4	2	1832	1	4089	998	73	t_sl_cut.wav	224292	226124	227318
1	26	03. Feb	3	1	1689	1	2286	1823	21	s_palat_cut.wav	231640	233329	235510
1	27	04. Mai	5	2	1115	1	2872	1346	34	d_sh_retr_cut.wav	240410	241525	243784
1	28	07. Jan	1	2	1369	1	3043	1850	60	s_dent_cut.wav	248865	250234	252738
1	29	02. Aug	2	2	1194	0	3271	1333	17	s_alv_cut.wav	258043	259237	261422
1	30	04. Jun	4	1	1423	1	3050	1733	35	t_sl_cut.wav	266507	267930	270290
1	31	03. Feb	2	2	1917	1	3052	2563	21	s_alv_cut.wav	275376	277293	279970
1	32	01. Apr	1	1	1575	1	3929	2704	3	s_dent_cut.wav	285937	287512	290729
1	33	01. Mai	5	2	956	1	2443	2253	4	d_sh_retr_cut.wav	295219	296175	299512
1	34	03. Apr	4	1	1312	0	3569	2260	23	t_sl_cut.wav	305112	306424	309403
1	35	05. Feb	5	1	1542	1	1752	1124	41	d_sh_retr_cut.wav	313179	314721	316335
1	36	01. Mrz	3	2	1091	1	2685	2358	2	s_palat_cut.wav	321046	322137	325436
