block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
4	1	04. Mrz	4	2	1867	0	3332	2358	LK	r_dent_cut.wav	10420	12287	14825
4	2	03. Aug	3	2	1880	0	3440	1588	KP	n_velar_cut.wav	20291	22171	23906
4	3	01. Mai	1	2	1460	0	2872	2140	IM	n_palat_cut.wav	28824	30284	33009
4	4	02. Jul	2	0	0	2	2990	2016	JO	r_dent_trill_cut.wav	38026	0	42069
4	5	06. Jan	1	2	1524	1	2097	1600	NI	n_palat_cut.wav	46217	47741	49870
4	6	04. Jul	4	1	1222	1	3043	2675	LO	r_dent_cut.wav	54981	56203	59679
4	7	07. Feb	2	2	1482	1	3164	1823	OJ	r_dent_trill_cut.wav	64869	66351	68745
4	8	08. Jan	1	1	1803	0	2873	1968	PI	n_palat_cut.wav	73662	75465	77657
4	9	03. Apr	3	1	1621	1	4089	1211	KL	n_velar_cut.wav	83813	85434	87051
4	10	03. Mai	5	2	1186	1	2398	1857	KM	n_alv_cut.wav	91489	92675	95381
4	11	08. Feb	2	2	1500	1	2443	2011	PJ	r_dent_trill_cut.wav	99851	101351	103886
4	12	05. Mrz	3	2	1239	1	3050	1124	MK	n_velar_cut.wav	108976	110215	112133
4	13	01. Feb	2	2	1125	1	2286	1421	IJ	r_dent_trill_cut.wav	116446	117571	119898
4	14	05. Jan	5	2	1711	0	3282	2704	MI	n_alv_cut.wav	125209	126920	129948
4	15	04. Mrz	3	2	1707	1	2516	1733	LK	n_velar_cut.wav	134511	136218	138295
4	16	06. Mai	5	1	1377	0	2863	2350	NM	n_alv_cut.wav	143206	144583	147593
4	17	08. Apr	4	2	1219	1	2685	1933	PL	r_dent_cut.wav	152363	153582	156327
4	18	06. Feb	2	2	693	1	2548	2482	NJ	r_dent_trill_cut.wav	160926	161619	165444
4	19	03. Jan	3	1	1484	1	2874	2253	KI	n_velar_cut.wav	170353	171837	174632
4	20	05. Feb	2	2	696	1	3788	1869	MJ	r_dent_trill_cut.wav	180468	181164	184366
4	21	06. Mrz	3	2	1199	1	3082	1861	NK	n_velar_cut.wav	189496	190695	193392
4	22	04. Aug	4	1	1476	1	3162	1426	LP	r_dent_cut.wav	198577	200053	202041
4	23	07. Mai	5	2	1663	1	3057	998	OM	n_alv_cut.wav	207123	208786	210147
4	24	01. Jun	1	2	1462	0	2760	2509	IN	n_palat_cut.wav	214943	216405	219475
4	25	02. Apr	4	2	1123	1	2698	1333	JL	r_dent_cut.wav	224199	225322	227567
4	26	01. Mai	5	2	1815	1	2720	2175	IM	n_alv_cut.wav	232321	234136	236560
4	27	05. Apr	4	2	773	1	2192	2260	ML	r_dent_cut.wav	240777	241550	245062
4	28	01. Feb	1	0	0	2	3929	2549	IJ	n_palat_cut.wav	251032	0	255619
4	29	05. Aug	5	2	1212	0	1752	1346	MP	n_alv_cut.wav	259406	260618	262783
4	30	03. Jun	3	2	1321	0	3052	1510	KN	n_velar_cut.wav	267906	269227	271464
4	31	02. Mai	5	2	1483	1	3569	1584	JM	n_alv_cut.wav	277057	278540	280672
4	32	04. Mai	4	1	961	1	3221	1642	LM	r_dent_cut.wav	285927	286888	289598
4	33	03. Jan	1	2	1356	1	2608	2563	KI	n_palat_cut.wav	294248	295604	298836
4	34	08. Mrz	3	2	1647	1	2301	1982	PK	n_velar_cut.wav	303175	304822	307189
4	35	06. Apr	4	2	902	1	3374	1989	NL	r_dent_cut.wav	312599	313501	316631
4	36	07. Jan	1	2	1465	1	3271	1850	OI	n_palat_cut.wav	321930	323395	325809
