block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	08. Mrz	3	2	1174	1	2872	1989	hc	a_uml.wav	9944	11118	13956
2	2	01. Feb	2	1	1633	0	3271	1968	ab	a_low.wav	19272	20905	23269
2	3	07. Jan	1	1	1239	0	3221	1333	ga	o.wav	28523	29762	31885
2	4	04. Mai	5	1	1171	0	2097	1421	de	i.wav	36033	37204	39490
2	5	03. Feb	2	2	1332	1	2286	1982	cb	a_low.wav	43806	45138	47819
2	6	01. Jun	1	0	0	2	2608	2260	af	o.wav	52462	0	56748
2	7	04. Mrz	4	2	1615	0	2548	2358	dc	u.wav	61336	62951	65746
2	8	07. Feb	2	2	1488	1	2760	2140	gb	a_low.wav	70549	72037	74713
2	9	05. Aug	5	1	1307	1	2301	1857	eh	i.wav	79058	80365	82947
2	10	06. Mrz	3	1	1312	0	3164	1861	fc	a_uml.wav	88138	89450	92035
2	11	06. Feb	2	2	1343	1	2516	1584	fb	a_low.wav	96591	97934	100209
2	12	03. Mai	3	2	1025	0	4089	1346	ce	a_uml.wav	106331	107356	109705
2	13	01. Aug	1	0	0	2	3440	2350	ah	o.wav	115183	0	119560
2	14	03. Apr	3	1	1439	1	2443	2704	cd	a_uml.wav	124051	125490	128778
2	15	04. Jun	4	2	1585	0	2192	1642	df	u.wav	133001	134586	136667
2	16	04. Feb	2	2	1265	1	2720	998	db	a_low.wav	141413	142678	144441
2	17	05. Apr	4	2	1695	1	3162	2482	ed	u.wav	149655	151350	154175
2	18	02. Mai	5	2	1143	1	2874	1510	be	i.wav	159085	160228	162621
2	19	05. Mrz	3	1	1100	0	2698	1869	ec	a_uml.wav	167343	168443	171247
2	20	03. Mai	5	2	1514	1	3057	1933	ce	i.wav	176336	177850	180323
2	21	06. Jan	1	2	1433	1	1752	1124	fa	o.wav	184111	185544	187283
2	22	04. Jul	4	1	1382	1	2685	2011	dg	u.wav	192011	193393	196071
2	23	03. Aug	3	1	1002	1	2990	2016	ch	a_uml.wav	201100	202102	205143
2	24	01. Mai	1	2	1255	0	2398	1600	ae	o.wav	209592	210847	213244
2	25	02. Mrz	2	1	914	1	3050	2509	bc	a_low.wav	218329	219243	222888
2	26	05. Feb	5	2	1071	0	2863	1733	eb	i.wav	227809	228880	231579
2	27	08. Feb	2	1	1153	0	3929	2175	hb	a_low.wav	237559	238712	241805
2	28	03. Jan	1	2	1429	1	3043	1850	ca	o.wav	246874	248303	250764
2	29	06. Mai	5	1	1396	0	3082	2549	fe	i.wav	255897	257293	260481
2	30	01. Mrz	1	1	1232	1	3282	2675	ac	o.wav	265798	267030	270508
2	31	04. Feb	4	0	0	2	2873	1426	db	u.wav	275457	0	278910
2	32	05. Jul	5	1	1268	1	3788	2563	eg	i.wav	284722	285990	289314
2	33	06. Apr	4	2	1876	1	3332	2253	fd	u.wav	294684	296560	298973
2	34	02. Aug	2	1	1297	1	3569	1588	bh	a_low.wav	304573	305870	308209
2	35	08. Apr	4	1	1316	0	3052	1211	hd	u.wav	313307	314623	316549
2	36	05. Jun	5	1	1154	1	3374	1823	ef	i.wav	321963	323117	325812
