"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-14",1,1,8,3,3,1,1.176,0,8,8216,9392,12483,-0.5,0.608250347352454,0.739936970108763,0.5,0.5
"biokurs19-14",1,2,1,2,2,2,1.37,1,1,17361,18731,21966,0.5,0.608250347352454,0.739936970108763,0.5,0.5
"biokurs19-14",1,3,7,1,1,2,1.449,1,7,28079,29528,31731,0.465,0.62953910950979,0.76583476406257,0.535,0.5
"biokurs19-14",1,4,4,5,5,1,1.269,0,4,36266,37535,39709,-0.5,0.608250347352454,0.739936970108763,0.5,0.5
"biokurs19-14",1,5,3,2,2,2,1.259,1,3,45004,46263,48853,0.465,0.650827871667126,0.791732558016377,0.535,0.535
"biokurs19-14",1,6,1,6,1,1,1.31,1,6,53145,54455,56505,0.43245,0.649337658316112,0.78991971243961,0.56755,0.5
"biokurs19-14",1,7,4,3,4,2,1.381,0,3,61590,62971,66166,-0.535,0.673606847175475,0.819443197546949,0.535,0.57245
"biokurs19-14",1,8,7,2,2,2,1.12,1,7,71229,72349,75762,0.43245,0.670626420473448,0.815817506393417,0.56755,0.535
"biokurs19-14",1,9,5,8,5,1,0.977,1,8,80184,81161,83193,0.465,0.650827871667126,0.791732558016377,0.535,0.535
"biokurs19-14",1,10,6,3,3,2,1.311,1,6,88439,89750,91883,0.3976215,0.691810867696213,0.84158840115685,0.6023785,0.535
"biokurs19-14",1,11,6,2,2,2,0.984,1,6,97193,98177,100332,0.4021785,0.711818046371678,0.865927147914638,0.5978215,0.57245
"biokurs19-14",1,12,3,5,3,1,1.221,1,5,106144,107365,110197,0.369787995,0.728539155586822,0.886268388891097,0.630212005,0.56755
"biokurs19-14",1,13,1,8,1,1,1.261,1,8,114319,115580,117575,0.4021785,0.711818046371678,0.865927147914638,0.5978215,0.57245
"biokurs19-14",1,14,3,4,3,1,1.489,1,4,123529,125018,127831,0.34390283535,0.747264239637235,0.909047466646833,0.65609716465,0.57245
"biokurs19-14",1,15,4,6,4,2,1.623,0,6,133190,134813,137198,-0.6125215,0.745132830271693,0.90645460567295,0.6125215,0.6125215
