"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-06",1,19,5,4,4,1,1.197,0,5,173993,175190,177876,-0.639644995,0.479446911739642,0.379292616708941,0.639644995,0.57245
"biokurs19-06",1,20,4,1,1,1,1.716,0,4,182196,183912,186354,-0.69527315465,0.54574079938121,0.431738010556912,0.69527315465,0.68442014465
"biokurs19-06",1,21,2,3,2,2,1.061,0,3,192464,193525,195823,-0.6765049082755,0.535186087538293,0.423388130360618,0.6765049082755,0.6765049082755
"biokurs19-06",1,22,3,4,3,2,1.229,0,4,200610,201839,204614,-0.699149564696215,0.556012104823841,0.439863686670283,0.699149564696215,0.7065107345245
"biokurs19-06",1,23,6,5,5,1,1.473,0,6,209181,210654,213559,-0.6023785,0.491285197482255,0.388657938012965,0.6023785,0.639644995
"biokurs19-06",1,24,8,4,4,2,1.442,1,8,218632,220074,222688,0.272945016892215,0.54060126184946,0.427672099209151,0.727054983107785,0.639644995
"biokurs19-06",1,25,3,2,3,1,1.288,1,2,227321,228609,231844,0.25190996577505,0.582233258784484,0.460607359964107,0.74809003422495,0.723860251854785
"biokurs19-06",1,26,4,5,5,1,1.356,0,4,237437,238793,241201,-0.644544995,0.550096949146793,0.435184180305652,0.644544995,0.74616113429024
"biokurs19-06",1,27,7,1,1,2,1.52,1,7,246502,248022,251192,0.2560577245245,0.564991980000819,0.446967706469341,0.7439422754755,0.68442014465
"biokurs19-06",1,28,2,8,2,1,1.28,1,8,256261,257541,260210,0.22546953051538,0.577091209198086,0.456539461318572,0.77453046948462,0.68442014465
"biokurs19-06",1,29,4,6,4,1,1.368,1,6,264740,266108,268932,0.236070145110077,0.565164947137298,0.447104541552003,0.763929854889923,0.66486984535
"biokurs19-06",1,30,3,2,2,1,0.909,0,3,274285,275194,278320,-0.790313336620697,0.615493975388217,0.486920063050399,0.790313336620697,0.765723731829204
"biokurs19-06",1,31,1,4,1,2,1.33,0,4,283611,284941,286848,-0.761866316192215,0.610068585681594,0.482628012756396,0.761866316192215,0.780454765047629
"biokurs19-06",1,32,1,5,5,1,1.541,0,1,291190,292731,295179,-0.68966314465,0.595250811156006,0.470905604422967,0.68966314465,0.81519695832567
"biokurs19-06",1,33,3,4,4,2,1.386,1,3,300246,301632,303844,0.204177068505705,0.624160103554079,0.493775876172311,0.795822931494295,0.782123070601159
"biokurs19-06",1,34,5,2,5,1,1.643,1,2,308312,309955,311957,0.2620604352245,0.626386601101357,0.495537268435197,0.7379395647755,0.845635270184146
"biokurs19-06",1,35,1,3,3,1,1.53,0,1,316250,317780,319722,-0.836871685543241,0.658596430074037,0.521018609571522,0.836871685543241,0.828133171242873
"biokurs19-06",1,36,8,5,5,2,1.398,1,8,324788,326186,329071,0.243716204758785,0.588824371343863,0.465821618870477,0.756283795241215,0.7323295547755
"biokurs19-06",1,37,1,4,4,2,1.176,1,1,334536,335712,338377,0.189884673710306,0.652771653614133,0.51641060261366,0.810115326289694,0.840163849255872
"biokurs19-06",1,38,3,1,1,2,1.569,1,3,343558,345127,347574,0.101024681296217,0.709790055357558,0.561518117686298,0.898975318703783,0.895452703531267
"biokurs19-06",1,39,3,1,3,1,1.231,1,1,353373,354604,356744,0.0418656072215438,0.73738117690507,0.583345578523866,0.958134392778456,0.906047046394518
"biokurs19-06",2,40,16,11,11,1,1.636,0,16,7376,9012,11954,-0.5,0.395552257634429,0.312923177039388,0.5,0.5
"biokurs19-06",2,41,9,10,10,1,0.994,0,9,17027,18021,21541,-0.5,0.395552257634429,0.312923177039388,0.5,0.5
"biokurs19-06",2,42,15,9,9,2,1.238,1,15,25749,26987,30279,0.465,0.409396586651634,0.323875488235766,0.535,0.5
"biokurs19-06",2,43,12,13,13,2,1.086,1,12,35873,36959,39875,0.5,0.395552257634429,0.312923177039388,0.5,0.5
"biokurs19-06",2,44,11,10,10,2,1.468,1,11,44172,45640,47614,0.465,0.423240915668839,0.334827799432145,0.535,0.535
"biokurs19-06",2,45,9,14,9,1,1.145,1,14,51912,53057,55063,0.43245,0.422271812637635,0.334061137648399,0.56755,0.5
"biokurs19-06",2,46,12,11,12,1,1.385,1,11,58838,60223,63418,0.465,0.438054347717249,0.34654677241227,0.535,0.57245
"biokurs19-06",2,47,15,10,10,2,1.355,1,15,68162,69517,72067,0.43245,0.43611614165484,0.345013448844777,0.56755,0.535
"biokurs19-06",2,48,13,16,13,2,0.952,0,16,77870,78822,81877,-0.535,0.423240915668839,0.334827799432145,0.535,0.535
"biokurs19-06",2,49,14,11,11,2,1.892,1,14,86594,88486,90864,0.3874785,0.453904720009047,0.359086073501004,0.6125215,0.535
"biokurs19-06",2,50,14,10,10,2,0.814,1,14,95576,96390,100306,0.4021785,0.46290353387023,0.36620507577865,0.5978215,0.57245
"biokurs19-06",2,51,11,13,11,2,1.49,0,13,105194,106684,109377,-0.639644995,0.479446911739642,0.379292616708941,0.639644995,0.57245
"biokurs19-06",2,52,9,16,9,2,1.582,0,16,113495,115077,117106,-0.5978215,0.460965327807821,0.364671752211157,0.5978215,0.56755
"biokurs19-06",2,53,11,12,11,1,1.481,1,12,122121,123602,126077,0.31557985535,0.495219617207211,0.391770475222341,0.68442014465,0.56755
"biokurs19-06",2,54,12,14,12,2,1.903,0,14,131256,133159,134511,-0.6072785,0.482494643862477,0.381703691352646,0.6072785,0.6125215
"biokurs19-06",2,55,12,10,10,2,0.961,1,12,139818,140779,144001,0.374026005,0.504630535348692,0.399215495056892,0.625973995,0.649787995
"biokurs19-06",2,56,13,12,12,2,1.59,1,13,149301,150891,153150,0.30472684535,0.51328904161986,0.406065278463497,0.69527315465,0.6023785
"biokurs19-06",2,57,10,13,13,2,0.947,1,10,158541,159488,162729,0.355455005,0.512912933010337,0.405767737244271,0.644544995,0.65215581535
"biokurs19-06",2,58,13,11,11,2,1.429,1,13,167793,169222,171167,0.2934892654755,0.544255216083412,0.430562758902216,0.7065107345245,0.66942684535
"biokurs19-06",2,59,11,13,13,2,0.971,1,11,175495,176466,179174,0.2837132754755,0.570917070991883,0.45165507270575,0.7162867245245,0.727054983107785
"biokurs19-06",2,60,14,9,9,2,1.41,1,14,183954,185364,188298,0.360330995,0.506035540923332,0.400327001310967,0.639669005,0.639644995
"biokurs19-06",2,61,12,15,12,1,1.696,1,15,194403,196099,199105,0.2833959661755,0.509888233292049,0.403374883639801,0.7166040338245,0.57245
"biokurs19-06",2,62,9,13,9,1,1.426,1,13,212509,213935,216895,0.33510782535,0.554184071629973,0.438417521356552,0.66489217465,0.736146653807785
"biokurs19-06",2,63,10,11,10,1,0.88,1,11,220811,221691,224176,0.3021932775755,0.583738441239624,0.461798116600672,0.6978067224245,0.77794883192533
"biokurs19-06",2,64,13,10,13,1,1.371,1,10,229247,230618,233143,0.21232308042567,0.595953734594737,0.471461690329236,0.78767691957433,0.718960251854785
"biokurs19-06",2,65,16,10,10,2,0.777,1,16,238500,239277,242877,0.23071253051538,0.54076303931192,0.427800082090172,0.76928746948462,0.5978215
"biokurs19-06",2,66,11,9,9,2,1.059,1,11,247767,248826,251767,0.3116502775755,0.601538062714625,0.475879477519622,0.6883497224245,0.832405250160103
"biokurs19-06",2,67,14,13,13,2,1.165,1,14,256797,257962,260828,0.197460464795873,0.588170258377668,0.465304147149425,0.802539535204127,0.68442014465
"biokurs19-06",2,68,9,11,9,1,0.9,1,11,266777,267677,270537,0.289834758145215,0.633215424994472,0.500939581851016,0.710165241854785,0.89067361767131
"biokurs19-06",2,69,12,10,12,2,0.739,0,10,275103,275842,278724,-0.736441751456785,0.601982713091197,0.476231242440244,0.736441751456785,0.785437346620697
"biokurs19-06",2,70,13,15,13,1,0.822,1,15,283972,284794,287583,0.183638232260162,0.565198002450554,0.447130691759573,0.816361767739838,0.6125215
"biokurs19-06",2,71,14,12,12,2,1.327,1,14,292120,293447,295135,0.21200732594124,0.601366889947199,0.47574406197042,0.78799267405876,0.7323295547755
"biokurs19-06",2,72,10,16,10,1,1.126,1,16,300033,301159,304319,0.199543267642752,0.569644986689107,0.450648721070022,0.800456732357248,0.639669005
"biokurs19-06",2,73,16,12,12,2,1.064,1,16,309205,310269,312661,0.197166813125353,0.588296574973286,0.465404076778571,0.802833186874647,0.68444583535
"biokurs19-06",2,74,13,14,13,1,1.021,1,14,317280,318301,320821,0.170783556001951,0.637950267825558,0.504685337393777,0.829216443998049,0.783592623609785
"biokurs19-06",2,75,9,11,11,1,1.743,0,9,325247,326990,328901,-0.953020770908302,0.665902117719213,0.526798172054765,0.953020770908302,0.73045367492495
"biokurs19-06",2,76,9,10,9,1,0.983,1,10,334082,335065,338104,0.250678082319796,0.618543529156781,0.489332578806265,0.749321917680204,0.814424761092241
"biokurs19-06",2,77,11,14,11,1,1.184,1,14,343211,344395,347491,-0.0197322248718832,0.735005843258607,0.581466441350879,1.01973222487188,0.83844410726247
"biokurs19-06",2,78,10,12,12,1,0.875,0,10,352956,353831,356823,-0.816634863793422,0.667719645664528,0.528236026618931,0.816634863793422,0.871434494368697
"biokurs19-06",3,79,21,24,21,2,1.673,0,24,7919,9592,11526,-0.5,0.395552257634429,0.312923177039388,0.5,0.5
"biokurs19-06",3,80,23,20,20,2,1.377,1,23,16825,18202,20860,0.5,0.395552257634429,0.312923177039388,0.5,0.5
"biokurs19-06",3,81,18,24,18,1,1.083,1,24,26454,27537,30842,0.5,0.409396586651634,0.323875488235766,0.5,0.535
"biokurs19-06",3,82,24,17,17,1,1.1,0,24,35730,36830,40051,-0.5,0.424210018700044,0.335594461215892,0.5,0.57245
"biokurs19-06",3,83,18,22,18,1,1.346,1,22,45117,46463,48479,0.465,0.409396586651634,0.323875488235766,0.535,0.5
"biokurs19-06",3,84,19,21,21,1,1.328,0,19,52937,54265,56466,-0.535,0.409396586651634,0.323875488235766,0.535,0.5
"biokurs19-06",3,85,22,20,20,2,1.29,1,22,61537,62827,65700,0.465,0.423240915668839,0.334827799432145,0.535,0.535
"biokurs19-06",3,86,19,17,17,1,1.254,0,19,70269,71523,74257,-0.535,0.423240915668839,0.334827799432145,0.535,0.535
"biokurs19-06",3,87,23,19,19,1,1.192,0,23,78558,79750,83056,-0.56755,0.43611614165484,0.345013448844777,0.56755,0.535
"biokurs19-06",3,88,18,19,18,1,1.303,1,19,88129,89432,92031,0.43245,0.46470606550827,0.367631066696419,0.56755,0.6072785
"biokurs19-06",3,89,19,20,20,2,1.096,1,19,97065,98161,100524,0.43245,0.48152079222642,0.380933272926159,0.56755,0.649787995
"biokurs19-06",3,90,19,24,19,2,1.338,0,24,105710,107048,108862,-0.69527315465,0.51328904161986,0.406065278463497,0.69527315465,0.6023785
"biokurs19-06",3,91,23,17,17,1,1.276,0,23,114157,115433,118887,-0.57245,0.45092957370325,0.356732421824903,0.57245,0.56755
"biokurs19-06",3,92,21,17,21,1,1.474,1,17,123672,125146,127294,0.42755,0.468718152057456,0.370805046481129,0.57245,0.6125215
"biokurs19-06",3,93,18,23,18,1,0.862,1,23,132041,132903,135954,0.4021785,0.472939287974802,0.374144406164905,0.5978215,0.5978215
"biokurs19-06",3,94,17,23,17,2,1.163,0,23,141767,142930,146045,-0.655398005,0.51226667959337,0.405256483248101,0.655398005,0.639669005
"biokurs19-06",3,95,19,17,19,1,1.88,1,17,150744,152624,154638,0.2560577245245,0.571659298377759,0.452242252142073,0.7439422754755,0.70127586535
"biokurs19-06",3,96,21,22,21,2,1.475,0,22,159746,161221,164026,-0.6023785,0.46470606550827,0.367631066696419,0.6023785,0.57245
"biokurs19-06",3,97,20,23,20,1,1.075,1,23,168148,169223,171386,0.4021785,0.499469244753674,0.395132374762558,0.5978215,0.66489217465
"biokurs19-06",3,98,19,18,18,2,1.236,1,19,175685,176921,179445,0.374026005,0.54896336832815,0.434287399401601,0.625973995,0.761866316192215
"biokurs19-06",3,99,20,24,20,1,0.702,1,24,184455,185157,188065,0.374026005,0.496887208308763,0.393089714072401,0.625973995,0.630212005
"biokurs19-06",3,100,17,22,17,2,1.01,0,22,193250,194260,197277,-0.7503651759245,0.535080815012633,0.423304848790235,0.7503651759245,0.6023785
"biokurs19-06",3,101,20,21,21,2,1.41,1,20,202735,204145,206395,0.355455005,0.512912933010337,0.405767737244271,0.644544995,0.65215581535
"biokurs19-06",3,102,21,17,17,1,1.079,0,21,210608,211687,214254,-0.802890738239215,0.582378544143582,0.460722295867692,0.802890738239215,0.66942684535
"biokurs19-06",3,103,21,19,19,2,1.41,1,21,218025,219435,222569,0.18480304167433,0.596399424316185,0.471814277480282,0.81519695832567,0.6925669661755
"biokurs19-06",3,104,18,17,18,1,0.884,1,17,226485,227369,230762,0.34784418465,0.597777916325511,0.472904808733122,0.65215581535,0.85909308991596
"biokurs19-06",3,105,17,20,17,1,1.152,1,20,235652,236804,238676,0.0807703937899225,0.639622370468296,0.50600814534444,0.919229606210078,0.6978067224245
"biokurs19-06",3,106,24,19,19,2,0.938,1,24,243001,243939,246971,0.171866828757127,0.594301451568773,0.470154561766893,0.828133171242873,0.67432684535
"biokurs19-06",3,107,22,21,21,1,1.329,0,22,251301,252630,255885,-0.741046653807785,0.542404458292179,0.429098616056902,0.741046653807785,0.630212005
"biokurs19-06",3,108,17,20,20,2,0.942,1,17,260307,261249,264867,0.253346807005785,0.661180125992575,0.523062583078759,0.746653192994215,0.924883533775372
"biokurs19-06",3,109,24,21,21,2,1.415,1,24,270108,271523,274499,0.20708008042567,0.59904397579695,0.473906394097576,0.79291991957433,0.7215297245245
"biokurs19-06",3,110,19,18,19,1,1.148,1,18,280452,281600,283899,0.159836150744128,0.599921751125139,0.474600806123098,0.840163849255872,0.6765049082755
"biokurs19-06",3,111,18,20,20,2,1.057,1,18,288608,289665,292481,0.23561253051538,0.588679746095097,0.465707205183157,0.76438746948462,0.723860251854785
"biokurs19-06",3,112,23,18,18,1,1.045,0,23,297548,298593,301579,-0.77453046948462,0.587776848631208,0.464992918922649,0.77453046948462,0.7114346268755
"biokurs19-06",3,113,20,19,20,1,0.824,1,19,306115,306939,310807,0.219119653379303,0.645633339923656,0.510763450421718,0.780880346620697,0.851352379807961
"biokurs19-06",3,114,17,18,18,1,1.289,0,17,316914,318203,320764,-0.828747602348544,0.719261538840207,0.569011051035716,0.828747602348544,0.989625381139648
"biokurs19-06",3,115,19,22,19,1,1.397,1,22,326155,327552,330342,0.0890529536054817,0.619847875491622,0.490364453081232,0.910947046394518,0.65609716465
"biokurs19-06",3,116,21,19,21,1,1.082,1,19,335237,336319,338585,0.192584474795873,0.682167951409684,0.539666146531909,0.807415525204127,0.917180753146902
"biokurs19-06",3,117,19,21,19,1,0.939,1,21,343944,344883,348149,0.0186165941328148,0.712895861304671,0.563975134794607,0.981383405867185,0.820896438439838
"biokurs19-06",3,118,17,19,17,2,1.119,0,19,352785,353904,356788,-0.982686567456482,0.779924234791713,0.617001583711334,0.990351604459873,0.982686567456482
