"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-13",1,1,1,3,1,1,1.464,1,3,9171,10635,13563,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",1,2,7,3,3,1,1.251,0,7,19668,20919,23998,-0.535,0.493374882441075,0.47037444371738,0.535,0.5
"biokurs19-13",1,3,4,2,2,2,1.238,1,4,28775,30013,32653,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",1,4,3,8,3,1,1.414,1,8,37116,38530,40722,0.42755,0.511226949443411,0.487394272622902,0.57245,0.5
"biokurs19-13",1,5,5,7,5,1,1.501,1,7,44841,46342,48294,0.5,0.493374882441075,0.47037444371738,0.5,0.535
"biokurs19-13",1,6,6,2,2,1,1.446,0,6,52618,54064,56279,-0.535,0.493374882441075,0.47037444371738,0.535,0.5
"biokurs19-13",1,7,2,4,4,2,1.406,1,2,62087,63493,65696,0.465,0.52791112421195,0.503300654777596,0.535,0.57245
"biokurs19-13",1,8,2,6,2,1,1.029,1,6,70008,71037,73369,0.3874785,0.54701283590445,0.521511871706506,0.6125215,0.535
"biokurs19-13",1,9,6,1,1,1,1.288,0,6,78548,79836,81908,-0.535,0.52791112421195,0.503300654777596,0.535,0.57245
"biokurs19-13",1,10,5,8,5,2,1.078,0,8,86798,87876,90245,-0.535,0.510059057209613,0.486280825872073,0.535,0.535
"biokurs19-13",1,11,6,4,4,2,1.886,1,6,94953,96839,98789,0.43245,0.557694044591268,0.53169513756194,0.56755,0.6023785
"biokurs19-13",1,12,2,7,2,1,1.372,1,7,103491,104863,107770,0.360355005,0.577794420932889,0.550858462807484,0.639644995,0.57245
"biokurs19-13",1,13,8,3,3,2,0.614,1,8,112058,112672,116761,0.3976215,0.557694044591268,0.53169513756194,0.6023785,0.56755
"biokurs19-13",1,14,1,7,1,1,0.764,1,7,121653,122417,124879,0.42755,0.564864902906786,0.538531700612028,0.57245,0.6125215
"biokurs19-13",1,15,4,8,4,1,1.334,1,8,129625,130959,133277,0.4021785,0.574459971816173,0.547679460989193,0.5978215,0.6072785
"biokurs19-13",1,16,3,7,3,1,1.046,1,7,138378,139424,142130,0.369787995,0.612838345457796,0.584268689170285,0.630212005,0.655398005
"biokurs19-13",1,17,1,2,2,2,1.732,1,1,147023,148755,150162,0.33513015465,0.604085510541742,0.575923899029736,0.66486984535,0.6023785
"biokurs19-13",1,18,8,1,1,2,1.344,1,8,155347,156691,159374,0.355455005,0.616996508967009,0.588233004981935,0.644544995,0.649787995
"biokurs19-13",1,19,5,3,5,1,1.326,1,3,163910,165236,167813,0.42755,0.585637017326096,0.558335448456819,0.57245,0.65609716465
"biokurs19-13",1,20,5,4,4,2,1.527,1,5,173059,174586,177645,0.374026005,0.585544220112875,0.558246977318339,0.625973995,0.6023785
"biokurs19-13",1,21,4,1,1,2,1.765,1,4,182951,184716,187534,0.33057315465,0.629986173776836,0.600617110003186,0.66942684535,0.65215581535
"biokurs19-13",1,22,2,3,2,2,1.33,0,3,193123,194453,197122,-0.6883289561755,0.662768318470076,0.631870997508874,0.6883289561755,0.7020239661755
"biokurs19-13",1,23,3,4,3,1,1.206,1,4,202179,203385,205803,0.277117711456785,0.677229250020795,0.645657780897907,0.722882288543215,0.6978067224245
"biokurs19-13",1,24,6,5,5,2,1.223,1,6,210228,211451,214942,0.355455005,0.614497219586682,0.585850228935162,0.644544995,0.644544995
"biokurs19-13",1,25,8,4,4,2,1.444,1,8,219160,220604,223441,0.253346807005785,0.687352891070196,0.65530947213003,0.746653192994215,0.69527315465
"biokurs19-13",1,26,3,2,3,2,1.615,0,2,228840,230455,233361,-0.74228052834519,0.704926648785365,0.672063966133449,0.74228052834519,0.736511983107785
"biokurs19-13",1,27,4,5,5,2,1.832,1,4,237994,239826,241940,0.33057315465,0.683485960409527,0.65162281230372,0.66942684535,0.76438746948462
"biokurs19-13",1,28,7,1,1,2,1.351,1,7,245707,247058,249863,0.3074330338245,0.664431925744182,0.633457049766439,0.6925669661755,0.70127586535
"biokurs19-13",1,29,2,8,2,1,1.192,1,8,255216,256408,259492,0.24504385570976,0.714510948447376,0.681201459310308,0.75495614429024,0.7439422754755
"biokurs19-13",1,30,4,6,4,1,1.256,1,6,264959,266215,269459,0.182105407651456,0.718638764507042,0.685136842427557,0.817894592348544,0.68966314465
"biokurs19-13",1,31,3,2,2,2,1.472,1,3,274525,275997,278548,0.227890785810077,0.746664194185481,0.711855766240041,0.772109214189923,0.794240165329353
"biokurs19-13",1,32,1,4,1,2,1.121,0,4,282451,283572,286645,-0.714087278543215,0.736358079071993,0.702030107626434,0.714087278543215,0.830641970884145
"biokurs19-13",1,33,1,5,5,2,0.902,1,1,291214,292116,295217,0.3074330338245,0.694366921275951,0.661996518174866,0.6925669661755,0.76407338804124
"biokurs19-13",1,34,3,4,4,2,1.451,1,3,300292,301743,303317,0.157502967077745,0.806719896761619,0.769111756961622,0.842497032922255,0.849836976902408
"biokurs19-13",1,35,5,2,5,1,1.06,1,2,307658,308718,311529,0.285912721456785,0.71606039725859,0.682678675010948,0.714087278543215,0.788061569196629
"biokurs19-13",1,36,1,3,3,2,1.951,1,1,316570,318521,320465,0.0906744347144233,0.82318959916398,0.784813665148297,0.909325565285577,0.817558525204127
"biokurs19-13",1,37,8,5,5,2,0.913,1,8,326409,327322,330803,0.26589883095481,0.729393701422795,0.695390399406244,0.73410116904519,0.796018234758785
"biokurs19-13",1,38,1,4,4,2,1.108,1,1,335879,336987,339403,0.146477759382303,0.823869251473597,0.785461633029182,0.853522240617697,0.874787621968416
"biokurs19-13",1,39,3,1,1,2,1.003,1,3,344303,345306,348331,0.063977244493795,0.882686053172188,0.841536478678655,0.936022755506205,0.915672775715586
"biokurs19-13",1,40,3,1,3,1,1.181,1,1,353346,354527,357554,0.0202301299843226,0.915375357470539,0.872701853877263,0.979769870015677,0.940501162620771
"biokurs19-13",2,41,16,11,11,2,1.066,1,16,7369,8435,11945,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",2,42,9,10,10,2,1.308,1,9,16998,18306,20440,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",2,43,12,13,13,2,1.155,1,12,33173,34328,36792,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",2,44,11,10,10,1,0.826,0,11,41981,42807,45580,-0.535,0.510059057209613,0.486280825872073,0.535,0.535
"biokurs19-13",2,45,9,14,9,1,1.41,1,14,50933,52343,55515,0.465,0.493374882441075,0.47037444371738,0.535,0.5
"biokurs19-13",2,46,12,11,12,1,1.801,1,11,60600,62401,64591,0.465,0.525575339744354,0.501073761275939,0.535,0.56755
"biokurs19-13",2,47,15,10,10,1,1.327,0,15,69304,70631,73485,-0.57245,0.511226949443411,0.487394272622902,0.57245,0.5
"biokurs19-13",2,48,13,16,13,1,1.503,1,16,78570,80073,82107,0.465,0.510059057209613,0.486280825872073,0.535,0.535
"biokurs19-13",2,49,14,11,11,2,1.347,1,14,87575,88922,91013,0.3927215,0.544513546524123,0.519129095659733,0.6072785,0.535
"biokurs19-13",2,50,14,10,10,2,0.913,1,14,96188,97101,100084,0.3874785,0.564864902906786,0.538531700612028,0.6125215,0.57245
"biokurs19-13",2,51,11,13,11,1,1.408,1,13,104983,106391,108208,0.365230995,0.573134297341589,0.546415587582327,0.634769005,0.56755
"biokurs19-13",2,52,9,16,9,1,1.569,1,16,112993,114562,116748,0.43245,0.543427406746691,0.518093590181462,0.56755,0.57245
"biokurs19-13",2,53,11,12,11,2,1.329,0,12,121210,122539,124370,-0.66033517465,0.585321452844524,0.558034595144746,0.66033517465,0.56755
"biokurs19-13",2,54,12,14,12,2,1.321,0,14,129265,130586,133457,-0.5978215,0.5769592611965,0.550062237035966,0.5978215,0.6125215
"biokurs19-13",2,55,12,10,10,2,0.92,1,12,138468,139388,141855,0.360355005,0.609837095995382,0.581407353710005,0.639644995,0.639669005
"biokurs19-13",2,56,13,12,12,1,1.675,0,13,147140,148815,151516,-0.68444583535,0.615752987535827,0.587047454759863,0.68444583535,0.6072785
"biokurs19-13",2,57,10,13,13,2,1.157,1,10,157629,158786,161959,0.365230995,0.619525763292062,0.590644349050122,0.634769005,0.66486984535
"biokurs19-13",2,58,13,11,11,2,1.483,1,13,166492,167975,170509,0.2934413631245,0.6515855783293,0.621209580886025,0.7065586368755,0.66033517465
"biokurs19-13",2,59,11,13,13,1,1.306,0,11,174279,175585,178312,-0.7065586368755,0.683411527222023,0.651551849086069,0.7065586368755,0.727099532294215
"biokurs19-13",2,60,14,9,9,1,1.478,0,14,182429,183907,187149,-0.5978215,0.589888779222602,0.56238899923142,0.5978215,0.639644995
"biokurs19-13",2,61,12,15,12,1,1.429,1,15,191359,192788,195006,0.2676429561755,0.604137326094474,0.575973299014736,0.7323570438245,0.535
"biokurs19-13",2,62,11,16,11,1,1.728,1,16,199888,201616,203764,0.25379743496638,0.647691136092581,0.617496692034402,0.74620256503362,0.6125215
"biokurs19-13",2,63,9,13,9,1,1.096,1,13,209359,210455,213361,0.360330995,0.665310902857664,0.634295050210947,0.639669005,0.756017741456785
"biokurs19-13",2,64,10,11,10,1,0.796,1,11,218746,219542,222691,0.2885892654755,0.703299516800832,0.670512688739082,0.7114107345245,0.763968385481267
"biokurs19-13",2,65,13,10,13,2,0.721,0,10,226980,227701,230591,-0.80893898335876,0.734366330410546,0.700131211468572,0.80893898335876,0.731611983107785
"biokurs19-13",2,66,16,10,10,2,1.573,1,16,235165,236738,239046,0.24960085570976,0.670130437939198,0.638889905388285,0.75039914429024,0.655398005
"biokurs19-13",2,67,11,9,9,2,1.063,1,11,243781,244844,248165,0.33510782535,0.706616915696365,0.673675435193369,0.66489217465,0.817446172464955
"biokurs19-13",2,68,14,13,13,2,1.8,1,14,253233,255033,256907,0.134435287806127,0.729543932282093,0.695533626715511,0.865564712193873,0.66486984535
"biokurs19-13",2,69,9,11,9,1,1.655,1,11,262010,263665,266288,0.3116502775755,0.745075740355811,0.7103413638797,0.6883497224245,0.874667404537502
"biokurs19-13",2,70,12,10,12,1,1.739,1,10,270601,272340,273950,0.248907949243215,0.724075668929125,0.690320286060578,0.751092050756785,0.767871204189923
"biokurs19-13",2,71,13,15,13,1,1.906,1,15,278662,280568,282511,0.125024817659698,0.689974134472848,0.657808516875214,0.874975182340302,0.57245
"biokurs19-13",2,72,14,12,12,2,1.425,1,14,287749,289174,292025,0.23148439279619,0.705467135141695,0.672579255780822,0.76851560720381,0.7114107345245
"biokurs19-13",2,73,10,16,10,1,0.738,1,16,297969,298707,300993,0.178377811516782,0.725951350994884,0.692108526483169,0.821622188483218,0.70127586535
"biokurs19-13",2,74,16,12,12,2,1.87,1,16,306299,308169,310575,0.215280485300457,0.731760607510851,0.697646963682464,0.784719514699543,0.7503651759245
"biokurs19-13",2,75,13,14,13,1,1.194,1,14,315473,316667,320192,0.116273080423519,0.784125899222548,0.747571059609519,0.883726919576481,0.761209485941215
"biokurs19-13",2,76,9,11,11,2,1.595,1,9,324534,326129,328566,0.0641058771448726,0.784661203434573,0.74808140869682,0.935894122855127,0.710165241854785
"biokurs19-13",2,77,9,10,9,1,1.029,1,10,333641,334670,338157,0.24012319121538,0.759838049355362,0.724415474927453,0.75987680878462,0.834108635289393
"biokurs19-13",2,78,11,14,11,1,1.564,1,14,342571,344135,347091,0.0596184657447315,0.836532931784519,0.797534950487487,0.940381534255268,0.8144941499571
"biokurs19-13",2,79,10,12,12,2,1.428,1,10,352904,354332,356786,0.200210851329425,0.806696719394696,0.769089660090741,0.799789148670575,0.89249623975965
"biokurs19-13",3,80,20,19,20,2,1.603,0,19,7348,8951,11508,-0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",3,81,17,21,17,1,0.946,1,21,24906,25852,29496,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",3,82,18,23,18,1,1.595,1,23,33836,35431,37714,0.5,0.476690707672536,0.454468061562686,0.5,0.5
"biokurs19-13",3,83,22,17,17,2,0.96,1,22,42955,43915,46578,0.465,0.493374882441075,0.47037444371738,0.535,0.5
"biokurs19-13",3,84,20,23,20,2,1.163,0,23,51657,52820,56346,-0.535,0.510059057209613,0.486280825872073,0.535,0.535
"biokurs19-13",3,85,23,18,18,2,1.178,1,23,60257,61435,63919,0.465,0.525575339744354,0.501073761275939,0.535,0.56755
"biokurs19-13",3,86,24,17,17,1,0.769,0,24,68988,69757,72606,-0.56755,0.508891164975816,0.485167379121245,0.56755,0.5
"biokurs19-13",3,87,19,20,19,2,1.178,0,20,78072,79250,81976,-0.535,0.52791112421195,0.503300654777596,0.535,0.57245
"biokurs19-13",3,88,19,21,21,2,1.289,1,19,86864,88153,91593,0.465,0.52791112421195,0.503300654777596,0.535,0.57245
"biokurs19-13",3,89,24,18,18,2,1.391,1,24,97548,98939,101924,0.43245,0.525575339744354,0.501073761275939,0.56755,0.535
"biokurs19-13",3,90,21,19,19,1,1.034,0,21,106633,107667,110004,-0.6125215,0.562529118439191,0.536304807110371,0.6125215,0.56755
"biokurs19-13",3,91,17,18,18,2,1.477,1,17,115588,117065,118934,0.4021785,0.574459971816173,0.547679460989193,0.5978215,0.6072785
"biokurs19-13",3,92,21,17,21,2,1.339,0,17,123359,124698,127555,-0.5978215,0.594723853070525,0.566998668779851,0.5978215,0.649787995
"biokurs19-13",3,93,20,19,19,2,1.42,1,20,132915,134335,136916,0.344601995,0.599570372262339,0.57161925010644,0.655398005,0.6023785
"biokurs19-13",3,94,22,21,21,1,1.675,0,22,142206,143881,146093,-0.639669005,0.559953799274444,0.533849545680119,0.639669005,0.535
"biokurs19-13",3,95,24,20,20,2,1.169,1,24,150409,151578,154361,0.355455005,0.580130205400484,0.55308535630914,0.644544995,0.57245
"biokurs19-13",3,96,22,18,18,2,1.714,1,22,158127,159841,161993,0.374026005,0.568941797800702,0.542418536436203,0.625973995,0.56755
"biokurs19-13",3,97,19,17,19,2,1.51,0,17,166892,168402,171179,-0.67952014465,0.645354834399541,0.615269305419618,0.67952014465,0.67430283535
"biokurs19-13",3,98,21,18,18,2,1.216,1,21,175741,176957,179205,0.34784418465,0.637145586748462,0.607442761275114,0.65215581535,0.68444583535
"biokurs19-13",3,99,22,19,19,1,1.201,0,22,183325,184526,187656,-0.7270865547755,0.636079422254435,0.606426299860808,0.7270865547755,0.6072785
"biokurs19-13",3,100,20,24,20,1,1.315,1,24,192755,194070,197324,0.33057315465,0.611092863944528,0.582604579534707,0.66942684535,0.6125215
"biokurs19-13",3,101,23,21,21,2,1.69,1,23,202104,203794,206386,0.2676429561755,0.638591815408983,0.608821568802395,0.7323570438245,0.6072785
"biokurs19-13",3,102,17,22,17,1,1.245,1,22,211573,212818,215842,0.3028983631245,0.634890358803907,0.605292668865409,0.6971016368755,0.634769005
"biokurs19-13",3,103,18,20,20,2,1.125,1,18,220589,221714,225142,0.3074330338245,0.652623840686612,0.622199440921738,0.6925669661755,0.6765049082755
"biokurs19-13",3,104,17,21,21,2,0.892,1,17,230210,231102,234591,0.248907949243215,0.70044769225928,0.667793812221341,0.751092050756785,0.718304522294215
"biokurs19-13",3,105,21,20,20,2,1.121,1,21,238881,240002,242033,0.285912721456785,0.706743018804093,0.673795659552694,0.714087278543215,0.76851560720381
"biokurs19-13",3,106,17,18,17,1,1.307,1,18,247844,249151,251619,0.23141416114519,0.711435183143466,0.678269081831597,0.76858583885481,0.723860251854785
"biokurs19-13",3,107,21,24,21,1,1.187,1,24,256628,257815,260662,0.177688300291923,0.704410484871867,0.671571865051048,0.822311699708077,0.655398005
"biokurs19-13",3,108,19,22,19,2,0.849,0,22,266776,267625,270312,-0.777982613609785,0.694626762874762,0.662244246326106,0.777982613609785,0.67920283535
"biokurs19-13",3,109,18,21,21,1,1.348,0,18,274532,275880,279035,-0.834749880728512,0.767128988986604,0.731366521272282,0.834749880728512,0.77453046948462
"biokurs19-13",3,110,20,21,20,1,1.257,1,21,283750,285007,287937,0.26589883095481,0.775710942945609,0.739548396684144,0.73410116904519,0.893182372379507
"biokurs19-13",3,111,19,17,17,2,1.781,1,19,293122,294903,296791,0.215215169865027,0.770916714470989,0.734977668355523,0.784784830134973,0.83244139656247
"biokurs19-13",3,112,24,19,19,2,1.86,1,24,302186,304046,305196,0.109287705678157,0.758885962440269,0.72350777295681,0.890712294321843,0.70127586535
"biokurs19-13",3,113,22,20,20,1,1.234,0,22,310503,311737,314106,-0.752714087212027,0.693285963064917,0.660965952705701,0.752714087212027,0.7016586368755
"biokurs19-13",3,114,23,17,17,2,1.927,1,23,318571,320498,322578,0.200150107974475,0.691028910235117,0.658814120484318,0.799849892025525,0.649787995
"biokurs19-13",3,115,18,20,18,2,1.972,0,20,327462,329434,331494,-0.790313336620697,0.760663661388524,0.725202598096155,0.790313336620697,0.805404073316869
"biokurs19-13",3,116,20,17,17,2,1.426,1,20,336030,337456,339870,0.186139600416262,0.77838167239604,0.7420946205076,0.813860399583738,0.819025788184688
"biokurs19-13",3,117,18,19,18,1,1.648,1,19,344903,346551,348887,0.154364729815854,0.831347499653018,0.79259125586278,0.845635270184146,0.898362433719314
"biokurs19-13",3,118,24,21,21,2,1.143,1,24,353509,354652,356734,0.2496348240755,0.813267865496414,0.775354468661636,0.955705138446073,0.7503651759245
