"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-01",1,1,1,3,1,1,1.271,1,3,6969,8240,9994,0.5,0.716835718417579,1.02770689439849,0.5,0.5
"biokurs19-01",1,2,7,3,3,1,1.802,0,7,14627,16429,18898,-0.535,0.741924968562194,1.06367663570244,0.535,0.5
"biokurs19-01",1,3,4,2,2,1,1.92,0,4,23703,25623,28274,-0.5,0.716835718417579,1.02770689439849,0.5,0.5
"biokurs19-01",1,4,6,2,2,1,1.011,0,6,51930,52941,56631,-0.535,0.741924968562194,1.06367663570244,0.535,0.5
"biokurs19-01",1,5,2,6,2,2,1.811,0,6,70179,71990,74900,-0.57245,0.793859716361548,1.13813400020161,0.57245,0.535
"biokurs19-01",1,6,6,1,1,2,1.7,1,6,79242,80942,83124,0.465,0.790347221341302,1.13309823641906,0.535,0.56755
"biokurs19-01",1,7,6,4,4,1,1.242,0,6,97258,98500,100396,-0.535,0.818826029180455,1.17392748977317,0.535,0.6072785
"biokurs19-01",1,8,2,7,2,2,1.212,0,7,106508,107720,110140,-0.6125215,0.822584398852118,1.1793157570205,0.6125215,0.535
"biokurs19-01",1,9,8,3,3,1,0.941,0,8,115433,116374,119719,-0.57245,0.768770466216932,1.10216425889766,0.57245,0.5
"biokurs19-01",1,10,1,7,1,1,0.956,1,7,124618,125574,128807,0.43245,0.813680223975794,1.16655009583173,0.56755,0.56755
"biokurs19-01",1,11,3,7,3,1,0.955,1,7,141122,142077,145524,0.3874785,0.874396209325763,1.25359686978728,0.6125215,0.6072785
"biokurs19-01",1,12,1,2,2,2,1.23,1,1,150238,151468,154091,0.344601995,0.898352504201598,1.28794232548317,0.655398005,0.5978215
"biokurs19-01",1,13,8,1,1,2,1.024,1,8,159391,160415,163281,0.360330995,0.842044700102038,1.20721543507472,0.639669005,0.535
"biokurs19-01",1,14,5,3,5,1,1.371,1,3,168869,170240,173204,0.5,0.816938238731823,1.17122101852824,0.5,0.639644995
"biokurs19-01",1,15,5,4,4,2,1.328,1,5,177317,178645,181351,0.42755,0.793859716361548,1.13813400020161,0.57245,0.535
"biokurs19-01",1,16,4,1,1,2,0.899,1,4,185805,186704,189840,0.33510782535,0.908424884492263,1.30238280940684,0.66489217465,0.6023785
"biokurs19-01",1,17,2,3,2,1,1.413,1,3,194850,196263,198723,0.32047985535,0.977721117159046,1.40173083886149,0.67952014465,0.68442014465
"biokurs19-01",1,18,3,4,3,1,1.172,1,4,204678,205850,209054,0.2676704452245,0.986992857059201,1.4150234675261,0.7323295547755,0.644544995
"biokurs19-01",1,19,8,4,4,2,1.149,1,8,223897,225046,228090,0.31033685535,0.904727782769453,1.29708238026777,0.68966314465,0.57245
"biokurs19-01",1,20,3,2,3,1,1.066,1,2,233175,234241,237765,0.248933514058785,1.04157679361281,1.49327889827304,0.751066485941215,0.7019537345245
"biokurs19-01",1,21,4,5,5,1,1.015,0,4,242064,243079,245601,-0.57245,0.920300020755392,1.31940785307581,0.57245,0.7113867245245
"biokurs19-01",1,22,7,1,1,2,1.052,1,7,250673,251725,254707,0.3116502775755,0.959224912011651,1.37521335785182,0.6883497224245,0.649787995
"biokurs19-01",1,23,2,8,2,1,1.597,1,8,259814,261411,263460,0.248909504058785,0.97748578475335,1.40139344951328,0.751090495941215,0.6125215
"biokurs19-01",1,24,4,6,4,2,1.771,0,6,267231,269002,270673,-0.731589653807785,0.979454690802558,1.40421621387784,0.731589653807785,0.634769005
"biokurs19-01",1,25,3,2,2,2,1.087,1,3,275095,276182,278526,0.23148583877467,1.10178079531228,1.57959165589274,0.76851416122533,0.76849183192533
"biokurs19-01",1,26,1,4,1,1,0.823,1,4,283699,284522,287311,0.289834758145215,1.07021147806953,1.53433162748142,0.710165241854785,0.78280092957433
"biokurs19-01",1,27,1,5,5,2,1.274,1,1,292387,293661,296543,0.3874785,0.9626925743343,1.38018484627639,0.6125215,0.73045367492495
"biokurs19-01",1,28,3,4,4,2,0.919,1,3,301436,302355,305420,0.162403005355467,1.18986360544719,1.70587346485934,0.837596994644533,0.822286260160103
"biokurs19-01",1,29,5,2,5,1,1.599,1,2,310809,312408,314754,0.360355005,1.02103439262698,1.46382784473564,0.639644995,0.784718169939557
"biokurs19-01",1,30,1,3,3,2,1.425,1,1,319631,321056,322868,0.12015370162869,1.19097360816412,1.70746484404941,0.87984629837131,0.781585432169697
