"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-12",1,1,1,3,1,2,1.155,0,3,7758,8913,12342,-0.5,0.611947252039567,0.748958878557552,0.5,0.5
"biokurs19-12",1,2,7,3,3,2,1.393,1,7,16932,18325,21223,0.465,0.633365405860952,0.775172439307067,0.535,0.5
"biokurs19-12",1,3,4,2,2,1,0.764,0,4,25863,26627,29700,-0.5,0.611947252039567,0.748958878557552,0.5,0.5
"biokurs19-12",1,4,3,8,3,1,0.805,1,8,35506,36311,39699,0.43245,0.65328428891484,0.799551050804115,0.56755,0.5
"biokurs19-12",1,5,5,7,5,1,0.962,1,7,44260,45222,47623,0.5,0.633365405860952,0.775172439307067,0.5,0.535
"biokurs19-12",1,6,6,2,2,2,1.277,1,6,52512,53789,56515,0.465,0.633365405860952,0.775172439307067,0.535,0.5
"biokurs19-12",1,7,2,4,4,2,1.06,1,2,61417,62477,64961,0.465,0.674702442736224,0.825764611553629,0.535,0.56755
"biokurs19-12",1,8,2,6,2,1,1.307,1,6,69086,70393,73680,0.3927215,0.699014189138879,0.855519624360404,0.6072785,0.535
"biokurs19-12",1,9,6,1,1,2,0.911,1,6,78864,79775,82102,0.465,0.677700984271218,0.829434510058561,0.535,0.57245
"biokurs19-12",1,10,5,8,5,1,1.14,1,8,86990,88130,90454,0.465,0.654783559682337,0.801386000056581,0.535,0.535
"biokurs19-12",1,11,6,4,4,2,1.315,1,6,94751,96066,99027,0.43245,0.72214151163521,0.883825027257729,0.56755,0.6125215
"biokurs19-12",1,12,2,7,2,1,0.852,1,7,103326,104178,106351,0.365230995,0.73875435271969,0.904157392158164,0.634769005,0.57245
"biokurs19-12",1,13,8,3,3,2,0.942,1,8,111419,112361,115375,0.4021785,0.716144428565222,0.876485230247864,0.5978215,0.57245
"biokurs19-12",1,14,1,7,1,1,0.939,1,7,120830,121769,125522,0.43245,0.72214151163521,0.883825027257729,0.56755,0.6125215
"biokurs19-12",1,15,4,8,4,1,0.966,1,8,130226,131192,134234,0.4021785,0.740666072875326,0.906497135949984,0.5978215,0.6125215
"biokurs19-12",1,16,3,7,3,1,0.643,1,7,139523,140166,143191,0.374026005,0.784132074240444,0.959694936135048,0.625973995,0.655398005
"biokurs19-12",1,17,1,2,2,2,1.034,1,1,148544,149578,153072,0.33966482535,0.769925519687307,0.942307612095563,0.66033517465,0.5978215
