"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-07",1,1,1,3,1,1,1.998,1,3,8138,10136,12330,0.5,0.384860558887152,0.296235299573862,0.5,0.5
"biokurs19-07",1,2,7,3,3,2,1.583,1,7,16801,18384,20681,0.465,0.398330678448203,0.306603535058948,0.535,0.5
"biokurs19-07",1,3,4,2,2,1,1.424,0,4,25748,27172,29404,-0.5,0.384860558887152,0.296235299573862,0.5,0.5
"biokurs19-07",1,4,3,8,3,1,1.098,1,8,35514,36612,39529,0.43245,0.410857889639979,0.316245994060077,0.56755,0.5
"biokurs19-07",1,5,5,7,5,2,0.972,0,7,45329,46301,49903,-0.5,0.398330678448203,0.306603535058948,0.5,0.535
"biokurs19-07",1,6,6,2,2,1,1.443,0,6,54239,55682,58289,-0.535,0.398330678448203,0.306603535058948,0.535,0.5
"biokurs19-07",1,7,2,4,4,2,1.177,1,2,62206,63383,66900,0.465,0.426213825939577,0.328065782513074,0.535,0.57245
"biokurs19-07",1,8,2,6,2,1,1.824,1,6,71317,73141,75260,0.3874785,0.441635765825023,0.339936375319948,0.6125215,0.535
"biokurs19-07",1,9,6,1,1,1,1.425,0,6,79972,81397,84125,-0.535,0.426213825939577,0.328065782513074,0.535,0.57245
"biokurs19-07",1,10,5,8,5,2,1.303,0,8,88338,89641,92726,-0.535,0.411800798009253,0.316971770544033,0.535,0.535
"biokurs19-07",1,11,6,4,4,1,1.207,0,6,98021,99228,102611,-0.56755,0.450259336368008,0.3465741196775,0.56755,0.6023785
"biokurs19-07",1,12,2,7,2,1,1.221,1,7,107355,108576,111890,0.360355005,0.464601740461473,0.357613770987893,0.639644995,0.56755
"biokurs19-07",1,13,8,3,3,1,1.203,0,8,116788,117991,120014,-0.5978215,0.448505526801159,0.345224175417342,0.5978215,0.56755
"biokurs19-07",1,14,1,7,1,1,1.424,1,7,125029,126453,128652,0.42755,0.454030969845102,0.349477225613324,0.57245,0.6072785
"biokurs19-07",1,15,4,8,4,1,1.218,1,8,133900,135118,136921,0.3927215,0.463795459514907,0.356993159516462,0.6072785,0.5978215
"biokurs19-07",1,16,3,7,3,1,1.004,1,7,141247,142251,145135,0.360330995,0.496261141680951,0.381982680682614,0.639669005,0.649787995
"biokurs19-07",1,17,1,2,2,1,1.551,0,1,149920,151471,154116,-0.66486984535,0.48771390644022,0.375403693219239,0.66486984535,0.6023785
"biokurs19-07",1,18,8,1,1,1,1.03,0,8,160066,161096,164061,-0.630212005,0.488727115228781,0.376183581420509,0.630212005,0.639669005
"biokurs19-07",1,19,5,3,5,2,1.508,0,3,168172,169680,172521,-0.57245,0.476204200870443,0.366544429782817,0.57245,0.66489217465
"biokurs19-07",1,20,5,4,4,1,1.168,0,5,177401,178569,180550,-0.634769005,0.480032920848938,0.369491476404309,0.634769005,0.6125215
"biokurs19-07",1,21,4,1,1,1,1.089,0,4,185447,186536,189496,-0.67432684535,0.520920189384551,0.400963270444279,0.67432684535,0.67920283535
"biokurs19-07",1,22,2,3,2,2,1.604,0,3,194124,195728,197960,-0.7114107345245,0.538712591769528,0.414658458295934,0.7114107345245,0.6883497224245
