"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-10",1,1,8,3,3,1,1.102,0,8,7352,8454,10889,-0.5,0.517612813930174,0.535846050289427,0.5,0.5
"biokurs19-10",1,2,1,2,2,1,1.157,0,1,15985,17142,20176,-0.5,0.517612813930174,0.535846050289427,0.5,0.5
"biokurs19-10",1,3,7,1,1,1,1.095,0,7,25078,26173,28927,-0.535,0.53572926241773,0.554600662049557,0.535,0.5
"biokurs19-10",1,4,4,5,5,1,1.579,0,4,34005,35584,37896,-0.5,0.517612813930174,0.535846050289427,0.5,0.5
"biokurs19-10",1,5,3,2,2,2,0.812,1,3,42470,43282,46096,0.465,0.553845710905286,0.573355273809687,0.535,0.535
"biokurs19-10",1,6,1,6,1,1,1.158,1,6,51492,52650,55373,0.42755,0.555113862299415,0.574668096632896,0.57245,0.5
"biokurs19-10",1,7,4,3,4,1,1.22,1,3,59168,60388,63173,0.465,0.573230310786971,0.593422708393026,0.535,0.57245
"biokurs19-10",1,8,7,2,2,2,0.915,1,7,68754,69669,71890,0.43245,0.570694007998713,0.590797062746607,0.56755,0.535
"biokurs19-10",1,9,5,8,5,1,1.77,1,8,76971,78741,80640,0.465,0.553845710905286,0.573355273809687,0.535,0.535
"biokurs19-10",1,10,6,3,3,2,0.611,1,6,84976,85587,89302,0.3874785,0.593971832660374,0.614894863397198,0.6125215,0.535
"biokurs19-10",1,11,6,2,2,2,0.737,1,6,94589,95326,97827,0.4021785,0.605747524177286,0.627085361041283,0.5978215,0.57245
"biokurs19-10",1,12,3,5,3,1,1.227,1,5,102368,103595,106413,0.360355005,0.624859598324372,0.646870669999914,0.639644995,0.56755
"biokurs19-10",1,13,1,8,1,1,0.903,1,8,112527,113430,116179,0.3976215,0.608106285770365,0.629527211492451,0.6023785,0.57245
"biokurs19-10",1,14,3,4,3,1,0.783,1,4,120958,121741,124996,0.33513015465,0.637916304095003,0.660387306429103,0.66486984535,0.56755
"biokurs19-10",1,15,4,6,4,1,0.838,1,6,129624,130462,133778,0.3927215,0.631384110432026,0.653625012143043,0.6072785,0.6125215
"biokurs19-10",1,16,4,2,2,2,0.944,1,4,139728,140672,143611,0.374026005,0.652576731872769,0.675564156980043,0.625973995,0.634769005
"biokurs19-10",1,17,5,4,4,1,1.141,0,5,148792,149933,152736,-0.67920283535,0.665899224059161,0.689355942318365,0.67920283535,0.6072785
"biokurs19-10",1,18,2,5,5,1,0.779,0,2,158082,158861,162269,-0.634769005,0.666128777577947,0.689593582003978,0.634769005,0.65215581535
"biokurs19-10",1,19,5,3,3,2,0.906,1,5,167461,168367,171348,0.3116710438245,0.707851978750486,0.732786509134163,0.6883289561755,0.67920283535
"biokurs19-10",1,20,3,5,5,1,1.202,0,3,177152,178354,180760,-0.7267470338245,0.743754209929946,0.769953418948507,0.7267470338245,0.710145929243215
"biokurs19-10",1,21,6,1,1,2,0.982,1,6,184678,185660,188679,0.369787995,0.665448214892899,0.68888904607105,0.630212005,0.655398005
