"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-05",1,1,1,3,1,1,1.186,1,3,7146,8332,11835,0.5,0.724993956267575,1.05123247324902,0.5,0.5
"biokurs19-05",1,2,7,3,3,1,0.944,0,7,17783,18727,22513,-0.535,0.75036874473694,1.08802560981274,0.535,0.5
"biokurs19-05",1,3,4,2,2,2,1.217,1,4,26937,28154,31200,0.5,0.724993956267575,1.05123247324902,0.5,0.5
"biokurs19-05",1,4,3,8,3,1,1.222,1,8,35530,36752,39421,0.42755,0.77751976839916,1.12739426593591,0.57245,0.5
"biokurs19-05",1,5,5,7,5,1,1.248,1,7,44489,45737,48130,0.5,0.75036874473694,1.08802560981274,0.5,0.535
"biokurs19-05",1,6,6,2,2,2,1.203,1,6,52917,54120,56817,0.465,0.75036874473694,1.08802560981274,0.535,0.5
"biokurs19-05",1,7,2,4,4,2,1.435,1,2,61704,63139,66248,0.465,0.799342086482814,1.15903636338071,0.535,0.56755
"biokurs19-05",1,8,2,6,2,1,1.148,1,6,71146,72294,75112,0.3927215,0.828145008874391,1.20080025269418,0.6072785,0.535
"biokurs19-05",1,9,6,1,1,1,1.461,0,6,80176,81637,83834,-0.535,0.802894556868526,1.16418740249963,0.535,0.57245
"biokurs19-05",1,10,5,8,5,2,1.772,0,8,88141,89913,92724,-0.535,0.775743533206305,1.12481874637645,0.535,0.535
"biokurs19-05",1,11,6,4,4,2,1.227,1,6,96496,97723,100770,0.43245,0.848191091765189,1.22986683057952,0.56755,0.6023785
"biokurs19-05",1,12,2,7,2,1,0.827,1,7,106018,106845,109647,0.365230995,0.875226482516355,1.26906782037937,0.634769005,0.57245
"biokurs19-05",1,13,8,3,3,1,1.29,0,8,114543,115833,117903,-0.6023785,0.848191091765189,1.22986683057952,0.6023785,0.56755
"biokurs19-05",1,14,1,7,1,1,1.565,1,7,123292,124857,127286,0.42755,0.859097175849322,1.2456805206746,0.57245,0.6125215
"biokurs19-05",1,15,4,8,4,1,1.565,1,8,132466,134031,135898,0.4021785,0.866833948853632,1.25689874801288,0.5978215,0.5978215
"biokurs19-05",1,16,3,7,3,2,1.253,0,7,141697,142950,145572,-0.644544995,0.94245081849234,1.36654229497275,0.644544995,0.655398005
"biokurs19-05",1,17,1,2,2,2,1.017,1,1,150283,151300,153836,0.33966482535,0.915459782617671,1.32740561920768,0.66033517465,0.6023785
"biokurs19-05",1,18,8,1,1,2,0.999,1,8,158880,159879,163070,0.355455005,0.931047388554207,1.35000745940102,0.644544995,0.639669005
"biokurs19-05",1,19,5,3,5,1,1.56,1,3,167789,169349,171135,0.42755,0.915024401997113,1.32677432257052,0.57245,0.68966314465
"biokurs19-05",1,20,5,4,4,2,0.824,1,5,175679,176503,179552,0.374026005,0.890548135041196,1.29128403134045,0.625973995,0.6023785
