"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","vStimNassoc","stimOnset","respOnset","feedbackOnset","pe","deltas","drift","assoc_active","assoc_inactive"
"biokurs19-04",1,1,1,3,1,1,1.244,1,3,8114,9358,11336,0.5,0.263112196443363,0.138456055834502,0.5,0.5
"biokurs19-04",1,2,7,3,3,1,1.444,0,7,16819,18263,20420,-0.535,0.272321123318881,0.14330201778871,0.535,0.5
"biokurs19-04",1,3,4,2,2,1,1.211,0,4,24780,25991,28658,-0.5,0.263112196443363,0.138456055834502,0.5,0.5
"biokurs19-04",1,4,3,8,3,1,1.227,1,8,33551,34778,37823,0.42755,0.282174675075685,0.148487197079712,0.57245,0.5
"biokurs19-04",1,5,6,2,2,1,1.693,0,6,50978,52671,54875,-0.535,0.272321123318881,0.14330201778871,0.535,0.5
"biokurs19-04",1,6,2,4,4,2,1.157,1,2,59360,60517,64054,0.465,0.291383601951203,0.15333315903392,0.535,0.57245
"biokurs19-04",1,7,2,6,2,1,1.348,1,6,68374,69722,72751,0.3874785,0.301926902330983,0.158881300875292,0.6125215,0.535
"biokurs19-04",1,8,6,1,1,1,0.939,0,6,77818,78757,81656,-0.535,0.291383601951203,0.15333315903392,0.535,0.57245
"biokurs19-04",1,9,5,8,5,2,1.501,0,8,86755,88256,90636,-0.5,0.272321123318881,0.14330201778871,0.5,0.535
"biokurs19-04",1,10,6,4,4,1,0.82,0,6,95349,96169,98783,-0.56755,0.307822457316689,0.161983685718375,0.56755,0.6023785
"biokurs19-04",1,11,2,7,2,1,1.199,1,7,103665,104864,107986,0.360355005,0.309063424675654,0.162636713013439,0.639644995,0.535
"biokurs19-04",1,12,8,3,3,1,1.448,0,8,112610,114058,116810,-0.6023785,0.307822457316689,0.161983685718375,0.6023785,0.56755
"biokurs19-04",1,13,1,7,1,1,1.334,1,7,122109,123443,126395,0.42755,0.301237153708007,0.158518338324922,0.57245,0.57245
"biokurs19-04",1,14,4,8,4,1,1.052,1,8,130517,131569,134560,0.3927215,0.317076507933897,0.166853392886158,0.6072785,0.5978215
"biokurs19-04",1,15,3,7,3,1,0.881,1,7,139862,140743,143860,0.355455005,0.33074952657481,0.174048468819402,0.644544995,0.6125215
"biokurs19-04",1,16,1,2,2,1,1.118,0,1,149807,150925,153801,-0.66486984535,0.333428495584256,0.17545820765996,0.66486984535,0.6023785
"biokurs19-04",1,17,8,1,1,2,1.849,1,8,158806,160655,163179,0.369787995,0.334121181762817,0.175822716023734,0.630212005,0.639669005
"biokurs19-04",1,18,5,3,5,1,1.126,1,3,167489,168615,171987,0.465,0.31689939273539,0.166760190548353,0.535,0.66942684535
"biokurs19-04",1,19,5,4,4,1,1.495,0,5,176688,178183,180854,-0.634769005,0.316344794231149,0.166468347287163,0.634769005,0.56755
"biokurs19-04",1,20,4,1,1,2,1.295,1,4,185422,186717,189618,0.34390283535,0.351333715910823,0.184880371355811,0.65609716465,0.67920283535
