subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-08,1,1,1,3,1,1,0.843,1,3,8100,8943,11847,0.5,0.458444388048494,0.420342513866317,0.5,0.5
biokurs19-08,1,2,7,3,3,2,0.915,1,7,17197,18112,20549,0.453732619344726,0.479319257111904,0.439482447013052,0.546267380655274,0.5
biokurs19-08,1,3,4,2,2,1,1.29,0,4,24329,25619,28621,-0.5,0.458444388048494,0.420342513866317,0.5,0.5
biokurs19-08,1,4,3,8,3,2,1.283,0,8,34088,35371,37747,-0.587010952394674,0.497735055253642,0.456367685632079,0.587010952394674,0.5
biokurs19-08,1,5,5,7,5,1,1.046,1,7,43039,44085,46915,0.5,0.479319257111904,0.439482447013052,0.5,0.546267380655274
biokurs19-08,1,6,6,2,2,2,1.2,1,6,51639,52839,55240,0.473154124490266,0.470949164465747,0.431808003010898,0.526845875509734,0.5
biokurs19-08,1,7,2,4,4,2,1.336,1,2,59869,61205,63890,0.473154124490266,0.503286234041129,0.461457499156434,0.526845875509734,0.570846072040238
biokurs19-08,1,8,2,6,2,2,1.369,0,6,68775,70144,73272,-0.624645949105164,0.535915086107797,0.491374527393291,0.624645949105164,0.546267380655274
biokurs19-08,1,9,6,1,1,1,1.265,0,6,78160,79425,82017,-0.546267380655274,0.511656326687286,0.469131943158587,0.546267380655274,0.570846072040238
biokurs19-08,1,10,5,8,5,2,1.762,0,8,87823,89585,91816,-0.546267380655274,0.491824033529156,0.450947936157632,0.546267380655274,0.526845875509734
biokurs19-08,1,11,6,4,4,2,1.16,1,6,97052,98212,100421,0.429153927959762,0.533511842782852,0.489171020562418,0.570846072040238,0.593157480868716
biokurs19-08,1,12,2,7,2,1,1.184,1,7,104951,106135,108412,0.341279281078584,0.575104178629284,0.527306566471668,0.658720718921416,0.598058570226424
biokurs19-08,1,13,8,3,3,1,1.165,0,8,112627,113792,117157,-0.618132699522957,0.536059771178688,0.491507187510859,0.618132699522957,0.551235026673682
biokurs19-08,1,14,1,7,1,2,1.495,0,7,121580,123075,125447,-0.57538044028978,0.563201363521787,0.516393008895647,0.57538044028978,0.656130055343894
biokurs19-08,1,15,4,8,4,1,0.806,1,8,130524,131330,134719,0.39041904371414,0.542452559163037,0.497368663061677,0.60958095628586,0.573454866938705
biokurs19-08,1,16,3,7,3,2,1.495,0,7,140029,141524,144060,-0.652069359655825,0.607346214924836,0.556868927669572,0.652069359655825,0.675364734509804
biokurs19-08,1,17,1,2,2,1,1.251,0,1,149244,150495,153282,-0.687945847905156,0.593326294660375,0.544014220137313,0.687945847905156,0.607139666059373
biokurs19-08,1,18,8,1,1,2,1.409,1,8,158297,159706,162271,0.373881686011283,0.574412558674097,0.526672427897433,0.626118313988717,0.625975772338967
biokurs19-08,1,19,5,3,5,2,0.862,0,3,167367,168229,171544,-0.57538044028978,0.579699894440507,0.53152032671711,0.57538044028978,0.689146845382856
biokurs19-08,1,20,4,1,1,2,1.18,1,4,186382,187562,190669,0.339965632495055,0.597058381972048,0.5474361291048,0.660034367504945,0.643772860800518
biokurs19-08,1,21,2,3,2,1,1.076,1,3,195414,196490,198950,0.273562040069256,0.654954485619156,0.600520416718581,0.726437959930744,0.702268387689248
biokurs19-08,1,22,3,4,3,1,1.335,1,4,204907,206242,209284,0.231188209454009,0.674745107237356,0.618666215552291,0.768811790545991,0.70604460237016
biokurs19-08,1,23,6,5,5,2,1.073,1,6,213608,214681,217609,0.392860333940627,0.575494475267981,0.527664425079038,0.607139666059373,0.648797298557922
biokurs19-08,1,24,8,4,4,1,0.635,0,8,222643,223278,226079,-0.775958150963161,0.667667402333432,0.612176747365356,0.775958150963161,0.684735988123121
biokurs19-08,1,25,3,2,3,2,1.621,0,2,230963,232584,234857,-0.786724110955676,0.703290400725867,0.644839074762301,0.786724110955676,0.748975960418443
biokurs19-08,1,26,4,5,5,1,1.768,0,4,239146,240914,242385,-0.642621739578138,0.667627501586416,0.61214016281826,0.642621739578138,0.81733295896622
biokurs19-08,1,27,7,1,1,2,1.061,1,7,247095,248156,251442,0.310032961263754,0.632761042526249,0.580171497843747,0.689967038736246,0.692775755548737
biokurs19-08,1,28,2,8,2,2,1.215,0,8,256322,257537,259973,-0.759754344943677,0.668420145028008,0.612866928693302,0.759754344943677,0.699165695039561
biokurs19-08,1,29,4,6,4,1,0.764,1,6,264540,265304,267685,0.172749805833415,0.702990658082961,0.644564244097303,0.827250194166585,0.711148058074064
biokurs19-08,1,30,3,2,2,1,1.209,0,3,272468,273677,276359,-0.803529209655614,0.749990276774906,0.687657666956786,0.803529209655614,0.832418023778512
biokurs19-08,1,31,1,4,1,1,0.907,1,4,280700,281607,284896,0.283544482143562,0.710279284564325,0.651247103911229,0.716455517856438,0.836714617129905
biokurs19-08,1,32,1,5,5,1,1.635,0,1,289969,291604,293567,-0.678900862670799,0.650009671214637,0.595986571891195,0.678900862670799,0.739958959770507
biokurs19-08,1,33,3,4,4,2,0.81,1,3,297485,298295,302207,0.0796254989098409,0.80499602411527,0.738091819313992,0.920374501090159,0.839996382251753
biokurs19-08,1,34,5,2,5,2,1.098,0,2,307802,308900,310813,-0.718604551046218,0.720631926704581,0.660739325292578,0.718604551046218,0.851480994019999
biokurs19-08,1,35,1,3,3,1,1.778,0,1,316211,317989,320773,-0.92108511058836,0.766222713735847,0.702541006214974,0.92108511058836,0.752439763374525
