subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-03,1,1,1,3,1,1,1.034,1,3,8340,9374,11785,0.5,0.525091664617617,0.551442512501798,0.5,0.5
biokurs19-03,1,2,7,3,3,2,0.884,1,7,15688,16572,19581,0.429226000253656,0.561589289207958,0.58977170940326,0.570773999746344,0.5
biokurs19-03,1,3,4,2,2,2,1.146,1,4,23874,25020,27113,0.5,0.525091664617617,0.551442512501798,0.5,0.5
biokurs19-03,1,4,3,8,3,1,1.292,1,8,32220,33512,35604,0.369262404878596,0.592587574532121,0.622325591885573,0.630737595121404,0.5
biokurs19-03,1,5,5,7,5,2,1.262,0,7,40492,41754,44107,-0.5,0.561589289207958,0.58977170940326,0.5,0.570773999746344
biokurs19-03,1,6,6,2,2,2,1.307,1,6,49405,50712,52764,0.429226000253656,0.561589289207958,0.58977170940326,0.570773999746344,0.5
biokurs19-03,1,7,2,4,4,2,1.245,1,2,58721,59966,63105,0.429226000253656,0.629085199122461,0.660654788787034,0.570773999746344,0.630737595121404
biokurs19-03,1,8,2,6,2,1,0.838,1,6,67437,68275,72007,0.278594256470985,0.675712144342726,0.70962162935052,0.721405743529015,0.570773999746344
biokurs19-03,1,9,6,1,1,2,1.248,1,6,76787,78035,81513,0.429226000253656,0.640083877654816,0.67220541762533,0.570773999746344,0.652358403863973
biokurs19-03,1,10,5,8,5,1,0.838,1,8,86412,87250,90306,0.461522185891206,0.580991383574606,0.610147465459362,0.538477814108794,0.570773999746344
biokurs19-03,1,11,6,4,4,2,1.655,1,6,96410,98065,101129,0.369262404878596,0.719447824004104,0.755552111023672,0.630737595121404,0.74647987243419
biokurs19-03,1,12,2,7,2,1,0.668,1,7,106011,106679,110340,0.241693082652785,0.711565989897857,0.747274740241494,0.758306917347215,0.603577755685445
biokurs19-03,1,13,8,3,3,1,1.287,0,8,115519,116806,119155,-0.681617446206481,0.697450466939395,0.73245085334708,0.681617446206481,0.652358403863973
biokurs19-03,1,14,1,7,1,1,1.208,1,7,123722,124930,127331,0.369262404878596,0.690041735158684,0.724670326740202,0.630737595121404,0.689938310589416
biokurs19-03,1,15,4,8,4,1,1.517,1,8,131960,133477,135418,0.318382553793519,0.710768186012953,0.746436899901568,0.681617446206481,0.678590194250031
biokurs19-03,1,16,3,7,3,1,1.731,1,7,140662,142393,145212,0.265428806262767,0.794133934162339,0.833986218837276,0.734571193737233,0.789586356266392
