"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-10",1,1,8,3,3,1,1.102,0,2301,1510,"hc","a_uml.wav",7352,8454,10889,1,8,0.5,0.5,0.51801128658744,"0.53667138606395"
"biokurs19-10",1,2,1,2,2,1,1.157,0,3050,2175,"ab","u.wav",15985,17142,20176,1,1,0.5,0.5,0.51801128658744,"0.53667138606395"
"biokurs19-10",1,3,7,1,1,1,1.095,0,2863,1823,"ga","i.wav",25078,26173,28927,1,7,0.535,0.5,0.536141681618001,"0.555454884576189"
"biokurs19-10",1,4,4,5,5,1,1.579,0,3043,1850,"de","o.wav",34005,35584,37896,1,4,0.5,0.5,0.51801128658744,"0.53667138606395"
"biokurs19-10",1,5,3,2,2,2,0.812,1,2548,1588,"cb","u.wav",42470,43282,46096,2,3,0.535,0.535,0.554272076648561,"0.574238383088427"
"biokurs19-10",1,6,1,6,1,1,1.158,1,3374,1869,"af","i.wav",51492,52650,55373,2,6,0.57245,0.5,0.5555412043007,"0.575553227984283"
"biokurs19-10",1,7,4,3,4,1,1.22,1,1752,1989,"dc","a_low.wav",59168,60388,63173,2,3,0.535,0.57245,0.573671599331261,"0.594336726496522"
"biokurs19-10",1,8,7,2,2,2,0.915,1,3569,1124,"gb","u.wav",68754,69669,71890,2,7,0.56755,0.535,0.571133344026982,"0.591707036704808"
"biokurs19-10",1,9,5,8,5,1,1.77,1,3057,1642,"eh","o.wav",76971,78741,80640,2,8,0.535,0.535,0.554272076648561,"0.574238383088427"
"biokurs19-10",1,10,6,3,3,2,0.611,1,2316,2304,"fc","a_uml.wav",84976,85587,89302,2,6,0.6125215,0.535,0.594429088601749,"0.615841953943183"
"biokurs19-10",1,11,6,2,2,2,0.737,1,3271,1211,"fb","u.wav",94589,95326,97827,2,6,0.5978215,0.57245,0.606213845371614,"0.628051227976138"
"biokurs19-10",1,12,3,5,3,1,1.227,1,2516,2011,"ce","a_uml.wav",102368,103595,106413,2,5,0.639644995,0.56755,0.625340632521868,"0.647867011216113"
