"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-04",1,1,1,3,1,1,1.244,1,3043,1211,"02","s_palat_cut.wav",8114,9358,11336,2,3,0.5,0.5,0.263152909194789,"0.138498907235361"
"biokurs19-04",1,2,7,3,3,1,1.444,0,3440,1584,"62","t_sl_cut.wav",16819,18263,20420,1,7,0.535,0.5,0.272363261016606,"0.143346368988599"
"biokurs19-04",1,3,4,2,2,1,1.211,0,2316,1857,"31","s_alv_cut.wav",24780,25991,28658,1,4,0.5,0.5,0.263152909194789,"0.138498907235361"
"biokurs19-04",1,4,3,8,3,1,1.227,1,2874,2258,"27","t_sl_cut.wav",33551,34778,37823,2,8,0.57245,0.5,0.282218337465951,"0.148533153064563"
"biokurs19-04",1,5,6,2,2,1,1.693,0,2274,1869,"51","s_alv_cut.wav",50978,52671,54875,1,6,0.535,0.5,0.272363261016606,"0.143346368988599"
"biokurs19-04",1,6,2,4,4,2,1.157,1,2443,2675,"13","d_sh_retr_cut.wav",59360,60517,64054,2,2,0.535,0.57245,0.291428689287769,"0.153380614817801"
"biokurs19-04",1,7,2,6,2,1,1.348,1,2301,2358,"15","s_alv_cut.wav",68374,69722,72751,2,6,0.6125215,0.535,0.301973621088568,"0.158930473779083"
"biokurs19-04",1,8,6,1,1,1,0.939,0,3052,1823,"50","s_palat_cut.wav",77818,78757,81656,1,6,0.535,0.57245,0.291428689287769,"0.153380614817801"
"biokurs19-04",1,9,5,8,5,2,1.501,0,3082,1861,"47","s_dent_cut.wav",86755,88256,90636,1,8,0.5,0.535,0.272363261016606,"0.143346368988599"
"biokurs19-04",1,10,6,4,4,1,0.82,0,2698,1421,"53","d_sh_retr_cut.wav",95349,96169,98783,1,6,0.56755,0.6023785,0.307870088324895,"0.162033818793505"
"biokurs19-04",1,11,2,7,2,1,1.199,1,2872,2304,"16","s_alv_cut.wav",103665,104864,107986,2,7,0.639644995,0.535,0.309111247705348,"0.162687048196986"
