"subjID","block","trial","vStim1","vStim2","aStim","resp","RT","fb","iti","feedJitter","vSymbols","aFile","stimOnset","respOnset","feedbackOnset","response","vStimNassoc","assoc_active","assoc_inactive","deltas","drift"
"biokurs19-15",1,1,1,3,1,1,0.878,1,3164,1968,"02","t_sl_cut.wav",8211,9089,12193,2,3,0.5,0.5,0.602424407219377,"0.725830332827233"
"biokurs19-15",1,2,7,3,3,1,1.211,0,2874,1733,"62","d_sh_retr_cut.wav",17074,18285,20829,1,7,0.535,0.5,0.623509261472055,"0.751234394476186"
"biokurs19-15",1,3,4,2,2,1,1.082,0,3271,1421,"31","s_dent_cut.wav",26119,27201,29566,1,4,0.5,0.5,0.602424407219377,"0.725830332827233"
"biokurs19-15",1,4,3,8,3,2,1.366,0,2443,2482,"27","d_sh_retr_cut.wav",34020,35386,38521,1,8,0.57245,0.5,0.646070055522421,"0.778416740440566"
"biokurs19-15",1,5,5,7,5,1,1.4,1,2398,2509,"46","s_palat_cut.wav",42935,44335,47454,2,7,0.5,0.535,0.623509261472055,"0.751234394476186"
"biokurs19-15",1,6,6,2,2,2,1.728,1,3082,2563,"51","s_dent_cut.wav",52561,54289,57162,2,6,0.535,0.5,0.623509261472055,"0.751234394476186"
"biokurs19-15",1,7,2,4,4,1,1.342,0,2274,1626,"13","s_alv_cut.wav",61460,62802,65114,1,2,0.535,0.56755,0.664203030179724,"0.800264233458666"
"biokurs19-15",1,8,2,6,2,1,1.35,1,3374,1861,"15","s_dent_cut.wav",70507,71857,74380,2,6,0.5978215,0.535,0.682439320622866,"0.822236206378846"
"biokurs19-15",1,9,6,1,1,2,0.848,1,2685,1850,"50","t_sl_cut.wav",79080,79928,82956,2,6,0.535,0.57245,0.667154909775099,"0.803820802089519"
"biokurs19-15",1,10,5,8,5,1,1.141,1,2316,1642,"47","s_palat_cut.wav",87298,88439,90961,2,8,0.535,0.535,0.644594115724734,"0.77663845612514"
"biokurs19-15",1,11,6,4,4,2,0.957,1,2863,1823,"53","s_alv_cut.wav",95845,96802,99711,2,6,0.57245,0.6125215,0.713855753459356,"0.860088258235786"
"biokurs19-15",1,12,2,7,2,2,1.302,0,3050,2549,"16","s_dent_cut.wav",104779,106081,109362,1,7,0.625973995,0.57245,0.721959864785353,"0.869852487158993"
"biokurs19-15",1,13,8,3,3,2,1.61,1,3332,2260,"72","d_sh_retr_cut.wav",114714,116324,119011,2,8,0.6125215,0.57245,0.713855753459356,"0.860088258235786"
"biokurs19-15",1,14,1,7,1,1,0.819,1,4089,2358,"06","t_sl_cut.wav",125125,125944,129509,2,7,0.56755,0.6023785,0.704793483101555,"0.849169592539066"
"biokurs19-15",1,15,4,8,4,1,1.106,1,3052,2016,"37","s_alv_cut.wav",134577,135683,138607,2,8,0.6023785,0.6125215,0.731885412330821,"0.881811271351805"
"biokurs19-15",1,16,3,7,3,1,1.307,1,2608,1584,"26","d_sh_retr_cut.wav",143235,144542,146833,2,7,0.639644995,0.644544995,0.773627393482808,"0.932104047855101"
"biokurs19-15",1,17,1,2,2,2,0.924,1,2548,2140,"01","s_dent_cut.wav",151406,152330,155584,2,1,0.66979217465,0.5978215,0.763641416534203,"0.920072455367562"
"biokurs19-15",1,18,8,1,1,2,0.686,1,2760,2253,"70","t_sl_cut.wav",160365,161051,164640,2,8,0.639669005,0.655398005,0.780179975808621,"0.93999891890187"
"biokurs19-15",1,19,5,3,5,1,0.974,1,2286,998,"42","s_palat_cut.wav",168940,169914,171954,2,3,0.56755,0.66486984535,0.74243979478037,"0.894527706533278"
"biokurs19-15",1,20,5,4,4,1,0.992,0,2301,1600,"43","s_alv_cut.wav",176279,177271,179898,1,5,0.630212005,0.5978215,0.739797356295159,"0.891343967657144"
"biokurs19-15",1,21,4,1,1,2,0.671,1,2516,1211,"30","t_sl_cut.wav",184441,185112,187687,2,4,0.66489217465,0.67432684535,0.806778224260415,"0.972045787015161"
"biokurs19-15",1,22,2,3,2,1,1.006,1,2873,1989,"12","s_dent_cut.wav",192585,193591,196589,2,3,0.6929067224245,0.7114107345245,0.845995111550325,"1.01929620717239"
"biokurs19-15",1,23,3,4,3,1,1.093,1,2192,1869,"23","d_sh_retr_cut.wav",200793,201886,204683,2,4,0.761209485941215,0.7215297245245,0.893238289925736,"1.07621709462832"
"biokurs19-15",1,24,6,5,5,2,0.841,1,3162,1346,"54","s_palat_cut.wav",209870,210711,213227,2,6,0.625973995,0.655398005,0.771929767527508,"0.930058665235498"
"biokurs19-15",1,25,8,4,4,2,1.22,1,3221,2350,"73","s_alv_cut.wav",218462,219682,222835,2,8,0.772036805241215,0.70127586535,0.88755951222971,"1.0693750260538"
"biokurs19-15",1,26,3,2,3,1,1,1,3015,2175,"21","d_sh_retr_cut.wav",227874,228874,232065,2,2,0.77792482192533,0.714403251854785,0.899014855223821,"1.08317698247924"
"biokurs19-15",1,27,4,5,5,2,0.902,1,1892,1933,"34","s_palat_cut.wav",235978,236880,239947,2,4,0.65215581535,0.78799422887433,0.867581536698802,"1.0453045859205"
"biokurs19-15",1,28,7,1,1,2,0.768,1,3057,1510,"60","t_sl_cut.wav",245018,245786,248573,2,7,0.6883497224245,0.68966314465,0.83014858458803,"1.00020353794889"
"biokurs19-15",1,29,2,8,2,1,0.998,1,2720,1982,"17","s_dent_cut.wav",253321,254319,257347,2,8,0.76441147948462,0.7503651759245,0.91253842870459,"1.09947084395452"
"biokurs19-15",1,30,4,6,4,1,1.061,1,2698,2304,"35","s_alv_cut.wav",262064,263125,266398,2,6,0.843153824895533,0.70127586535,0.930402140638172,"1.12099391609918"
"biokurs19-15",1,31,3,2,2,1,1.691,0,3440,1588,"21","s_dent_cut.wav",271855,273546,275460,1,3,0.780902675920697,0.793470084390557,0.948440576872841,"1.14272750461085"
"biokurs19-15",1,32,1,4,1,1,0.655,1,2990,2704,"03","t_sl_cut.wav",280472,281127,285199,2,4,0.710165241854785,0.854133057152846,0.942371475493952,"1.13541515500978"
"biokurs19-15",1,33,1,5,5,2,0.828,1,3788,1426,"04","s_palat_cut.wav",291012,291840,294463,2,1,0.6765049082755,0.73045367492495,0.847586190466746,"1.02121321671852"
"biokurs19-15",1,34,3,4,4,2,1.364,1,2872,2011,"23","s_alv_cut.wav",299358,300722,303404,2,3,0.913922371153545,0.807927178483218,1.03728419426088,"1.24977063169128"
"biokurs19-15",1,35,5,2,5,2,0.935,0,1752,1124,"41","s_palat_cut.wav",307181,308116,310321,1,2,0.699149564696215,0.835565863235145,0.924550031921982,"1.11394300985051"
"biokurs19-15",1,36,1,3,3,2,0.869,1,3569,2258,"02","d_sh_retr_cut.wav",315913,316782,320202,2,1,0.864482080977043,0.781585432169697,0.991631245850499,"1.19476573092339"
"biokurs19-15",1,37,8,5,5,2,0.832,1,3929,2675,"74","s_palat_cut.wav",326158,326990,330859,2,8,0.74809003422495,0.802890738239215,0.934348672460377,"1.12574889028631"
"biokurs19-15",1,38,1,4,4,2,1.152,1,3282,2168,"03","s_alv_cut.wav",336160,337312,340343,2,1,0.919947805172797,0.836296412421575,1.05800438171675,"1.27473532498243"
"biokurs19-15",1,39,3,1,1,2,0.93,1,3043,1857,"20","t_sl_cut.wav",345414,346344,349312,2,3,0.894837161291086,0.87396833530865,1.06557160277547,"1.28385268230362"
"biokurs19-15",1,40,3,1,3,1,0.986,1,2097,1333,"20","d_sh_retr_cut.wav",353428,354414,356806,2,1,0.935146118780256,0.90219856000071,1.1068612789723,"1.33360049971793"
"biokurs19-15",2,41,13,16,13,1,1.013,1,2097,2675,"EH","k_click_cut.wav",7151,8164,11856,2,16,0.5,0.5,0.602424407219377,"0.725830332827233"
"biokurs19-15",2,42,15,12,12,1,1.095,0,3015,2549,"GD","p_cut.wav",16890,17985,21455,1,15,0.5,0.5,0.602424407219377,"0.725830332827233"
"biokurs19-15",2,43,10,16,10,1,1.119,1,2274,2509,"BH","b_sh_cut.wav",25749,26868,30286,2,16,0.5,0.535,0.623509261472055,"0.751234394476186"
"biokurs19-15",2,44,16,9,9,1,1.224,0,3440,1421,"HA","k_asp_cut.wav",35751,36975,39207,1,16,0.5,0.57245,0.646070055522421,"0.778416740440566"
"biokurs19-15",2,45,10,14,10,1,1.361,1,2398,2253,"BF","b_sh_cut.wav",43615,44976,47879,2,14,0.535,0.5,0.623509261472055,"0.751234394476186"
"biokurs19-15",2,46,11,13,13,2,1.367,1,1892,1626,"CE","k_click_cut.wav",51785,53152,55430,2,11,0.535,0.5,0.623509261472055,"0.751234394476186"
"biokurs19-15",2,47,14,12,12,2,1.381,1,3052,1982,"FD","p_cut.wav",60501,61882,64497,2,14,0.535,0.535,0.644594115724734,"0.77663845612514"
"biokurs19-15",2,48,11,9,9,1,0.861,0,4089,1211,"CA","k_asp_cut.wav",70604,71465,73842,1,11,0.535,0.535,0.644594115724734,"0.77663845612514"
"biokurs19-15",2,49,15,11,11,1,1.331,0,2286,1733,"GC","g_sl_cut.wav",78153,79484,81901,1,15,0.56755,0.535,0.664203030179724,"0.800264233458666"
"biokurs19-15",2,50,10,11,10,1,1.053,1,2872,1510,"BC","b_sh_cut.wav",86792,87845,90336,2,11,0.56755,0.6072785,0.70774536269693,"0.852726161169919"
"biokurs19-15",2,51,11,12,12,2,0.852,1,3271,1124,"CD","p_cut.wav",95636,96488,98786,2,11,0.56755,0.649787995,0.7333541200235,"0.883580842074087"
"biokurs19-15",2,52,11,16,11,2,1.287,0,2873,1333,"CH","g_sl_cut.wav",103682,104969,107031,1,16,0.69527315465,0.6023785,0.78173702882977,"0.941874932388419"
"biokurs19-15",2,53,15,9,9,1,1.34,0,2990,2140,"GA","k_asp_cut.wav",112048,113388,116211,1,15,0.57245,0.56755,0.68676382423009,"0.827446579423046"
"biokurs19-15",2,54,13,9,13,1,1.145,1,2608,2704,"EA","k_click_cut.wav",120840,121985,125557,2,9,0.56755,0.6125215,0.710903873863981,"0.856531689604932"
"biokurs19-15",2,55,10,15,10,1,0.846,1,3788,1642,"BG","b_sh_cut.wav",131371,132217,135038,2,15,0.5978215,0.5978215,0.720284525520998,"0.867833956632552"
"biokurs19-15",2,56,9,15,9,1,0.809,1,2548,998,"AG","k_asp_cut.wav",139606,140415,142625,2,15,0.655398005,0.639669005,0.780179975808621,"0.93999891890187"
"biokurs19-15",2,57,11,9,11,2,1.38,0,3082,2260,"CA","g_sl_cut.wav",147732,149112,152011,1,9,0.7439422754755,0.67952014465,0.857528504643164,"1.03319220216675"
"biokurs19-15",2,58,13,14,13,1,1.363,1,3569,1869,"EF","k_click_cut.wav",157605,158968,161487,2,14,0.5978215,0.57245,0.705000114673231,"0.849418552343225"
"biokurs19-15",2,59,12,15,12,1,1.096,1,2685,1861,"DG","p_cut.wav",166197,167293,170084,2,15,0.5978215,0.68444583535,0.772469139394994,"0.93070852679058"
