block	trial	vStim	aStim	match	resp	rt	fb	iti	feedJitter	vFile	aFile	stimOnset	respOnset	feedbackOnset
Block2	RL

2	1	2	2	1	2	899	1	3269	1726	ծ	norm_r.wav	8309	9208	12063
2	2	3	4	0	1	1078	1	2872	1101	Ⴇ	norm_au.wav	16978	18056	20114
2	3	2	1	0	1	887	1	4089	1592	ծ	norm_g.wav	26231	27118	29867
2	4	4	3	0	1	1112	1	2097	1483	Ⴐ	norm_i.wav	33999	35111	37527
2	5	3	3	1	2	1033	1	2698	940	Ⴇ	norm_i.wav	42262	43295	45233
2	6	4	4	1	2	1270	1	3052	834	Ⴐ	norm_au.wav	50314	51584	53181
2	7	2	2	1	2	853	1	2548	1760	ծ	norm_r.wav	57757	58610	61556
2	8	3	3	1	1	1224	0	2608	1205	Ⴇ	norm_i.wav	66208	67432	69445
2	9	1	1	1	2	1239	1	2286	871	Ⴒ	norm_g.wav	73762	75001	76667
2	10	3	4	0	1	1292	1	3282	1769	Ⴇ	norm_au.wav	81993	83285	85796
2	11	1	2	0	1	1397	1	2720	1353	Ⴒ	norm_r.wav	90551	91948	93949
2	12	2	2	1	2	810	1	3440	1388	ծ	norm_r.wav	99431	100241	102855
2	13	3	4	0	1	1254	1	1752	1412	Ⴇ	norm_au.wav	106650	107904	110097
2	14	1	1	1	2	1118	1	2873	1490	Ⴒ	norm_g.wav	115007	116125	118531
2	15	4	4	1	2	1566	1	2685	2009	Ⴐ	norm_au.wav	123246	124812	127299
2	16	2	1	0	1	906	1	3043	535	ծ	norm_g.wav	132386	133292	134962
2	17	4	3	0	1	1369	1	3788	1067	Ⴐ	norm_i.wav	140793	142162	143903
2	18	1	1	1	2	914	1	2869	2163	Ⴒ	norm_g.wav	148817	149731	153017
2	19	2	1	0	1	870	1	2760	1262	ծ	norm_g.wav	157810	158680	161112
2	20	4	4	1	2	1268	1	3057	1931	Ⴐ	norm_au.wav	166214	167482	170190
2	21	3	4	0	1	1152	1	3929	1143	Ⴇ	norm_au.wav	176152	177304	179340
2	22	2	2	1	2	926	1	2301	1654	ծ	norm_r.wav	183680	184606	187371
2	23	4	3	0	1	1275	1	2990	1435	Ⴐ	norm_i.wav	192405	193680	195881
2	24	1	2	0	1	1148	1	3332	2176	Ⴒ	norm_r.wav	201244	202392	205457
2	25	3	3	1	2	1251	1	2863	1667	Ⴇ	norm_i.wav	210358	211609	214068
2	26	1	2	0	1	1106	1	3569	2328	Ⴒ	norm_r.wav	219668	220774	224027
2	27	4	3	0	1	1314	1	3164	1433	Ⴐ	norm_i.wav	229237	230551	232715
2	28	2	1	0	1	1551	1	3162	1696	ծ	norm_g.wav	237910	239461	241635
2	29	1	2	0	1	1082	1	3221	775	Ⴒ	norm_r.wav	246894	247976	249710
2	30	4	4	1	2	1062	1	3082	1896	Ⴐ	norm_au.wav	254826	255888	258760
2	31	3	3	1	2	1370	1	2398	1076	Ⴇ	norm_i.wav	263191	264561	266296
2	32	1	1	1	2	966	1	3374	1369	Ⴒ	norm_g.wav	271705	272671	275104
