block	trial	vStim	aStim	match	resp	rt	fb	iti	feedJitter	vFile	aFile	stimOnset	respOnset	feedbackOnset
Block3	LR

3	1	3	3	1	2	1043	0	2097	1483	փ	norm_e.wav	7137	8180	10652
3	2	2	2	1	1	1383	1	2869	1067	ሆ	norm_m.wav	15576	16959	18680
3	3	3	4	0	2	973	1	3082	1101	փ	norm_äu.wav	23806	24779	26945
3	4	1	1	1	2	1770	0	3440	1654	ሉ	norm_u.wav	32413	34183	36103
3	5	4	4	1	0	0	2	2873	1490	Ⴉ	norm_äu.wav	41020	0	44543
3	6	1	2	0	1	1011	0	2760	1143	ሉ	norm_m.wav	49334	50345	52517
3	7	4	4	1	1	1139	1	3164	2163	Ⴉ	norm_äu.wav	57720	58859	61928
3	8	2	1	0	1	1635	0	3929	1726	ሆ	norm_u.wav	67889	69524	71660
3	9	3	4	0	0	0	2	2608	1412	փ	norm_äu.wav	76311	0	79755
3	10	2	1	0	2	1365	1	2398	1369	ሆ	norm_u.wav	84190	85555	87587
3	11	4	4	1	1	911	1	3282	1262	Ⴉ	norm_äu.wav	92914	93825	96209
3	12	3	3	1	1	1085	1	3332	1667	փ	norm_e.wav	101586	102671	105290
3	13	4	3	0	2	781	1	2301	535	Ⴉ	norm_e.wav	109622	110403	112194
3	14	2	1	0	1	953	0	3052	1353	ሆ	norm_u.wav	117288	118241	120674
3	15	3	4	0	2	1165	1	3788	940	փ	norm_äu.wav	126504	127669	129488
3	16	1	2	0	1	1290	0	2685	1388	ሉ	norm_m.wav	134202	135492	137633
3	17	3	4	0	2	963	1	3057	1896	փ	norm_äu.wav	142734	143697	146675
3	18	2	1	0	2	1627	1	3162	2009	ሆ	norm_u.wav	151870	153497	155908
3	19	1	1	1	1	1305	1	2990	2328	ሉ	norm_u.wav	160942	162247	165311
3	20	2	2	1	0	0	2	2698	1076	ሆ	norm_m.wav	170055	0	173162
3	21	3	3	1	2	1252	0	2863	871	փ	norm_e.wav	178060	179312	180975
3	22	1	1	1	2	1261	0	3569	775	ሉ	norm_u.wav	186588	187849	189394
3	23	2	2	1	2	1551	0	4089	2176	ሆ	norm_m.wav	195517	197068	199738
3	24	1	1	1	1	1587	1	3269	1433	ሉ	norm_u.wav	205044	206631	208506
3	25	4	3	0	2	795	1	2286	1931	Ⴉ	norm_e.wav	212825	213620	216791
3	26	2	2	1	1	1031	1	2548	1696	ሆ	norm_m.wav	221372	222403	225107
3	27	4	4	1	1	1097	1	3374	1435	Ⴉ	norm_äu.wav	230518	231615	233984
3	28	1	2	0	2	1226	1	3043	834	ሉ	norm_m.wav	239058	240284	241934
3	29	4	3	0	2	965	1	2720	1769	Ⴉ	norm_e.wav	246682	247647	250496
3	30	1	2	0	1	1293	0	1752	1205	ሉ	norm_m.wav	254283	255576	257523
3	31	4	3	0	2	1019	1	2872	1592	Ⴉ	norm_e.wav	262425	263444	266052
3	32	3	3	1	1	1529	1	3221	1760	փ	norm_e.wav	271308	272837	275109
