block	trial	vStim	aStim	match	resp	rt	fb	iti	feedJitter	vFile	aFile	stimOnset	respOnset	feedbackOnset
Block3	RL

3	1	1	1	1	2	1238	1	3788	1412	ሉ	norm_m.wav	8832	10070	12288
3	2	3	4	0	2	1489	0	3332	1435	ሆ	norm_äu.wav	17657	19146	21129
3	3	1	1	1	2	908	1	2760	2163	ሉ	norm_m.wav	25920	26828	30123
3	4	2	1	0	1	916	1	3569	871	փ	norm_m.wav	35725	36641	38627
3	5	1	1	1	2	947	1	2869	1205	ሉ	norm_m.wav	43540	44487	46783
3	6	4	3	0	1	1287	1	2286	1696	Ⴉ	norm_u.wav	51100	52387	54830
3	7	2	1	0	1	1175	1	3221	775	փ	norm_m.wav	60088	61263	62904
3	8	4	4	1	1	1633	0	2990	1726	Ⴉ	norm_äu.wav	67928	69561	71696
3	9	2	2	1	2	1294	1	3057	1076	փ	norm_e.wav	76795	78089	79917
3	10	3	4	0	2	1439	0	2685	834	ሆ	norm_äu.wav	84637	86076	87515
3	11	4	4	1	2	801	1	2873	1143	Ⴉ	norm_äu.wav	92416	93217	95593
3	12	3	3	1	1	1376	0	4089	1931	ሆ	norm_u.wav	101721	103097	105696
3	13	2	1	0	1	1387	1	2872	1388	փ	norm_m.wav	110602	111989	114025
3	14	1	2	0	1	873	1	2398	1369	ሉ	norm_e.wav	118466	119339	121863
3	15	3	3	1	2	915	1	2097	2009	ሆ	norm_u.wav	126005	126920	130059
3	16	2	2	1	2	995	1	1752	1101	փ	norm_e.wav	133855	134850	136991
3	17	3	3	1	2	770	1	3162	940	ሆ	norm_u.wav	142181	142951	145150
3	18	4	3	0	1	872	1	3440	1769	Ⴉ	norm_u.wav	150619	151491	154424
3	19	3	4	0	1	1047	1	2608	2328	ሆ	norm_äu.wav	159067	160114	163427
3	20	1	2	0	1	987	1	3282	2176	ሉ	norm_e.wav	168755	169742	172964
3	21	4	4	1	1	1349	0	2548	1654	Ⴉ	norm_äu.wav	177550	178899	181242
3	22	2	1	0	1	1055	1	3929	1483	փ	norm_m.wav	187215	188270	190743
3	23	4	4	1	2	1073	1	3082	1760	Ⴉ	norm_äu.wav	195862	196935	199660
3	24	1	1	1	2	993	1	3269	1896	ሉ	norm_m.wav	204973	205966	208898
3	25	4	3	0	1	1322	1	3164	1490	Ⴉ	norm_u.wav	214095	215417	217630
3	26	3	4	0	1	838	1	2863	1353	ሆ	norm_äu.wav	222523	223361	225920
3	27	4	3	0	1	1104	1	2301	1592	Ⴉ	norm_u.wav	230263	231367	233892
3	28	1	2	0	1	1037	1	2698	535	ሉ	norm_e.wav	238625	239662	241191
3	29	2	2	1	2	872	1	3374	1667	փ	norm_e.wav	246607	247479	250305
3	30	3	3	1	2	935	1	3043	1262	ሆ	norm_u.wav	255379	256314	258682
3	31	1	2	0	1	887	1	3052	1067	ሉ	norm_e.wav	263779	264666	266878
3	32	2	2	1	1	1434	0	2720	1433	փ	norm_e.wav	271642	273076	275120
