subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
16,1,40,3_1,3,1,0.981,1,3050,2482,20,s_palat_cut.wav,352332,353313,356831,1
16,2,1,5_8,5,2,1.255,0,2698,1857,EH,k_click_cut.wav,7745,9000,11618,3
16,2,2,7_4,4,1,1.316,0,2608,1510,GD,p_cut.wav,16263,17579,19805,3
16,2,3,2_8,2,1,1.575,1,2443,1584,BH,b_sh_cut.wav,24294,25869,27914,3
16,2,4,8_1,1,1,1.653,0,3440,1642,HA,k_asp_cut.wav,33397,35050,37057,3
16,2,5,2_6,2,1,1.658,1,3569,2304,BF,b_sh_cut.wav,42647,44305,46981,3
16,2,6,3_5,5,2,1.925,1,2316,2549,CE,k_click_cut.wav,51314,53239,55884,3
16,2,7,6_4,4,2,1.439,1,1892,2509,FD,p_cut.wav,59796,61235,64324,3
16,2,8,3_1,1,2,1.268,1,2990,2704,CA,k_asp_cut.wav,69339,70607,74066,3
16,2,9,7_3,3,1,1.425,0,3332,2016,GC,g_sl_cut.wav,79441,80866,83476,3
16,2,10,2_3,2,1,1.145,1,3374,1421,BC,b_sh_cut.wav,88870,90015,92303,3
16,2,11,3_4,4,2,1.383,1,3271,998,CD,p_cut.wav,97585,98968,100609,3
16,2,12,3_8,3,1,1.336,1,2872,2358,CH,g_sl_cut.wav,105506,106842,109880,3
16,2,13,7_1,1,2,1.272,1,2274,2675,GA,k_asp_cut.wav,114170,115442,118873,3
16,2,14,5_1,5,2,1.364,0,2874,2260,EA,k_click_cut.wav,123766,125130,128040,3
16,2,15,2_7,2,1,1.099,1,2301,1333,BG,b_sh_cut.wav,132366,133465,135718,3
16,2,16,1_7,1,1,0.976,1,3221,1626,AG,k_asp_cut.wav,140966,141942,144615,3
16,2,17,3_1,3,2,1.475,0,2863,1426,CA,g_sl_cut.wav,149497,150972,152949,3
16,2,18,5_6,5,1,1.256,1,2873,2253,EF,k_click_cut.wav,157845,159101,162113,3
16,2,19,4_7,4,1,1.255,1,3052,2482,DG,p_cut.wav,167180,168435,171676,3
16,2,20,3_2,2,2,1.308,1,3162,1588,CB,b_sh_cut.wav,176854,178162,180453,3
16,2,21,4_8,4,1,1.337,1,1752,1124,DH,p_cut.wav,184226,185563,187385,3
16,2,22,1_6,1,2,1.697,0,3057,1346,AF,k_asp_cut.wav,192465,194162,195838,3
16,2,23,4_5,5,2,1.4,1,2548,1989,DE,k_click_cut.wav,200400,201800,204410,3
16,2,24,5_1,1,2,1.789,1,2286,1211,EA,k_asp_cut.wav,208707,210496,211934,3
16,2,25,5_3,3,2,1.937,1,3788,1869,EC,g_sl_cut.wav,217747,219684,221659,3
16,2,26,2_1,2,2,1.752,0,2685,2175,BA,b_sh_cut.wav,226369,228121,230569,3
16,2,27,1_4,1,2,1.839,0,3164,1982,AD,k_asp_cut.wav,235754,237593,239763,3
16,2,28,8_3,3,2,1.535,1,3050,2563,HC,g_sl_cut.wav,244832,246367,249411,3
16,2,29,6_5,5,2,1.586,1,3082,2168,FE,k_click_cut.wav,254517,256103,258705,3
16,2,30,1_4,4,1,1.247,0,3015,1850,AD,p_cut.wav,263748,264995,267631,3
16,2,31,8_5,5,2,0.859,1,3282,1968,HE,k_click_cut.wav,272940,273799,276923,3
16,2,32,3_2,3,2,1.622,0,2760,1600,CB,g_sl_cut.wav,281698,283320,285319,3
16,2,33,2_4,4,2,1.818,1,2516,2350,BD,p_cut.wav,289863,291681,294247,3
16,2,34,7_2,2,2,1.625,1,4089,2258,GB,b_sh_cut.wav,300360,301985,304662,3
16,2,35,4_3,4,1,1.271,1,2720,1861,DC,p_cut.wav,309409,310680,313296,3
16,2,36,1_2,2,1,1.4,0,3929,2011,AB,b_sh_cut.wav,319240,320640,323277,3
16,2,37,3_6,3,1,1.636,1,3043,1823,CF,g_sl_cut.wav,328345,329981,332192,3
16,2,38,5_3,5,1,1.255,1,2398,1933,EC,k_click_cut.wav,336608,337863,340568,3
16,2,39,3_5,3,1,1.683,1,2097,1733,CE,g_sl_cut.wav,344680,346363,348457,3
16,2,40,1_3,1,1,1.513,1,2192,2140,AC,k_asp_cut.wav,352668,354181,356829,3
16,3,1,4_3,4,1,1.583,1,2874,2350,LK,n_velar_cut.wav,7935,9518,12326,4
16,3,2,3_8,3,2,1.009,0,2274,1211,KP,r_dent_cut.wav,16621,17630,19845,4
16,3,3,1_5,1,2,1.235,0,3015,2509,IM,n_alv_cut.wav,24903,26138,29427,4
16,3,4,2_7,2,1,1.878,1,3569,2704,JO,n_palat_cut.wav,35039,36917,39756,4
16,3,6,4_7,4,1,1.304,1,3162,2253,LO,n_velar_cut.wav,53263,54567,57527,4
16,3,7,7_2,2,2,1.511,1,2990,1421,OJ,n_palat_cut.wav,62531,64042,65975,4
16,3,8,8_1,1,1,1.154,0,2516,2549,PI,n_alv_cut.wav,70502,71656,75068,4
16,3,9,3_4,3,1,1.768,1,2398,2258,KL,r_dent_cut.wav,79486,81254,83755,4
16,3,10,3_5,5,1,1.999,0,3282,998,KM,r_dent_trill_cut.wav,89078,91077,92113,4
16,3,11,8_2,2,2,1.683,1,3052,2304,PJ,n_palat_cut.wav,97189,98872,101507,4
16,3,12,5_3,3,1,1.057,0,2608,2168,MK,r_dent_cut.wav,106132,107189,110314,4
16,3,13,1_2,2,1,1.895,0,3082,1968,IJ,n_palat_cut.wav,115424,117319,119412,4
16,3,14,5_1,5,2,1.012,0,2685,2563,MI,r_dent_trill_cut.wav,124111,125123,128700,4
16,3,15,4_3,3,2,1.651,1,1892,2175,LK,r_dent_cut.wav,132616,134267,136810,4
16,3,16,6_5,5,1,1.93,0,3440,2011,NM,r_dent_trill_cut.wav,142271,144201,146299,4
16,3,17,8_4,4,2,1.354,1,3050,1600,PL,n_velar_cut.wav,151374,152728,154991,4
16,3,18,6_2,2,1,1.367,0,2720,1857,NJ,n_palat_cut.wav,159738,161105,163639,4
16,3,19,3_1,3,1,1.56,1,2286,2016,KI,r_dent_cut.wav,167944,169504,171976,4
16,3,20,5_2,2,1,1.675,0,3788,2482,MJ,n_palat_cut.wav,177784,179459,182308,4
16,3,21,6_3,3,2,1.649,1,2097,1850,NK,r_dent_cut.wav,186422,188071,190299,4
16,3,22,4_8,4,1,1.05,1,3271,2675,LP,n_velar_cut.wav,195596,196646,200315,4
16,3,23,7_5,5,1,1.781,0,2443,2260,OM,r_dent_trill_cut.wav,204777,206558,209056,4
16,3,24,1_6,1,2,1.459,0,3221,1933,IN,n_alv_cut.wav,214302,215761,218275,4
16,3,25,2_4,4,1,1.707,0,3164,1823,JL,n_velar_cut.wav,223454,225161,227303,4
16,3,26,1_5,5,1,1.825,0,2873,1982,IM,r_dent_trill_cut.wav,232194,234019,236191,4
16,3,27,5_4,4,2,1.088,1,3332,1510,ML,n_velar_cut.wav,241542,242630,245070,4
16,3,28,1_2,1,1,1.775,1,3057,1333,IJ,n_alv_cut.wav,250156,251931,253516,4
16,3,29,5_8,5,1,1.241,1,2548,1426,MP,r_dent_trill_cut.wav,258091,259332,261538,4
16,3,30,3_6,3,1,1.755,1,3043,2358,KN,r_dent_cut.wav,266604,268359,271003,4
16,3,32,4_5,4,1,0.857,1,2192,1861,LM,n_velar_cut.wav,284829,285686,288728,4
16,3,33,3_1,1,2,1.317,1,2863,1584,KI,n_alv_cut.wav,293607,294924,297216,4
16,3,34,8_3,3,2,1.585,1,2872,1626,PK,r_dent_cut.wav,302113,303698,305756,4
16,3,35,6_4,4,2,1.104,1,2698,1346,NL,n_velar_cut.wav,310473,311577,313831,4
16,3,36,7_1,1,2,1.352,1,4089,1124,OI,n_alv_cut.wav,319935,321287,323085,4
16,3,37,2_4,2,1,1.539,1,3374,2140,JL,n_palat_cut.wav,328482,330021,332635,4
16,3,38,4_1,1,2,1.233,1,2760,1733,LI,n_alv_cut.wav,337415,338648,341170,4
16,3,39,2_3,2,2,1.88,0,2316,1588,JK,n_palat_cut.wav,345505,347385,349114,4
16,3,40,8_5,5,2,0.93,1,1752,1869,PM,r_dent_trill_cut.wav,352887,353817,356773,4
