subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
05,1,1,1_3,1,1,1.186,1,2097,2675,02,d_sh_retr_cut.wav,7146,8332,11835,1
05,1,2,7_3,3,1,0.944,0,3929,2704,62,t_sl_cut.wav,17783,18727,22513,1
05,1,3,4_2,2,2,1.217,1,2398,2253,31,s_dent_cut.wav,26937,28154,31200,1
05,1,4,3_8,3,1,1.222,1,2316,1869,27,t_sl_cut.wav,35530,36752,39421,1
05,1,5,5_7,5,1,1.248,1,3043,1600,46,s_palat_cut.wav,44489,45737,48130,1
05,1,6,6_2,2,2,1.203,1,2760,1861,51,s_dent_cut.wav,52917,54120,56817,1
05,1,7,2_4,4,2,1.435,1,2872,2509,13,s_alv_cut.wav,61704,63139,66248,1
05,1,8,2_6,2,1,1.148,1,2873,1933,15,s_dent_cut.wav,71146,72294,75112,1
05,1,9,6_1,1,1,1.461,0,3050,1642,50,d_sh_retr_cut.wav,80176,81637,83834,1
05,1,10,5_8,5,2,1.772,0,2286,2549,47,s_palat_cut.wav,88141,89913,92724,1
05,1,11,6_4,4,2,1.227,1,1752,2258,53,s_alv_cut.wav,96496,97723,100770,1
05,1,12,2_7,2,1,0.827,1,3221,1588,16,s_dent_cut.wav,106018,106845,109647,1
05,1,13,8_3,3,1,1.29,0,2874,1346,72,t_sl_cut.wav,114543,115833,117903,1
05,1,14,1_7,1,1,1.565,1,3374,1982,06,d_sh_retr_cut.wav,123292,124857,127286,1
05,1,15,4_8,4,1,1.565,1,3162,1421,37,s_alv_cut.wav,132466,134031,135898,1
05,1,16,3_7,3,2,1.253,0,3788,1850,26,t_sl_cut.wav,141697,142950,145572,1
05,1,17,1_2,2,2,1.017,1,2685,1510,01,s_dent_cut.wav,150283,151300,153836,1
05,1,18,8_1,1,2,0.999,1,3015,2175,70,d_sh_retr_cut.wav,158880,159879,163070,1
05,1,19,5_3,5,1,1.56,1,2698,1333,42,s_palat_cut.wav,167789,169349,171135,1
05,1,20,5_4,4,2,0.824,1,2516,1857,43,s_alv_cut.wav,175679,176503,179552,1
05,1,21,4_1,1,2,0.984,1,3569,1968,30,d_sh_retr_cut.wav,185141,186125,189139,1
05,1,22,2_3,2,2,1.02,0,3282,2260,12,s_dent_cut.wav,194436,195456,198711,1
05,1,23,3_4,3,1,1.374,1,3332,1584,23,t_sl_cut.wav,204068,205442,207671,1
05,1,24,6_5,5,1,1.663,0,3057,1426,54,s_palat_cut.wav,212753,214416,216206,1
05,1,25,8_4,4,2,1.128,1,3052,2482,73,s_alv_cut.wav,221282,222410,225778,1
05,1,26,3_2,3,1,1.729,1,4089,2140,21,t_sl_cut.wav,231883,233612,236049,1
05,1,27,4_5,5,2,1.848,1,3271,2016,34,s_palat_cut.wav,241341,243189,245383,1
05,1,28,7_1,1,2,0.922,1,2192,998,60,d_sh_retr_cut.wav,249595,250517,252614,1
05,1,29,2_8,2,1,1.135,1,2720,2011,17,s_dent_cut.wav,257359,258494,261414,1
05,1,30,4_6,4,1,1.102,1,1892,2358,35,s_alv_cut.wav,265331,266433,269726,1
05,1,31,3_2,2,2,1.103,1,3164,1823,21,s_dent_cut.wav,274905,276008,278773,1
05,1,32,1_4,1,1,1.003,1,2990,2350,03,d_sh_retr_cut.wav,283780,284783,288153,1
05,1,33,1_5,5,2,1.254,1,2443,2168,04,s_palat_cut.wav,292620,293874,296807,1
05,1,34,3_4,4,2,0.892,1,2548,1733,23,s_alv_cut.wav,301383,302275,305154,1
05,1,35,5_2,5,1,0.867,1,3082,1211,41,s_palat_cut.wav,310255,311122,313486,1
05,1,36,1_3,3,1,1.172,0,3440,1989,02,t_sl_cut.wav,318951,320123,322957,1
05,1,37,8_5,5,2,1.179,1,2301,2304,74,s_palat_cut.wav,327270,328449,331592,1
05,1,38,1_4,4,2,1.09,1,2608,1124,03,s_alv_cut.wav,336217,337307,339355,1
05,1,39,3_1,1,2,0.939,1,2274,2563,20,d_sh_retr_cut.wav,343652,344591,348242,1
05,1,40,3_1,3,1,1.231,1,2863,1626,20,t_sl_cut.wav,353130,354361,356781,1
05,2,1,8_3,3,1,1.084,0,2192,1588,hc,a_uml.wav,7248,8332,10879,2
05,2,2,1_2,2,2,1.087,1,3162,2350,ab,i.wav,16055,17142,20423,2
05,2,3,7_1,1,1,1.287,0,2443,2175,ga,o.wav,24890,26177,29084,2
05,2,4,4_5,5,2,1.267,1,3282,2509,de,a_low.wav,34387,35654,38929,2
05,2,5,3_2,2,2,1.526,1,3082,2140,cb,i.wav,44036,45562,48196,2
05,2,6,1_6,1,1,1.374,1,2608,2704,af,o.wav,52825,54199,57542,2
05,2,7,4_3,4,1,1.558,1,2548,2675,dc,u.wav,62116,63674,66811,2
05,2,8,7_2,2,2,0.96,1,2286,2016,gb,i.wav,71116,72076,75166,2
05,2,9,5_8,5,1,1.702,1,2990,1733,eh,a_low.wav,80176,81878,83932,2
05,2,10,6_3,3,2,1.063,1,3043,1869,fc,a_uml.wav,88993,90056,92885,2
05,2,11,6_2,2,2,0.786,1,2516,1584,fb,i.wav,97426,98212,101027,2
05,2,12,3_5,3,1,1.374,1,3050,1857,ce,a_uml.wav,106103,107477,109976,2
05,2,13,1_8,1,1,1.314,1,1892,2260,ah,o.wav,113887,115201,118166,2
05,2,14,3_4,3,1,0.893,1,4089,1933,cd,a_uml.wav,124280,125173,128239,2
05,2,15,4_6,4,2,1.626,0,2698,1823,df,u.wav,132951,134577,136787,2
05,2,16,4_2,2,2,0.865,1,3929,2253,db,i.wav,142733,143598,147012,2
05,2,17,5_4,4,1,1.417,0,2685,2258,ed,u.wav,151711,153128,155995,2
05,2,18,2_5,5,2,1.168,1,1752,1850,be,a_low.wav,159774,160942,163641,2
05,2,19,5_3,3,1,1.179,0,2301,2563,ec,a_uml.wav,167968,169147,172549,2
05,2,20,3_5,5,1,1.668,0,3052,1982,ce,a_low.wav,177625,179293,181622,2
05,2,21,6_1,1,2,1.02,1,2097,1333,fa,o.wav,185737,186757,189115,2
05,2,22,4_7,4,1,1.48,1,3271,1510,dg,u.wav,194414,195894,197968,2
05,2,23,3_8,3,1,1.178,1,3332,1211,ch,a_uml.wav,203328,204506,206558,2
05,2,24,1_5,1,1,0.878,1,2873,2168,ae,o.wav,211456,212334,215639,2
05,2,25,2_3,2,1,0.77,1,2398,1124,bc,i.wav,220065,220835,223200,2
05,2,26,5_2,5,1,1.208,1,3057,1861,eb,a_low.wav,228280,229488,232168,2
05,2,27,8_2,2,2,0.636,1,3015,1421,hb,i.wav,237198,237834,240635,2
05,2,28,3_1,1,2,0.841,1,3569,2304,ca,o.wav,246214,247055,250549,2
05,2,29,6_5,5,2,1.461,1,2863,1626,fe,a_low.wav,255428,256889,259098,2
05,2,30,1_3,1,1,0.741,1,2872,2482,ac,o.wav,263989,264730,268487,2
05,2,31,4_2,4,1,1.162,1,3440,1642,db,u.wav,273943,275105,277603,2
05,2,32,5_7,5,1,1.526,1,3164,2358,eg,a_low.wav,282787,284313,287172,2
05,2,33,6_4,4,2,1.685,1,3221,1989,fd,u.wav,292409,294094,296439,2
