subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
13,3,17,8_4,4,2,1.169,1,2301,1933,PL,r_dent_cut.wav,150409,151578,154361,4
13,3,18,6_2,2,2,1.714,1,1752,1850,NJ,r_dent_trill_cut.wav,158127,159841,161993,4
13,3,19,3_1,3,2,1.51,0,2873,2253,KI,n_palat_cut.wav,166892,168402,171179,4
13,3,20,5_2,2,2,1.216,1,2548,1426,MJ,r_dent_trill_cut.wav,175741,176957,179205,4
13,3,21,6_3,3,1,1.201,0,2097,2304,NK,n_palat_cut.wav,183325,184526,187656,4
13,3,22,4_8,4,1,1.315,1,3082,2549,LP,r_dent_cut.wav,192755,194070,197324,4
13,3,23,7_5,5,2,1.69,1,2760,2260,OM,n_alv_cut.wav,202104,203794,206386,4
13,3,24,1_6,1,1,1.245,1,3162,2258,IN,n_velar_cut.wav,211573,212818,215842,4
13,3,25,2_4,4,2,1.125,1,2720,2509,JL,r_dent_cut.wav,220589,221714,225142,4
13,3,26,1_5,5,2,0.892,1,3043,2358,IM,n_alv_cut.wav,230210,231102,234591,4
13,3,27,5_4,4,2,1.121,1,2274,1124,ML,r_dent_cut.wav,238881,240002,242033,4
13,3,28,1_2,1,1,1.307,1,3788,1733,IJ,n_velar_cut.wav,247844,249151,251619,4
13,3,29,5_8,5,1,1.187,1,2990,2011,MP,n_alv_cut.wav,256628,257815,260662,4
13,3,30,3_6,3,2,0.849,0,4089,1510,KN,n_palat_cut.wav,266776,267625,270312,4
13,3,31,2_5,5,1,1.348,0,2192,2482,JM,n_alv_cut.wav,274532,275880,279035,4
13,3,32,4_5,4,1,1.257,1,2698,2175,LM,r_dent_cut.wav,283750,285007,287937,4
13,3,33,3_1,1,2,1.781,1,3164,1642,KI,n_velar_cut.wav,293122,294903,296791,4
13,3,34,8_3,3,2,1.86,1,3374,998,PK,n_palat_cut.wav,302186,304046,305196,4
13,3,35,6_4,4,1,1.234,0,3282,1588,NL,r_dent_cut.wav,310503,311737,314106,4
13,3,36,7_1,1,2,1.927,1,2443,1989,OI,n_velar_cut.wav,318571,320498,322578,4
13,3,37,2_4,2,2,1.972,0,2872,2016,JL,r_dent_trill_cut.wav,327462,329434,331494,4
13,3,38,4_1,1,2,1.426,1,2516,1823,LI,n_velar_cut.wav,336030,337456,339870,4
13,3,39,2_3,2,1,1.648,1,3015,1968,JK,r_dent_trill_cut.wav,344903,346551,348887,4
13,3,40,8_5,5,2,1.143,1,2608,1211,PM,n_alv_cut.wav,353509,354652,356734,4
