subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
13,1,1,1_3,1,1,1.464,1,3271,2358,02,d_sh_retr_cut.wav,9171,10635,13563,1
13,1,2,7_3,3,1,1.251,0,4089,2304,62,t_sl_cut.wav,19668,20919,23998,1
13,1,3,4_2,2,2,1.238,1,2760,1857,31,s_dent_cut.wav,28775,30013,32653,1
13,1,4,3_8,3,1,1.414,1,2443,1588,27,t_sl_cut.wav,37116,38530,40722,1
13,1,5,5_7,5,1,1.501,1,2097,1426,46,s_palat_cut.wav,44841,46342,48294,1
13,1,6,6_2,2,1,1.446,0,2301,1642,51,s_dent_cut.wav,52618,54064,56279,1
13,1,7,2_4,4,2,1.406,1,3788,1584,13,s_alv_cut.wav,62087,63493,65696,1
13,1,8,2_6,2,1,1.029,1,2286,1346,15,s_dent_cut.wav,70008,71037,73369,1
13,1,9,6_1,1,1,1.288,0,3164,1333,50,d_sh_retr_cut.wav,78548,79836,81908,1
13,1,10,5_8,5,2,1.078,0,2863,1421,47,s_palat_cut.wav,86798,87876,90245,1
13,1,11,6_4,4,2,1.886,1,2698,1823,53,s_alv_cut.wav,94953,96839,98789,1
13,1,12,2_7,2,1,1.372,1,2685,2253,16,s_dent_cut.wav,103491,104863,107770,1
13,1,13,8_3,3,2,0.614,1,2274,2675,72,t_sl_cut.wav,112058,112672,116761,1
13,1,14,1_7,1,1,0.764,1,2873,1211,06,d_sh_retr_cut.wav,121653,122417,124879,1
13,1,15,4_8,4,1,1.334,1,2720,1626,37,s_alv_cut.wav,129625,130959,133277,1
13,1,16,3_7,3,1,1.046,1,3082,1733,26,t_sl_cut.wav,138378,139424,142130,1
13,1,17,1_2,2,2,1.732,1,2874,1124,01,s_dent_cut.wav,147023,148755,150162,1
13,1,18,8_1,1,2,1.344,1,3162,2016,70,d_sh_retr_cut.wav,155347,156691,159374,1
13,1,19,5_3,5,1,1.326,1,2516,1869,42,s_palat_cut.wav,163910,165236,167813,1
13,1,20,5_4,4,2,1.527,1,3221,2563,43,s_alv_cut.wav,173059,174586,177645,1
13,1,21,4_1,1,2,1.765,1,3282,2549,30,d_sh_retr_cut.wav,182951,184716,187534,1
13,1,22,2_3,2,2,1.33,0,3569,1968,12,s_dent_cut.wav,193123,194453,197122,1
13,1,23,3_4,3,1,1.206,1,3043,1600,23,t_sl_cut.wav,202179,203385,205803,1
13,1,24,6_5,5,2,1.223,1,2398,2704,54,s_palat_cut.wav,210228,211451,214942,1
13,1,25,8_4,4,2,1.444,1,2192,2260,73,s_alv_cut.wav,219160,220604,223441,1
13,1,26,3_2,3,2,1.615,0,3374,2509,21,t_sl_cut.wav,228840,230455,233361,1
13,1,27,4_5,5,2,1.832,1,2608,1933,34,s_palat_cut.wav,237994,239826,241940,1
13,1,28,7_1,1,2,1.351,1,1752,2140,60,d_sh_retr_cut.wav,245707,247058,249863,1
13,1,29,2_8,2,1,1.192,1,3332,2258,17,s_dent_cut.wav,255216,256408,259492,1
13,1,30,4_6,4,1,1.256,1,3440,2482,35,s_alv_cut.wav,264959,266215,269459,1
13,1,31,3_2,2,2,1.472,1,3050,1989,21,s_dent_cut.wav,274525,275997,278548,1
13,1,32,1_4,1,2,1.121,0,1892,2175,03,d_sh_retr_cut.wav,282451,283572,286645,1
13,1,33,1_5,5,2,0.902,1,2548,1982,04,s_palat_cut.wav,291214,292116,295217,1
13,1,34,3_4,4,2,1.451,1,3057,998,23,s_alv_cut.wav,300292,301743,303317,1
13,1,35,5_2,5,1,1.06,1,2316,1850,41,s_palat_cut.wav,307658,308718,311529,1
13,1,36,1_3,3,2,1.951,1,3015,1861,02,t_sl_cut.wav,316570,318521,320465,1
13,1,37,8_5,5,2,0.913,1,3929,2350,74,s_palat_cut.wav,326409,327322,330803,1
13,1,38,1_4,4,2,1.108,1,3052,1510,03,s_alv_cut.wav,335879,336987,339403,1
13,1,39,3_1,1,2,1.003,1,2872,2011,20,d_sh_retr_cut.wav,344303,345306,348331,1
13,1,40,3_1,3,1,1.181,1,2990,2168,20,t_sl_cut.wav,353346,354527,357554,1
13,2,1,8_3,3,2,1.066,1,2301,2549,hc,i.wav,7369,8435,11945,2
13,2,2,1_2,2,2,1.308,1,3015,1426,ab,a_uml.wav,16998,18306,20440,2
13,2,4,4_5,5,2,1.155,1,1892,1600,de,o.wav,33173,34328,36792,2
13,2,5,3_2,2,1,0.826,0,3162,1588,cb,a_uml.wav,41981,42807,45580,2
13,2,6,1_6,1,1,1.41,1,3332,2563,af,u.wav,50933,52343,55515,2
13,2,7,4_3,4,1,1.801,1,3043,1968,dc,a_low.wav,60600,62401,64591,2
13,2,8,7_2,2,1,1.327,0,2698,2168,gb,a_uml.wav,69304,70631,73485,2
13,2,9,5_8,5,1,1.503,1,3057,1510,eh,o.wav,78570,80073,82107,2
13,2,10,6_3,3,2,1.347,1,3440,1421,fc,i.wav,87575,88922,91013,2
13,2,11,6_2,2,2,0.913,1,3164,1869,fb,a_uml.wav,96188,97101,100084,2
13,2,12,3_5,3,1,1.408,1,2874,1211,ce,i.wav,104983,106391,108208,2
13,2,13,1_8,1,1,1.569,1,2760,1733,ah,u.wav,112993,114562,116748,2
13,2,14,3_4,3,2,1.329,0,2443,1124,cd,i.wav,121210,122539,124370,2
13,2,15,4_6,4,2,1.321,0,2872,2175,df,a_low.wav,129265,130586,133457,2
13,2,16,4_2,2,2,0.92,1,2990,1346,db,a_uml.wav,138468,139388,141855,2
13,2,17,5_4,4,1,1.675,0,3271,2350,ed,a_low.wav,147140,148815,151516,2
13,2,18,2_5,5,2,1.157,1,4089,2304,be,o.wav,157629,158786,161959,2
13,2,19,5_3,3,2,1.483,1,2516,1982,ec,i.wav,166492,167975,170509,2
13,2,20,3_5,5,1,1.306,0,1752,2016,ce,o.wav,174279,175585,178312,2
13,2,21,6_1,1,1,1.478,0,2097,2675,fa,u.wav,182429,183907,187149,2
13,2,22,4_7,4,1,1.429,1,2192,1626,dg,a_low.wav,191359,192788,195006,2
13,2,23,3_8,3,1,1.728,1,2863,1850,ch,i.wav,199888,201616,203764,2
13,2,24,1_5,1,1,1.096,1,3569,1989,ae,u.wav,209359,210455,213361,2
13,2,25,2_3,2,1,0.796,1,3374,1933,bc,a_uml.wav,218746,219542,222691,2
13,2,26,5_2,5,2,0.721,0,2274,1584,eb,o.wav,226980,227701,230591,2
13,2,27,8_2,2,2,1.573,1,2548,1861,hb,a_uml.wav,235165,236738,239046,2
13,2,28,3_1,1,2,1.063,1,2720,2358,ca,u.wav,243781,244844,248165,2
13,2,29,6_5,5,2,1.8,1,3052,1642,fe,o.wav,253233,255033,256907,2
13,2,30,1_3,1,1,1.655,1,3082,2258,ac,u.wav,262010,263665,266288,2
13,2,31,4_2,4,1,1.739,1,2286,1333,db,a_low.wav,270601,272340,273950,2
13,2,32,5_7,5,1,1.906,1,2685,1823,eg,o.wav,278662,280568,282511,2
13,2,33,6_4,4,2,1.425,1,3221,2253,fd,a_low.wav,287749,289174,292025,2
13,2,34,2_8,2,1,0.738,1,3929,998,bh,a_uml.wav,297969,298707,300993,2
13,2,35,8_4,4,2,1.87,1,3282,2260,hd,a_low.wav,306299,308169,310575,2
13,2,36,5_6,5,1,1.194,1,2873,2704,ef,o.wav,315473,316667,320192,2
13,2,37,1_3,3,2,1.595,1,2316,2011,ac,i.wav,324534,326129,328566,2
13,2,38,1_2,1,1,1.029,1,3050,2482,ab,u.wav,333641,334670,338157,2
13,2,39,3_6,3,1,1.564,1,2398,2509,cf,i.wav,342571,344135,347091,2
13,2,40,2_4,4,2,1.428,1,3788,1857,bd,a_low.wav,352904,354332,356786,2
13,3,1,4_3,4,2,1.603,0,2286,2140,LK,r_dent_cut.wav,7348,8951,11508,4
13,3,3,1_5,1,1,0.946,1,3057,2563,IM,n_velar_cut.wav,24906,25852,29496,4
13,3,4,2_7,2,1,1.595,1,2316,1857,JO,r_dent_trill_cut.wav,33836,35431,37714,4
13,3,5,6_1,1,2,0.96,1,3221,1600,NI,n_velar_cut.wav,42955,43915,46578,4
13,3,6,4_7,4,2,1.163,0,3052,2675,LO,r_dent_cut.wav,51657,52820,56346,4
13,3,7,7_2,2,2,1.178,1,1892,1626,OJ,r_dent_trill_cut.wav,60257,61435,63919,4
13,3,8,8_1,1,1,0.769,0,3050,1584,PI,n_velar_cut.wav,68988,69757,72606,4
13,3,9,3_4,3,2,1.178,0,3440,1869,KL,n_palat_cut.wav,78072,79250,81976,4
13,3,10,3_5,5,2,1.289,1,2863,2704,KM,n_alv_cut.wav,86864,88153,91593,4
13,3,11,8_2,2,2,1.391,1,3929,2350,PJ,r_dent_trill_cut.wav,97548,98939,101924,4
13,3,12,5_3,3,1,1.034,0,2685,1346,MK,n_palat_cut.wav,106633,107667,110004,4
13,3,13,1_2,2,2,1.477,1,3569,1333,IJ,r_dent_trill_cut.wav,115588,117065,118934,4
13,3,14,5_1,5,2,1.339,0,2398,2168,MI,n_alv_cut.wav,123359,124698,127555,4
13,3,15,4_3,3,2,1.42,1,3332,1982,LK,n_palat_cut.wav,132915,134335,136916,4
13,3,16,6_5,5,1,1.675,0,3271,1861,NM,n_alv_cut.wav,142206,143881,146093,4
