subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
01,1,1,1_3,1,1,1.271,1,1892,998,02,t_sl_cut.wav,6969,8240,9994,1
01,1,2,7_3,3,1,1.802,0,2608,2258,62,d_sh_retr_cut.wav,14627,16429,18898,1
01,1,3,4_2,2,1,1.92,0,2760,2549,31,s_palat_cut.wav,23703,25623,28274,1
01,1,6,6_2,2,1,1.011,0,3164,2675,51,s_palat_cut.wav,51930,52941,56631,1
01,1,8,2_6,2,2,1.811,0,3440,2704,15,s_palat_cut.wav,70179,71990,74900,1
01,1,9,6_1,1,2,1.7,1,2316,1861,50,t_sl_cut.wav,79242,80942,83124,1
01,1,11,6_4,4,1,1.242,0,3052,1124,53,s_alv_cut.wav,97258,98500,100396,1
01,1,12,2_7,2,2,1.212,0,4089,1588,16,s_palat_cut.wav,106508,107720,110140,1
01,1,13,8_3,3,1,0.941,0,3271,2260,72,d_sh_retr_cut.wav,115433,116374,119719,1
01,1,14,1_7,1,1,0.956,1,2874,2175,06,t_sl_cut.wav,124618,125574,128807,1
01,1,16,3_7,3,1,0.955,1,2720,2358,26,d_sh_retr_cut.wav,141122,142077,145524,1
01,1,17,1_2,2,2,1.23,1,2698,1823,01,s_palat_cut.wav,150238,151468,154091,1
01,1,18,8_1,1,2,1.024,1,3282,1857,70,t_sl_cut.wav,159391,160415,163281,1
01,1,19,5_3,5,1,1.371,1,3569,2304,42,s_dent_cut.wav,168869,170240,173204,1
01,1,20,5_4,4,2,1.328,1,2097,1989,43,s_alv_cut.wav,177317,178645,181351,1
01,1,21,4_1,1,2,0.899,1,2443,2016,30,t_sl_cut.wav,185805,186704,189840,1
01,1,22,2_3,2,1,1.413,1,2990,1850,12,s_palat_cut.wav,194850,196263,198723,1
01,1,23,3_4,3,1,1.172,1,3929,2350,23,d_sh_retr_cut.wav,204678,205850,209054,1
01,1,25,8_4,4,2,1.149,1,3788,2168,73,s_alv_cut.wav,223897,225046,228090,1
01,1,26,3_2,3,1,1.066,1,3057,2563,21,d_sh_retr_cut.wav,233175,234241,237765,1
01,1,27,4_5,5,1,1.015,0,2274,1510,34,s_dent_cut.wav,242064,243079,245601,1
01,1,28,7_1,1,2,1.052,1,3043,2011,60,t_sl_cut.wav,250673,251725,254707,1
01,1,29,2_8,2,1,1.597,1,3082,1626,17,s_palat_cut.wav,259814,261411,263460,1
01,1,30,4_6,4,2,1.771,0,1752,1426,35,s_alv_cut.wav,267231,269002,270673,1
01,1,31,3_2,2,2,1.087,1,2398,1421,21,s_palat_cut.wav,275095,276182,278526,1
01,1,32,1_4,1,1,0.823,1,3162,1584,03,t_sl_cut.wav,283699,284522,287311,1
01,1,33,1_5,5,2,1.274,1,3050,2140,04,s_dent_cut.wav,292387,293661,296543,1
01,1,34,3_4,4,2,0.919,1,2873,1968,23,s_alv_cut.wav,301436,302355,305420,1
01,1,35,5_2,5,1,1.599,1,3374,1933,41,s_dent_cut.wav,310809,312408,314754,1
01,1,36,1_3,3,2,1.425,1,2863,1211,02,d_sh_retr_cut.wav,319631,321056,322868,1
01,1,37,8_5,5,2,1.281,1,2548,1869,74,s_dent_cut.wav,327441,328722,331330,1
01,1,38,1_4,4,2,1.613,1,2286,1642,03,s_alv_cut.wav,335641,337254,339299,1
01,1,39,3_1,1,2,1.268,1,3221,1733,20,t_sl_cut.wav,344540,345808,348296,1
01,1,40,3_1,3,1,1.112,1,2872,1600,20,d_sh_retr_cut.wav,353187,354299,356804,1
01,2,1,8_3,3,1,1.235,0,3282,2253,hc,o.wav,8345,9580,12623,2
01,2,2,1_2,2,2,1.084,1,2548,2168,ab,a_low.wav,17221,18305,21409,2
01,2,3,7_1,1,2,1.353,1,3929,1857,ga,u.wav,27384,28737,31267,2
01,2,4,4_5,5,1,1.357,0,2760,1333,de,a_uml.wav,36064,37421,39419,2
01,2,5,3_2,2,2,1.647,1,2608,1124,cb,a_low.wav,44054,45701,47210,2
01,2,6,1_6,1,1,0.978,1,2874,2258,af,u.wav,52107,53085,56397,2
01,2,7,4_3,4,1,1.439,1,1892,2509,dc,i.wav,60334,61773,64879,2
01,2,8,7_2,2,2,1.181,1,2872,2304,gb,a_low.wav,69776,70957,74114,2
01,2,9,5_8,5,1,1.571,1,3440,1510,eh,a_uml.wav,79571,81142,83098,2
01,2,10,6_3,3,2,1.608,1,2192,2260,fc,o.wav,87319,88927,91599,2
01,2,11,6_2,2,2,1.335,1,2301,1733,fb,a_low.wav,95925,97260,99677,2
01,2,12,3_5,3,1,1.799,1,3162,1211,ce,o.wav,104858,106657,108097,2
01,2,13,1_8,1,1,0.917,1,2685,1968,ah,u.wav,112807,113724,116801,2
01,2,14,3_4,3,1,1.542,1,2097,998,cd,o.wav,120913,122455,123956,2
01,2,15,4_6,4,1,0.906,1,2720,1869,df,i.wav,128700,129606,132595,2
01,2,16,4_2,2,2,1.692,1,2873,1642,db,a_low.wav,137493,139185,141151,2
01,2,18,2_5,5,1,1.022,0,3043,2140,be,a_uml.wav,155441,156463,159605,2
01,2,19,5_3,3,2,1.588,1,3788,1346,ec,o.wav,165413,167001,168802,2
01,2,20,3_5,5,2,1.197,1,3569,1426,ce,a_uml.wav,174385,175582,177824,2
01,2,21,6_1,1,2,1.057,1,3082,1989,fa,u.wav,182929,183986,186956,2
01,2,22,4_7,4,1,1.199,1,3374,2704,dg,i.wav,192342,193541,197058,2
01,2,23,3_8,3,1,1.104,1,2863,1823,ch,o.wav,201946,203050,205795,2
01,2,24,1_5,1,2,0.974,0,2443,1933,ae,u.wav,210255,211229,214207,2
01,2,25,2_3,2,1,0.946,1,2516,2175,bc,a_low.wav,218737,219683,222929,2
01,2,26,5_2,5,1,1.637,1,2398,1584,eb,a_uml.wav,227348,228985,230960,2
01,2,27,8_2,2,2,0.998,1,1752,1600,hb,a_low.wav,234738,235736,238372,2
01,2,28,3_1,1,2,1.432,1,2316,1982,ca,u.wav,242715,244147,246718,2
01,2,29,6_5,5,2,0.938,1,3015,2482,fe,a_uml.wav,251752,252690,256250,2
01,2,30,1_3,1,1,1.709,1,3221,2549,ac,u.wav,261487,263196,266059,2
01,2,31,4_2,4,2,1.485,0,3050,1626,db,i.wav,271129,272614,274772,2
01,2,32,5_7,5,1,0.934,1,2698,2563,eg,a_uml.wav,279489,280423,284064,2
01,2,33,6_4,4,2,0.974,1,2286,1588,fd,i.wav,288374,289348,291996,2
01,2,34,2_8,2,1,1.005,1,3164,2011,bh,a_low.wav,297181,298186,301219,2
01,2,35,8_4,4,2,1.059,1,4089,1861,hd,i.wav,307333,308392,311220,2
01,2,36,5_6,5,1,0.99,1,3052,2358,ef,a_uml.wav,316287,317277,320660,2
01,2,37,1_3,3,2,1.951,1,3271,1421,ac,o.wav,325946,327897,329412,2
01,2,38,1_2,1,1,1.775,1,3057,2016,ab,u.wav,334479,336254,338522,2
01,2,39,3_6,3,1,1.36,1,2990,2675,cf,o.wav,343532,344892,348248,2
01,2,40,2_4,4,2,1.172,1,2274,2350,bd,i.wav,352541,353713,356919,2
01,3,1,5_8,5,1,1.477,1,2608,2140,EH,k_asp_cut.wav,7664,9141,11827,3
01,3,2,7_4,4,2,1.104,1,2316,1510,GD,p_cut.wav,16182,17286,19731,3
01,3,3,2_8,2,1,1.516,1,3271,2549,BH,g_sl_cut.wav,25048,26564,29623,3
01,3,4,8_1,1,1,1.104,0,2990,2482,HA,k_click_cut.wav,34651,35755,39156,3
01,3,5,2_6,2,1,0.941,1,3052,1588,BF,g_sl_cut.wav,44225,45166,47827,3
01,3,6,3_5,5,1,1.485,0,2720,1642,CE,k_asp_cut.wav,52568,54053,56236,3
01,3,7,6_4,4,2,1.815,1,1892,998,FD,p_cut.wav,60149,61964,63184,3
01,3,8,3_1,1,1,1.644,0,3788,1626,CA,k_click_cut.wav,68996,70640,72665,3
01,3,10,2_3,2,1,0.835,1,2760,1857,BC,g_sl_cut.wav,86191,87026,90087,3
01,3,11,3_4,4,2,1.235,1,3050,1333,CD,p_cut.wav,95156,96391,98506,3
01,3,12,3_8,3,1,1.911,1,3374,1850,CH,b_sh_cut.wav,103907,105818,107769,3
01,3,13,7_1,1,1,0.823,0,3332,1211,GA,k_click_cut.wav,113127,113950,116357,3
01,3,14,5_1,5,1,0.94,1,4089,2011,EA,k_asp_cut.wav,122471,123411,126526,3
01,3,15,2_7,2,1,1.286,1,2443,2168,BG,g_sl_cut.wav,130994,132280,135199,3
01,3,16,1_7,1,2,1.747,0,2274,1869,AG,k_click_cut.wav,139501,141248,143415,3
01,3,17,3_1,3,1,1.026,1,2516,1968,CA,b_sh_cut.wav,147956,148982,151941,3
01,3,18,5_6,5,1,1.032,1,2398,2563,EF,k_asp_cut.wav,156354,157386,160945,3
01,3,19,4_7,4,1,1.127,1,1752,1600,DG,p_cut.wav,164721,165848,168338,3
01,3,20,3_2,2,2,1.248,1,3164,1124,CB,g_sl_cut.wav,173529,174777,176680,3
01,3,21,4_8,4,1,1.026,1,3015,2675,DH,p_cut.wav,181718,182744,186408,3
01,3,22,1_6,1,1,1.61,1,3057,1346,AF,k_click_cut.wav,191484,193094,194857,3
01,3,23,4_5,5,2,1.018,1,2872,2260,DE,k_asp_cut.wav,199744,200762,204020,3
01,3,24,5_1,1,2,0.812,1,2097,1421,EA,k_click_cut.wav,208142,208954,211590,3
01,3,25,5_3,3,2,1.253,1,2286,1426,EC,b_sh_cut.wav,215887,217140,219329,3
01,3,26,2_1,2,1,0.983,1,3569,2258,BA,g_sl_cut.wav,224921,225904,229192,3
01,3,27,1_4,1,1,1.292,1,3929,2304,AD,k_click_cut.wav,235148,236440,239496,3
01,3,28,8_3,3,2,1.166,1,2685,2350,HC,b_sh_cut.wav,244197,245363,248573,3
01,3,29,6_5,5,2,1.093,1,2874,2016,FE,k_asp_cut.wav,253471,254564,257501,3
01,3,30,1_4,4,1,1.261,0,2548,1989,AD,p_cut.wav,262069,263330,266079,3
01,3,31,8_5,5,2,0.903,1,2301,2175,HE,k_asp_cut.wav,270391,271294,274585,3
01,3,32,3_2,3,1,1.07,1,3221,2704,CB,b_sh_cut.wav,279827,280897,284554,3
01,3,33,2_4,4,1,1.305,0,3440,1933,BD,p_cut.wav,290019,291324,293987,3
01,3,34,7_2,2,2,1.68,1,3043,1584,GB,g_sl_cut.wav,299045,300725,302652,3
01,3,35,4_3,4,1,1.827,1,3082,1861,DC,p_cut.wav,307759,309586,311640,3
01,3,36,1_2,2,2,1.145,1,2863,1733,AB,g_sl_cut.wav,316518,317663,320277,3
01,3,37,3_6,3,1,0.945,1,3282,2509,CF,b_sh_cut.wav,325577,326522,330102,3
01,3,38,5_3,5,1,1.144,1,2698,1982,EC,k_asp_cut.wav,334824,335968,338837,3
01,3,39,3_5,3,1,1.777,1,3162,2358,CE,b_sh_cut.wav,344017,345794,348386,3
01,3,40,1_3,1,1,1.684,1,2192,2253,AC,k_click_cut.wav,352594,354278,356886,3
