subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
04,1,27,4_5,5,1,0.872,0,1892,2704,34,s_dent_cut.wav,235362,236234,240085,1
04,1,28,7_1,1,1,1.054,0,2863,1989,60,s_palat_cut.wav,244973,246027,248988,1
04,1,29,2_8,2,1,1.431,1,3332,1426,17,s_alv_cut.wav,254331,255762,257776,1
04,1,30,4_6,4,1,1.104,1,3569,2549,35,d_sh_retr_cut.wav,263368,264472,267930,1
04,1,31,3_2,2,1,0.996,0,3015,1346,21,s_alv_cut.wav,272966,273962,276345,1
04,1,32,1_4,1,1,1.446,1,2516,1933,03,s_palat_cut.wav,280876,282322,284826,1
04,1,33,1_5,5,2,1.595,1,4089,2509,04,s_dent_cut.wav,290929,292524,295464,1
04,1,34,3_4,4,1,0.953,0,3057,1733,23,d_sh_retr_cut.wav,300546,301499,304306,1
04,1,35,5_2,5,2,1.914,0,2398,1510,41,s_dent_cut.wav,308722,310636,312243,1
04,1,36,1_3,3,1,0.925,0,2873,1642,02,t_sl_cut.wav,317144,318069,320802,1
04,1,37,8_5,5,2,1.761,1,3050,2563,74,s_dent_cut.wav,325872,327633,330452,1
04,1,38,1_4,4,1,1.108,0,2720,1626,03,d_sh_retr_cut.wav,335196,336304,338848,1
04,1,39,3_1,1,1,1.006,0,2760,1850,20,s_palat_cut.wav,343627,344633,347517,1
04,1,40,3_1,3,1,1.083,1,3164,2011,20,t_sl_cut.wav,352707,353790,356744,1
04,2,1,8_3,3,1,1.238,0,3043,2675,hc,u.wav,8104,9342,12790,2
04,2,2,1_2,2,2,1.173,1,3374,1989,ab,i.wav,18201,19374,22202,2
04,2,3,7_1,1,1,1.412,0,3788,1584,ga,a_low.wav,28019,29431,31628,2
04,2,4,4_5,5,1,1.427,0,2286,2304,de,a_uml.wav,35936,37363,40259,2
04,2,5,3_2,2,2,1.848,1,2548,1850,cb,i.wav,44824,46672,48694,2
04,2,6,1_6,1,1,1.445,1,2874,1982,af,a_low.wav,53594,55039,57591,2
04,2,7,4_3,4,1,1.602,1,3440,1733,dc,o.wav,63067,64669,66817,2
04,2,8,7_2,2,2,0.648,1,2316,1857,gb,i.wav,71152,71800,75030,2
04,2,9,5_8,5,2,1.186,0,2443,1933,eh,a_uml.wav,79492,80678,83444,2
04,2,10,6_3,3,1,1.338,0,4089,998,fc,u.wav,89547,90885,92571,2
04,2,11,6_2,2,2,0.892,1,2608,1588,fb,i.wav,97204,98096,100806,2
04,2,12,3_5,3,1,1.151,1,3569,2563,ce,u.wav,106396,107547,110972,2
04,2,13,1_8,1,2,1.156,0,3282,2258,ah,a_low.wav,116278,117434,120552,2
04,2,14,3_4,3,1,1.304,1,2301,1211,cd,u.wav,124880,126184,128109,2
04,2,15,4_6,4,1,1.342,1,3057,1426,df,o.wav,133191,134533,136644,2
04,2,16,4_2,2,2,0.984,1,2685,1346,db,i.wav,141353,142337,144742,2
04,2,17,5_4,4,1,1.115,0,2698,2358,ed,o.wav,149455,150570,153825,2
04,2,18,2_5,5,2,1.178,1,3082,2168,be,a_uml.wav,158923,160101,163111,2
04,2,19,5_3,3,2,1.788,1,3332,1600,ec,u.wav,168472,170260,172090,2
04,2,20,3_5,5,2,0.992,1,1892,2253,ce,a_uml.wav,176009,177001,180281,2
04,2,21,6_1,1,1,1.128,0,2097,2482,fa,a_low.wav,184392,185520,188901,2
04,2,22,4_7,4,1,1.503,1,1752,1869,dg,o.wav,192669,194172,196555,2
04,2,23,3_8,3,1,1.738,1,2398,1968,ch,u.wav,200978,202716,204956,2
04,2,24,1_5,1,2,1.555,0,3929,1642,ae,a_low.wav,210900,212455,214568,2
04,2,25,2_3,2,2,1.755,0,3164,1421,bc,i.wav,219753,221508,223218,2
04,2,26,5_2,5,1,1.769,1,3271,2549,eb,a_uml.wav,228500,230269,233075,2
04,2,27,8_2,2,2,1.13,1,2192,2704,hb,i.wav,237287,238417,242012,2
04,2,28,3_1,1,2,1.346,1,2863,1861,ca,a_low.wav,246901,248247,250787,2
04,2,29,6_5,5,2,1.275,1,3221,2175,fe,a_uml.wav,256023,257298,260221,2
04,2,30,1_3,1,2,1.441,0,3162,2016,ac,a_low.wav,265404,266845,269449,2
04,2,31,4_2,4,2,1.454,0,2760,1124,db,o.wav,274229,275683,277375,2
04,2,32,5_7,5,1,1.375,1,2990,2350,eg,a_uml.wav,282388,283763,286779,2
04,2,33,6_4,4,2,1.267,1,3050,2011,fd,o.wav,291853,293120,295880,2
04,2,34,2_8,2,1,1.32,1,2274,1626,bh,i.wav,300179,301499,303833,2
04,2,35,8_4,4,2,1.342,1,2720,2260,hd,o.wav,308572,309914,312876,2
04,2,36,5_6,5,1,1.111,1,3015,1510,ef,a_uml.wav,317916,319027,321441,2
04,2,37,1_3,3,1,1.54,0,2516,2140,ac,u.wav,325986,327526,330143,2
04,2,38,1_2,1,2,1.239,0,3052,1333,ab,a_low.wav,335215,336454,338580,2
04,2,39,3_6,3,1,1.161,1,2873,2509,cf,u.wav,343481,344642,348023,2
04,2,40,2_4,4,2,1.473,1,2872,1823,bd,o.wav,352920,354393,356777,2
04,3,1,5_8,5,1,0.904,1,3569,2304,EH,p_cut.wav,8642,9546,12963,3
04,3,2,7_4,4,1,1.195,0,3015,1346,GD,k_click_cut.wav,18005,19200,21392,3
04,3,3,2_8,2,1,1.576,1,3282,1211,BH,b_sh_cut.wav,26706,28282,29951,3
04,3,4,8_1,1,1,1.202,0,2097,1861,HA,k_asp_cut.wav,34090,35292,37996,3
04,3,5,2_6,2,2,1.184,0,2874,2704,BF,b_sh_cut.wav,42885,44069,47604,3
04,3,6,3_5,5,2,1.166,1,2873,2168,CE,p_cut.wav,52502,53668,56703,3
04,3,7,6_4,4,2,1.682,1,2398,1869,FD,k_click_cut.wav,61130,62812,65009,3
04,3,8,3_1,1,2,1.736,1,2274,1968,CA,k_asp_cut.wav,69308,71044,73321,3
04,3,9,7_3,3,1,1.09,0,2301,2140,GC,g_sl_cut.wav,77655,78745,81813,3
04,3,10,2_3,2,1,1.283,1,2698,1426,BC,b_sh_cut.wav,86532,87815,89988,3
04,3,11,3_4,4,2,1.469,1,3374,2260,CD,k_click_cut.wav,95386,96855,99676,3
04,3,12,3_8,3,2,1.491,0,3332,2509,CH,g_sl_cut.wav,105033,106524,109561,3
04,3,13,7_1,1,2,1.753,1,3221,1823,GA,k_asp_cut.wav,114806,116559,118652,3
04,3,14,5_1,5,1,0.952,1,2863,2358,EA,p_cut.wav,123533,124485,127916,3
04,3,15,2_7,2,1,1.622,1,2548,1584,BG,b_sh_cut.wav,132480,134102,136085,3
04,3,16,1_7,1,2,1.56,0,2760,2253,AG,k_asp_cut.wav,140870,142430,145145,3
04,3,17,3_1,3,2,1.184,0,3929,1989,CA,g_sl_cut.wav,151088,152272,155103,3
04,3,18,5_6,5,1,1.458,1,3050,1857,EF,p_cut.wav,160165,161623,164056,3
04,3,19,4_7,4,1,1.561,1,2990,1588,DG,k_click_cut.wav,169065,170626,172676,3
04,3,20,3_2,2,2,1.234,1,2685,1626,CB,b_sh_cut.wav,177382,178616,181034,3
04,3,21,4_8,4,1,1.079,1,3440,1982,DH,k_click_cut.wav,186493,187572,190492,3
04,3,23,4_5,5,1,1.003,0,3162,1333,DE,p_cut.wav,203620,204623,206963,3
04,3,24,5_1,1,2,1.366,1,3057,1600,EA,k_asp_cut.wav,212048,213414,215693,3
04,3,25,5_3,3,1,0.931,0,2286,2675,EC,g_sl_cut.wav,220006,220937,224697,3
04,3,26,2_1,2,1,1.533,1,2872,1124,BA,b_sh_cut.wav,229588,231121,232728,3
04,3,27,1_4,1,2,0.846,0,3271,2258,AD,k_asp_cut.wav,238022,238868,242307,3
04,3,28,8_3,3,1,1.448,0,2516,2549,HC,g_sl_cut.wav,246850,248298,251415,3
04,3,29,6_5,5,1,0.914,0,3043,1733,FE,p_cut.wav,256479,257393,260235,3
04,3,30,1_4,4,1,1.34,0,3788,1642,AD,k_click_cut.wav,266042,267382,269709,3
04,3,31,8_5,5,2,1.356,1,4089,1850,HE,p_cut.wav,275818,277174,279712,3
04,3,32,3_2,3,2,1.178,0,2192,2175,CB,g_sl_cut.wav,283930,285108,288126,3
04,3,33,2_4,4,2,1.04,1,2608,998,BD,k_click_cut.wav,292755,293795,295767,3
04,3,34,7_2,2,2,1.214,1,3082,1421,GB,b_sh_cut.wav,300874,302088,304315,3
04,3,35,4_3,4,1,1.298,1,3052,2482,DC,k_click_cut.wav,309377,310675,313874,3
04,3,36,1_2,2,1,1.351,0,1752,2350,AB,b_sh_cut.wav,317642,318993,322008,3
04,3,37,3_6,3,2,1.424,0,2443,2563,CF,g_sl_cut.wav,326475,327899,331057,3
04,3,38,5_3,5,1,0.942,1,2316,1510,EC,p_cut.wav,335397,336339,338929,3
04,3,39,3_5,3,2,0.935,0,2720,1933,CE,g_sl_cut.wav,343677,344612,347654,3
04,3,40,1_3,1,1,1.208,1,3164,2011,AC,k_asp_cut.wav,352832,354040,356870,3
