subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
11,1,2,1_2,2,1,1.431,0,2548,2253,ab,a_low.wav,16562,17993,20853,2
11,1,4,4_5,5,2,1.159,1,2316,2175,de,u.wav,34161,35320,38357,2
11,1,6,1_6,1,1,1.719,1,2990,2350,af,o.wav,52560,54279,56933,2
11,1,7,4_3,4,2,1.341,0,3057,1861,dc,i.wav,62014,63355,65919,2
11,1,8,7_2,2,2,1.353,1,3569,1823,gb,a_low.wav,71503,72856,75339,2
11,1,9,5_8,5,1,1.365,1,3221,1346,eh,u.wav,80578,81943,83964,2
11,1,10,6_3,3,1,1.025,0,3929,1333,fc,a_uml.wav,89908,90933,93285,2
11,1,11,6_2,2,2,1.145,1,2760,2675,fb,a_low.wav,98072,99217,102769,2
11,1,12,3_5,3,2,1.163,0,4089,1733,ce,a_uml.wav,108877,110040,112636,2
11,1,13,1_8,1,1,1.115,1,3162,1124,ah,o.wav,117817,118932,120970,2
11,1,14,3_4,3,1,1.89,1,2286,1211,cd,a_uml.wav,125279,127169,128523,2
11,1,15,4_6,4,1,1.777,1,2874,2016,df,i.wav,133422,135199,137453,2
11,1,16,4_2,2,2,1.497,1,3043,2304,db,a_low.wav,142516,144013,146843,2
11,1,17,5_4,4,2,1.674,1,3052,1933,ed,i.wav,151912,153586,155859,2
11,1,19,5_3,3,1,1.41,0,2443,1588,ec,a_uml.wav,169063,170473,172670,2
11,1,20,3_5,5,1,1.489,0,2873,1421,ce,u.wav,177564,179053,181018,2
11,1,21,6_1,1,2,1.264,1,1892,1510,fa,o.wav,184921,186185,188450,2
11,1,22,4_7,4,2,1.064,0,3050,1626,dg,i.wav,193528,194592,197188,2
11,1,23,3_8,3,2,1.09,0,3374,2358,ch,a_uml.wav,202581,203671,206951,2
11,1,24,1_5,1,2,0.942,0,3164,1982,ae,o.wav,212131,213073,216140,2
11,1,25,2_3,2,1,0.997,1,2698,998,bc,a_low.wav,220856,221853,223867,2
11,1,26,5_2,5,2,1.137,0,2274,2011,eb,u.wav,228166,229303,232205,2
11,1,27,8_2,2,1,0.965,0,2398,1850,hb,a_low.wav,236628,237593,240488,2
11,1,28,3_1,1,1,0.75,0,2097,1600,ca,o.wav,244611,245361,248238,2
11,1,29,6_5,5,2,1.428,1,1752,2168,fe,u.wav,252017,253445,256202,2
11,1,30,1_3,1,1,1.067,1,3082,2258,ac,o.wav,261312,262379,265590,2
11,1,31,4_2,4,1,1.712,1,3788,1857,db,i.wav,271405,273117,275287,2
11,1,32,5_7,5,1,1.098,1,2863,2482,eg,u.wav,280169,281267,284676,2
11,1,33,6_4,4,2,1.774,1,3015,1869,fd,i.wav,289707,291481,293610,2
11,1,34,2_8,2,1,1.228,1,2192,2509,bh,a_low.wav,297827,299055,302374,2
11,1,35,8_4,4,2,1.285,1,3440,1989,hd,i.wav,307840,309125,311846,2
11,1,36,5_6,5,1,1.261,1,2301,2704,ef,u.wav,316158,317419,320881,2
11,1,37,1_3,3,1,1.164,0,2516,2140,ac,a_uml.wav,325422,326586,329597,2
11,1,38,1_2,1,1,1.84,1,2872,1642,ab,o.wav,334489,336329,338148,2
11,1,39,3_6,3,2,1.23,0,2720,1968,cf,a_uml.wav,342889,344119,346901,2
11,1,40,2_4,4,2,1.143,1,3282,2563,bd,i.wav,352197,353340,356793,2
11,2,1,5_8,5,1,1.812,1,3569,2509,EH,k_click_cut.wav,8626,10438,13156,3
11,2,2,7_4,4,2,1.69,1,4089,2350,GD,b_sh_cut.wav,19261,20951,23646,3
11,2,3,2_8,2,1,1.205,1,2398,2549,BH,p_cut.wav,28068,29273,32627,3
11,2,4,8_1,1,1,1.81,0,3788,1989,HA,g_sl_cut.wav,38435,40245,42449,3
11,2,5,2_6,2,1,1.376,1,2286,1600,BF,p_cut.wav,46747,48123,50380,3
11,2,6,3_5,5,2,1.734,1,1892,1588,CE,k_click_cut.wav,54300,56034,57906,3
11,2,7,6_4,4,1,1.707,0,3057,2675,FD,b_sh_cut.wav,62985,64692,67687,3
11,2,8,3_1,1,2,1.505,1,3082,1211,CA,g_sl_cut.wav,72788,74293,76036,3
11,2,9,7_3,3,1,1.856,0,3043,2016,GC,k_asp_cut.wav,81104,82960,85161,3
11,2,10,2_3,2,1,1.431,1,2863,1642,BC,p_cut.wav,90044,91475,93712,3
11,2,11,3_4,4,2,1.311,1,2608,998,CD,b_sh_cut.wav,98340,99651,101352,3
11,2,12,3_8,3,1,1.435,1,3271,1346,CH,k_asp_cut.wav,106648,108083,110020,3
11,2,13,7_1,1,2,1.331,1,2274,2482,GA,g_sl_cut.wav,114309,115640,118836,3
11,2,14,5_1,5,1,1.826,1,2685,1857,EA,k_click_cut.wav,123538,125364,127420,3
11,2,15,2_7,2,1,1.38,1,2720,2304,BG,p_cut.wav,132160,133540,136490,3
11,2,16,1_7,1,1,1.334,1,3162,1333,AG,g_sl_cut.wav,141668,143002,145030,3
11,2,17,3_1,3,1,1.883,1,3050,1626,CA,k_asp_cut.wav,150108,151991,153750,3
11,2,18,5_6,5,2,1.941,0,2516,1733,EF,k_click_cut.wav,158285,160226,162052,3
11,2,19,4_7,4,1,1.109,1,2990,1869,DG,b_sh_cut.wav,167061,168170,170953,3
11,2,20,3_2,2,2,1.2,1,2873,2253,CB,p_cut.wav,175851,177051,180119,3
11,2,21,4_8,4,1,0.862,1,2316,2260,DH,b_sh_cut.wav,184449,185311,188731,3
11,2,22,1_6,1,1,1.727,1,2443,1124,AF,g_sl_cut.wav,193199,194926,196359,3
11,2,23,4_5,5,1,1.51,0,2097,1823,DE,k_click_cut.wav,200480,201990,204330,3
11,2,24,5_1,1,2,1.517,1,2874,1968,EA,g_sl_cut.wav,209221,210738,213204,3
11,2,25,5_3,3,1,1.555,0,3440,2011,EC,k_asp_cut.wav,218658,220213,222687,3
11,2,26,2_1,2,2,1.286,0,3282,1861,BA,p_cut.wav,227994,229280,231870,3
11,2,27,1_4,1,1,1.138,1,1752,1933,AD,g_sl_cut.wav,235637,236775,239587,3
