subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
09,2,1,5_8,5,1,1.474,1,1752,2258,EH,k_asp_cut.wav,6815,8289,11115,3
09,2,2,7_4,4,2,1.636,1,3282,1211,GD,b_sh_cut.wav,16460,18096,19704,3
09,2,3,2_8,2,1,1.755,1,3162,1333,BH,k_click_cut.wav,24909,26664,28253,3
09,2,4,8_1,1,1,1.257,0,3221,2358,HA,g_sl_cut.wav,33519,34776,37900,3
09,2,5,2_6,2,1,1.327,1,2301,1510,BF,k_click_cut.wav,42217,43544,45763,3
09,2,6,3_5,5,2,1.294,1,3332,1733,CE,k_asp_cut.wav,51123,52417,54875,3
09,2,7,6_4,4,2,1.739,1,2516,2304,FD,b_sh_cut.wav,59410,61149,63731,3
09,2,8,3_1,1,1,1.468,0,3440,1426,CA,g_sl_cut.wav,69187,70655,72631,3
09,2,9,7_3,3,1,1.071,0,2398,1861,GC,p_cut.wav,77070,78141,80941,3
09,2,10,2_3,2,1,1.1,1,2872,2175,BC,k_click_cut.wav,85828,86928,90020,3
09,2,11,3_4,4,2,1.109,1,2608,2260,CD,b_sh_cut.wav,94649,95758,98940,3
09,2,12,3_8,3,2,0.95,0,3569,998,CH,p_cut.wav,104534,105484,107545,3
09,2,13,7_1,1,1,1.398,0,2316,1600,GA,g_sl_cut.wav,111886,113284,115507,3
09,2,14,5_1,5,2,1.679,0,2685,2011,EA,k_asp_cut.wav,120219,121898,124256,3
09,2,15,2_7,2,1,1.007,1,2990,1968,BG,k_click_cut.wav,129271,130278,133262,3
09,2,16,1_7,1,2,1.012,0,2698,2509,AG,g_sl_cut.wav,137975,138987,142497,3
09,2,17,3_1,3,2,1.654,0,2720,1982,CA,p_cut.wav,147241,148895,151267,3
09,2,18,5_6,5,1,1.406,1,2874,1346,EF,k_asp_cut.wav,156160,157566,159538,3
09,2,19,4_7,4,1,1.348,1,2548,1588,DG,b_sh_cut.wav,164101,165449,167709,3
09,2,20,3_2,2,2,1.087,1,2097,2350,CB,k_click_cut.wav,171828,172915,176205,3
09,2,21,4_8,4,1,1.15,1,2274,2482,DH,b_sh_cut.wav,180503,181653,185030,3
09,2,22,1_6,1,1,1.272,1,3374,2168,AF,g_sl_cut.wav,190420,191692,194601,3
