subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
14,1,1,8_3,3,1,1.176,0,3164,2253,hc,i.wav,8216,9392,12483,2
14,1,2,1_2,2,2,1.37,1,2872,2563,ab,o.wav,17361,18731,21966,2
14,1,3,7_1,1,2,1.449,1,4089,1626,ga,u.wav,28079,29528,31731,2
14,1,4,4_5,5,1,1.269,0,2516,1426,de,a_uml.wav,36266,37535,39709,2
14,1,5,3_2,2,2,1.259,1,3271,1823,cb,o.wav,45004,46263,48853,2
14,1,6,1_6,1,1,1.31,1,2274,1333,af,u.wav,53145,54455,56505,2
14,1,7,4_3,4,2,1.381,0,3057,2549,dc,a_low.wav,61590,62971,66166,2
14,1,8,7_2,2,2,1.12,1,3043,2509,gb,o.wav,71229,72349,75762,2
14,1,9,5_8,5,1,0.977,1,2398,998,eh,a_uml.wav,80184,81161,83193,2
14,1,10,6_3,3,2,1.311,1,3221,1421,fc,i.wav,88439,89750,91883,2
14,1,11,6_2,2,2,0.984,1,3282,1124,fb,o.wav,97193,98177,100332,2
14,1,12,3_5,3,1,1.221,1,3788,2011,ce,i.wav,106144,107365,110197,2
14,1,13,1_8,1,1,1.261,1,2097,1211,ah,u.wav,114319,115580,117575,2
14,1,14,3_4,3,1,1.489,1,3929,2258,cd,i.wav,123529,125018,127831,2
14,1,15,4_6,4,2,1.623,0,3332,1989,df,a_low.wav,133190,134813,137198,2
14,1,16,4_2,2,2,0.978,1,2720,2675,db,o.wav,141929,142907,146648,2
14,1,17,5_4,4,1,1.008,0,2443,2140,ed,a_low.wav,151110,152118,155287,2
14,1,18,2_5,5,2,0.94,1,3569,1982,be,a_uml.wav,160876,161816,164871,2
14,1,19,5_3,3,2,1.337,1,3162,2016,ec,i.wav,170052,171389,174096,2
14,1,20,3_5,5,2,0.943,1,2698,2482,ce,a_uml.wav,178814,179757,183327,2
14,1,21,6_1,1,2,1.096,1,1892,1850,fa,u.wav,187235,188331,191104,2
14,1,22,4_7,4,2,1.106,0,2874,1933,dg,a_low.wav,196004,197110,199951,2
