subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
17,1,1,1_3,1,2,0.619,0,2720,1861,02,t_sl_cut.wav,7777,8396,11654,1
17,1,2,7_3,3,1,0.832,0,3569,1333,62,s_alv_cut.wav,17230,18062,20602,1
17,1,3,4_2,2,1,0.973,0,2548,2016,31,s_palat_cut.wav,25177,26150,29214,1
17,1,4,3_8,3,1,0.807,1,2274,1869,27,s_alv_cut.wav,33508,34315,37404,1
17,1,5,5_7,5,1,1.272,1,3374,1626,46,s_dent_cut.wav,42804,44076,46441,1
17,1,6,6_2,2,2,1.263,1,2685,2549,51,s_palat_cut.wav,51145,52408,55720,1
17,1,7,2_4,4,2,0.97,1,3052,1211,13,d_sh_retr_cut.wav,60793,61763,64018,1
17,1,8,2_6,2,1,0.77,1,2097,1346,15,s_palat_cut.wav,68140,68910,71513,1
17,1,9,6_1,1,2,0.696,1,3164,2011,50,t_sl_cut.wav,76691,77387,80729,1
17,1,10,5_8,5,2,1.038,0,2316,1968,47,s_dent_cut.wav,85070,86108,89059,1
17,1,11,6_4,4,2,0.987,1,3082,2350,53,d_sh_retr_cut.wav,94156,95143,98544,1
17,1,12,2_7,2,1,0.909,1,3162,1510,16,s_palat_cut.wav,103730,104639,107251,1
17,1,13,8_3,3,2,0.802,1,3057,1857,72,s_alv_cut.wav,112336,113138,116220,1
17,1,14,1_7,1,1,0.651,1,3043,2304,06,t_sl_cut.wav,121282,121933,125609,1
17,1,15,4_8,4,2,1.178,0,2872,1124,37,d_sh_retr_cut.wav,130498,131676,133638,1
17,1,16,3_7,3,1,0.679,1,2516,1823,26,s_alv_cut.wav,138177,138856,142035,1
17,1,17,1_2,2,1,1.346,0,4089,2482,01,s_palat_cut.wav,148142,149488,152650,1
17,1,18,8_1,1,2,0.535,1,1752,2260,70,t_sl_cut.wav,156418,156953,160694,1
17,1,19,5_3,5,1,1.014,1,3050,1733,42,s_dent_cut.wav,165769,166783,169519,1
17,1,20,5_4,4,2,1.448,1,3440,2358,43,d_sh_retr_cut.wav,174977,176425,179353,1
17,1,21,4_1,1,2,0.696,1,2398,2704,30,t_sl_cut.wav,183766,184462,188481,1
17,1,22,2_3,2,1,0.806,1,2990,2168,12,s_palat_cut.wav,193496,194302,197705,1
17,1,23,3_4,3,1,0.713,1,2301,2675,23,s_alv_cut.wav,202034,202747,206728,1
17,1,24,6_5,5,2,0.92,1,3332,2253,54,s_dent_cut.wav,212078,212998,216350,1
17,1,25,8_4,4,2,1.074,1,3929,1588,73,d_sh_retr_cut.wav,222293,223367,225907,1
17,1,26,3_2,3,1,0.812,1,2443,1850,21,s_alv_cut.wav,230372,231184,234241,1
17,1,27,4_5,5,2,1.127,1,3788,2140,34,s_dent_cut.wav,240055,241182,244220,1
17,1,28,7_1,1,2,0.736,1,1892,998,60,t_sl_cut.wav,248132,248868,251149,1
17,1,29,2_8,2,1,0.779,1,2608,2258,17,s_palat_cut.wav,255782,256561,260053,1
17,1,30,4_6,4,1,1.255,1,3271,2509,35,d_sh_retr_cut.wav,265351,266606,269887,1
17,1,31,3_2,2,2,0.784,1,3221,1989,21,s_palat_cut.wav,275132,275916,279162,1
17,1,32,1_4,1,1,0.731,1,2873,1600,03,t_sl_cut.wav,284047,284778,287680,1
17,1,33,1_5,5,2,0.928,1,2698,1426,04,s_dent_cut.wav,292405,293333,295862,1
17,1,34,3_4,4,2,1.313,1,2863,2175,23,d_sh_retr_cut.wav,300748,302061,304948,1
17,1,35,5_2,5,1,1.127,1,2192,1982,41,s_dent_cut.wav,309162,310289,313164,1
17,1,36,1_3,3,2,0.837,1,2286,1421,02,s_alv_cut.wav,317469,318306,320906,1
17,1,37,8_5,5,2,0.936,1,3015,1584,74,s_dent_cut.wav,325931,326867,329549,1
17,1,38,1_4,4,2,1.194,1,3282,1642,03,d_sh_retr_cut.wav,334856,336050,338514,1
17,1,39,3_1,1,2,0.888,1,2874,2563,20,t_sl_cut.wav,343408,344296,347986,1
17,1,40,3_1,3,1,0.928,1,2760,1933,20,s_alv_cut.wav,352770,353698,356725,1
17,2,1,8_3,3,1,1.427,0,2286,1850,hc,o.wav,7354,8781,11225,2
17,2,2,1_2,2,2,1.65,1,2548,1861,ab,a_low.wav,15817,17467,19698,2
17,2,4,4_5,5,1,0.677,0,2685,2549,de,u.wav,33696,34373,38271,2
17,2,5,3_2,2,1,0.984,0,4089,1510,cb,a_low.wav,44380,45364,47916,2
17,2,6,1_6,1,1,0.873,1,2516,1968,af,i.wav,52460,53333,56463,2
17,2,7,4_3,4,2,0.829,0,2443,1823,dc,a_uml.wav,60939,61768,64798,2
17,2,8,7_2,2,1,0.918,0,2698,1584,gb,a_low.wav,69514,70432,73128,2
17,2,9,5_8,5,1,0.808,1,2872,2011,eh,u.wav,78025,78833,82053,2
17,2,10,6_3,3,1,0.982,0,2398,1733,fc,o.wav,86476,87458,90220,2
17,2,11,6_2,2,2,0.819,1,2874,2016,fb,a_low.wav,95112,95931,99143,2
17,2,12,3_5,3,2,0.825,0,3164,1857,ce,o.wav,104327,105152,108210,2
17,2,13,1_8,1,1,0.885,1,2760,2175,ah,i.wav,112989,113874,117204,2
17,2,14,3_4,3,1,1.042,1,2873,2260,cd,o.wav,122098,123140,126374,2
