subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
12,2,5,2_6,2,2,1.434,0,3057,1588,BF,p_cut.wav,45157,46591,48772,3
12,2,6,3_5,5,2,1.626,1,2274,1333,CE,b_sh_cut.wav,53067,54693,56428,3
12,2,7,6_4,4,1,1.645,0,4089,2168,FD,k_asp_cut.wav,62544,64189,66739,3
12,2,8,3_1,1,2,1.099,1,3271,1733,CA,k_click_cut.wav,72038,73137,75797,3
12,2,9,7_3,3,1,0.975,0,3164,2358,GC,g_sl_cut.wav,80997,81972,85382,3
12,2,10,2_3,2,1,1.212,1,3332,1861,BC,p_cut.wav,90730,91942,94627,3
12,2,11,3_4,4,2,0.992,1,2516,1968,CD,k_asp_cut.wav,99158,100150,103143,3
12,2,12,3_8,3,1,1.715,1,2760,1510,CH,g_sl_cut.wav,107918,109633,111468,3
12,2,13,7_1,1,2,1.154,1,3043,1626,GA,k_click_cut.wav,116539,117693,120188,3
12,2,14,5_1,5,1,1.547,1,3050,1124,EA,b_sh_cut.wav,125257,126804,128397,3
12,2,15,2_7,2,1,1.712,1,3569,1426,BG,p_cut.wav,133990,135702,137428,3
12,2,16,1_7,1,1,0.945,1,3162,2016,AG,k_click_cut.wav,142614,143559,146641,3
12,2,17,3_1,3,1,1.426,1,3015,2258,CA,g_sl_cut.wav,151676,153102,155949,3
12,2,18,5_6,5,1,1.731,1,1892,2482,EF,b_sh_cut.wav,159868,161599,164369,3
12,2,19,4_7,4,1,1.199,1,3052,2175,DG,k_asp_cut.wav,169437,170636,173627,3
12,2,20,3_2,2,1,1.219,0,2698,2704,CB,p_cut.wav,178346,179565,183062,3
12,2,21,4_8,4,1,1.303,1,2863,1869,DH,k_asp_cut.wav,187951,189254,191845,3
12,2,22,1_6,1,1,1.178,1,2301,1346,AF,k_click_cut.wav,196171,197349,199536,3
12,2,23,4_5,5,1,1.351,0,3788,1823,DE,b_sh_cut.wav,205338,206689,209186,3
12,2,24,5_1,1,2,0.94,1,1752,1584,EA,k_click_cut.wav,212956,213896,216556,3
12,2,25,5_3,3,2,1.776,1,2608,2304,EC,g_sl_cut.wav,221190,222966,225507,3
12,2,26,2_1,2,1,1.092,1,3440,1989,BA,p_cut.wav,230964,232056,234988,3
12,2,27,1_4,1,1,0.831,1,2872,2260,AD,k_click_cut.wav,239872,240703,244166,3
12,2,28,8_3,3,2,1.865,1,2873,1600,HC,g_sl_cut.wav,249064,250929,252679,3
12,2,29,6_5,5,1,1.524,0,3374,1850,FE,b_sh_cut.wav,258080,259604,261960,3
12,2,30,1_4,4,2,1.323,1,2192,1857,AD,k_asp_cut.wav,266178,267501,270056,3
12,2,31,8_5,5,2,1.11,1,3221,1421,HE,b_sh_cut.wav,275296,276406,278741,3
12,2,32,3_2,3,2,1.459,0,2316,1933,CB,g_sl_cut.wav,283067,284526,287021,3
12,2,33,2_4,4,2,1.002,1,2097,2509,BD,k_asp_cut.wav,291133,292135,295669,3
12,2,34,7_2,2,2,1.099,1,2990,2253,GB,p_cut.wav,300684,301783,304959,3
12,2,35,4_3,4,1,1.535,1,3082,2563,DC,k_asp_cut.wav,310056,311591,314656,3
12,2,36,1_2,2,2,1.667,1,2443,998,AB,p_cut.wav,319123,320790,322140,3
12,2,37,3_6,3,2,1.27,0,3282,2140,CF,g_sl_cut.wav,327447,328717,331620,3
12,2,38,5_3,5,1,1.112,1,2548,2675,EC,b_sh_cut.wav,336189,337301,340884,3
12,2,39,3_5,3,1,1.19,1,2398,1211,CE,g_sl_cut.wav,345301,346491,348522,3
12,2,40,1_3,1,1,0.898,1,2286,2011,AC,k_click_cut.wav,352833,353731,356860,3
12,3,1,4_3,4,2,1.245,0,3569,1733,LK,n_alv_cut.wav,8661,9906,12429,4
12,3,2,3_8,3,2,1.076,0,3282,998,KP,r_dent_trill_cut.wav,17748,18824,20761,4
12,3,3,1_5,1,2,1.074,0,1892,1124,IM,n_palat_cut.wav,24696,25770,27838,4
12,3,4,2_7,2,1,1.341,1,3929,1333,JO,r_dent_cut.wav,33808,35149,37185,4
12,3,5,6_1,1,2,1.274,1,2874,1850,NI,n_palat_cut.wav,42087,43361,45969,4
12,3,6,4_7,4,1,1.194,1,1752,1989,LO,n_alv_cut.wav,49747,50941,53753,4
12,3,7,7_2,2,2,1.027,1,2698,1600,OJ,r_dent_cut.wav,58462,59489,62075,4
12,3,8,8_1,1,2,0.992,1,2608,2258,PI,n_palat_cut.wav,66710,67702,71000,4
12,3,9,3_4,3,1,0.92,1,2286,1584,KL,r_dent_trill_cut.wav,75313,76233,78912,4
12,3,10,3_5,5,2,1.056,1,3440,2675,KM,n_velar_cut.wav,84413,85469,89106,4
12,3,11,8_2,2,2,0.833,1,2443,2260,PJ,r_dent_cut.wav,93568,94401,97846,4
12,3,12,5_3,3,2,1.396,1,2301,1510,MK,r_dent_trill_cut.wav,102172,103568,105701,4
12,3,13,1_2,2,1,1.414,0,2398,2011,IJ,r_dent_cut.wav,110127,111541,114149,4
12,3,14,5_1,5,1,1.134,1,3332,1426,MI,n_velar_cut.wav,119506,120640,122968,4
12,3,15,4_3,3,2,1.572,1,2872,2358,LK,r_dent_trill_cut.wav,127864,129436,132256,4
12,3,16,6_5,5,1,1.154,0,3050,2253,NM,n_velar_cut.wav,137322,138476,141591,4
12,3,17,8_4,4,2,1.386,1,2192,1626,PL,n_alv_cut.wav,145797,147183,149444,4
12,3,18,6_2,2,1,0.981,0,3164,1588,NJ,r_dent_cut.wav,154627,155608,158242,4
12,3,19,3_1,3,2,1.249,0,2316,1346,KI,r_dent_trill_cut.wav,162579,163828,165964,4
12,3,20,5_2,2,1,1.119,0,2516,2175,MJ,r_dent_cut.wav,170495,171614,174704,4
12,3,21,6_3,3,2,1.564,1,2274,2549,NK,r_dent_trill_cut.wav,178999,180563,183576,4
12,3,22,4_8,4,1,1.762,1,2863,2140,LP,n_alv_cut.wav,188460,190222,192625,4
12,3,23,7_5,5,2,1.35,1,4089,2563,OM,n_velar_cut.wav,198735,200085,203342,4
12,3,24,1_6,1,1,1.532,1,2548,1968,IN,n_palat_cut.wav,207914,209446,211902,4
12,3,25,2_4,4,1,1.329,0,2685,1211,JL,n_alv_cut.wav,216602,217931,219839,4
12,3,26,1_5,5,2,1.533,1,2760,1869,IM,n_velar_cut.wav,224624,226157,228515,4
12,3,27,5_4,4,1,1.133,0,2097,2304,ML,n_alv_cut.wav,232636,233769,236967,4
12,3,28,1_2,1,2,1.02,0,3374,2168,IJ,n_palat_cut.wav,242358,243378,246538,4
12,3,29,5_8,5,1,1.946,1,3015,2704,MP,n_velar_cut.wav,251581,253527,256301,4
12,3,30,3_6,3,1,1.483,1,3788,1933,KN,r_dent_trill_cut.wav,262114,263597,266072,4
12,3,31,2_5,5,2,1.089,1,2990,1857,JM,n_velar_cut.wav,271076,272165,274956,4
12,3,32,4_5,4,1,1.308,1,3082,2350,LM,n_alv_cut.wav,280057,281365,284445,4
12,3,33,3_1,1,2,1.04,1,3271,1421,KI,n_palat_cut.wav,289740,290780,293205,4
12,3,34,8_3,3,2,1.382,1,2873,2482,PK,r_dent_trill_cut.wav,298089,299471,302604,4
12,3,35,6_4,4,2,1.612,1,3057,2509,NL,n_alv_cut.wav,307677,309289,312213,4
12,3,36,7_1,1,2,1.645,1,3052,1982,OI,n_palat_cut.wav,317290,318935,321286,4
12,3,37,2_4,2,1,1.348,1,3221,1823,JL,r_dent_cut.wav,326526,327874,330372,4
12,3,38,4_1,1,2,1.375,1,3043,1861,LI,n_palat_cut.wav,335432,336807,339317,4
12,3,39,2_3,2,1,1.073,1,3162,2016,JK,r_dent_cut.wav,344494,345567,348521,4
12,3,40,8_5,5,2,1.466,1,2720,1642,PM,n_velar_cut.wav,353261,354727,356929,4
