subj_idx,block,trial,vStims,aStim,resp,rt,fb,iti,feedJitter,vSymbols,aFile,stimOnset,respOnset,feedbackOnset,block_abs
12,1,1,1_3,1,2,1.155,0,2698,2563,02,s_alv_cut.wav,7758,8913,12342,1
12,1,2,7_3,3,2,1.393,1,2548,2253,62,t_sl_cut.wav,16932,18325,21223,1
12,1,3,4_2,2,1,0.764,0,2608,1823,31,s_dent_cut.wav,25863,26627,29700,1
12,1,4,3_8,3,1,0.805,1,3788,2168,27,t_sl_cut.wav,35506,36311,39699,1
12,1,5,5_7,5,1,0.962,1,2516,1346,46,d_sh_retr_cut.wav,44260,45222,47623,1
12,1,6,6_2,2,2,1.277,1,2874,1989,51,s_dent_cut.wav,52512,53789,56515,1
12,1,7,2_4,4,2,1.06,1,2872,1510,13,s_palat_cut.wav,61417,62477,64961,1
12,1,8,2_6,2,1,1.307,1,2097,2549,15,s_dent_cut.wav,69086,70393,73680,1
12,1,9,6_1,1,2,0.911,1,3164,1211,50,s_alv_cut.wav,78864,79775,82102,1
12,1,10,5_8,5,1,1.14,1,2863,1421,47,d_sh_retr_cut.wav,86990,88130,90454,1
12,1,11,6_4,4,2,1.315,1,2286,2260,53,s_palat_cut.wav,94751,96066,99027,1
12,1,12,2_7,2,1,0.852,1,2274,998,16,s_dent_cut.wav,103326,104178,106351,1
12,1,13,8_3,3,2,0.942,1,3043,1933,72,t_sl_cut.wav,111419,112361,115375,1
12,1,14,1_7,1,1,0.939,1,3440,2675,06,s_alv_cut.wav,120830,121769,125522,1
12,1,15,4_8,4,1,0.966,1,2685,1982,37,s_palat_cut.wav,130226,131192,134234,1
12,1,16,3_7,3,1,0.643,1,3271,1642,26,t_sl_cut.wav,139523,140166,143191,1
12,1,17,1_2,2,2,1.034,1,3332,2509,01,s_dent_cut.wav,148544,149578,153072,1
12,1,18,8_1,1,2,0.77,1,3050,1857,70,s_alv_cut.wav,158147,158917,162038,1
12,1,19,5_3,5,1,0.888,1,2873,1333,42,d_sh_retr_cut.wav,166930,167818,170278,1
12,1,20,5_4,4,1,1.281,0,1752,2350,43,s_palat_cut.wav,174058,175339,178442,1
12,1,21,4_1,1,2,0.865,1,3015,1588,30,s_alv_cut.wav,183481,184346,187085,1
12,1,22,2_3,2,1,1.662,1,4089,2011,12,s_dent_cut.wav,193195,194857,197232,1
12,1,23,3_4,3,1,0.918,1,3929,1968,23,t_sl_cut.wav,203186,204104,207198,1
12,1,24,6_5,5,2,0.911,1,2301,2016,54,d_sh_retr_cut.wav,211514,212425,215566,1
12,1,25,8_4,4,2,0.766,1,2398,1733,73,s_palat_cut.wav,219984,220750,223746,1
12,1,26,3_2,3,1,1.157,1,3162,1584,21,t_sl_cut.wav,228927,230084,232521,1
12,1,27,4_5,5,2,1.212,1,3052,1600,34,d_sh_retr_cut.wav,237598,238810,241213,1
12,1,28,7_1,1,2,0.981,1,2192,2140,60,s_alv_cut.wav,245432,246413,249611,1
12,1,29,2_8,2,1,1.148,1,2443,2704,17,s_dent_cut.wav,254074,255222,258797,1
12,1,30,4_6,4,1,1.146,1,2316,1426,35,s_palat_cut.wav,263138,264284,266603,1
12,1,31,3_2,2,2,1.202,1,3082,1626,21,s_dent_cut.wav,271709,272911,275355,1
12,1,32,1_4,1,1,0.941,1,3282,2304,03,s_alv_cut.wav,280656,281597,284993,1
12,1,33,1_5,5,2,0.845,1,2760,2482,04,d_sh_retr_cut.wav,289769,290614,294273,1
12,1,34,3_4,4,2,0.74,1,3057,2358,23,s_palat_cut.wav,299346,300086,303731,1
12,1,35,5_2,5,1,0.731,1,3569,2175,41,d_sh_retr_cut.wav,309316,310047,313504,1
12,1,36,1_3,3,2,0.924,1,3374,1861,02,t_sl_cut.wav,318900,319824,322790,1
12,1,37,8_5,5,2,0.904,1,3221,1869,74,d_sh_retr_cut.wav,328026,328930,331918,1
12,1,38,1_4,4,2,1.095,1,1892,1850,03,s_palat_cut.wav,335835,336930,339704,1
12,1,39,3_1,1,2,0.807,1,2990,2258,20,s_alv_cut.wav,344720,345527,349001,1
12,1,40,3_1,3,1,0.876,1,2720,1124,20,t_sl_cut.wav,353748,354624,356898,1
12,2,1,5_8,5,2,1.253,0,2874,1642,EH,b_sh_cut.wav,7973,9226,11634,3
12,2,2,7_4,4,1,1.301,0,2685,2350,GD,k_asp_cut.wav,16375,17676,20751,3
12,2,3,2_8,2,2,1.257,0,2720,2549,BH,p_cut.wav,25513,26770,30088,3
12,2,4,8_1,1,1,1.139,0,3929,1982,HA,k_click_cut.wav,36055,37194,40081,3
