subjID,block,trial,vStim1,vStim2,aStim,resp,RT,fb,vStimNassoc,stimOnset,respOnset,feedbackOnset,pe,delta,drift,assoc_active,assoc_inactive
biokurs19-11,1,1,1,2,2,1,1.431,0,1,16562,17993,20853,-0.5,0.457114110966889,0.417906620890099,0.5,0.5
biokurs19-11,1,2,4,5,5,2,1.159,1,4,34161,35320,38357,0.5,0.457114110966889,0.417906620890099,0.5,0.5
biokurs19-11,1,3,1,6,1,1,1.719,1,6,52560,54279,56933,0.499552270827237,0.457318872006448,0.418093819211216,0.500447729172762,0.5
biokurs19-11,1,4,4,3,4,2,1.341,0,3,62014,63355,65919,-0.500483748488718,0.457334970085301,0.418108536529222,0.500483748488718,0.5
biokurs19-11,1,5,7,2,2,2,1.353,1,7,71503,72856,75339,0.499552270827237,0.457318872006448,0.418093819211216,0.500447729172762,0.5
biokurs19-11,1,6,5,8,5,1,1.365,1,8,80578,81943,83964,0.499516251511282,0.457334970085301,0.418108536529222,0.500483748488718,0.5
biokurs19-11,1,7,6,3,3,1,1.025,0,6,89908,90933,93285,-0.500447729172762,0.45753973112486,0.41829573485034,0.500447729172762,0.500483748488718
biokurs19-11,1,8,6,2,2,2,1.145,1,6,98072,99217,102769,0.499068954213453,0.45796495728931,0.418684488610584,0.500931045786547,0.500931045786547
biokurs19-11,1,9,3,5,3,2,1.163,0,5,108877,110040,112636,-0.500896148029325,0.457965291486979,0.418684794143525,0.500896148029325,0.500966676386312
biokurs19-11,1,10,1,8,1,1,1.115,1,8,117817,118932,120970,0.499068954213453,0.457760393246511,0.418497470389465,0.500931045786547,0.500483748488718
biokurs19-11,1,11,3,4,3,1,1.89,1,4,125279,127169,128523,0.498654741933084,0.458155156183276,0.418858373807229,0.501345258066916,0.500931909536414
biokurs19-11,1,12,4,6,4,1,1.777,1,6,133422,135199,137453,0.49858308876713,0.45840821261441,0.419089725138313,0.50141691123287,0.501416045999644
biokurs19-11,1,13,4,2,2,2,1.497,1,4,142516,144013,146843,0.498586457449112,0.458626981635948,0.419289729951888,0.501413542550888,0.501898583201712
biokurs19-11,1,14,5,4,4,2,1.674,1,5,151912,153586,155859,0.497614775905097,0.458849160833765,0.419492852444859,0.502385224094903,0.501413542550888
biokurs19-11,1,15,5,3,3,1,1.41,0,5,169063,170473,172670,-0.501827708942994,0.45881712095848,0.419463560686646,0.501827708942994,0.501899360637724
