block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1136	1	2874	2549	02	d_sh_retr_cut.wav	7953	9089	12539
1	2	7_3	3	1	1606	0	3082	1823	62	s_palat_cut.wav	17651	19257	21482
1	3	4_2	2	1	1676	0	2873	1733	31	s_alv_cut.wav	26392	28068	30141
1	4	3_8	3	1	1392	1	4089	2304	27	s_palat_cut.wav	36249	37641	40579
1	5	5_7	5	2	1454	0	3015	1968	46	s_dent_cut.wav	45628	47082	49612
1	6	6_2	2	2	1404	1	3332	1600	51	s_alv_cut.wav	54958	56362	58577
1	7	2_4	4	2	1650	1	3440	1982	13	t_sl_cut.wav	64060	65710	68061
1	8	2_6	2	1	1397	1	2863	1211	15	s_alv_cut.wav	72943	74340	76179
1	9	6_1	1	2	1386	1	2301	1857	50	d_sh_retr_cut.wav	80505	81891	84399
1	10	5_8	5	2	1509	0	3374	2175	47	s_dent_cut.wav	89792	91301	93979
1	11	6_4	4	2	1465	1	3788	1642	53	t_sl_cut.wav	99788	101253	103455
1	12	2_7	2	1	1703	1	2872	2168	16	s_alv_cut.wav	108348	110051	112550
1	13	8_3	3	2	993	1	2097	2011	72	s_palat_cut.wav	116675	117668	120713
1	14	1_7	1	1	1037	1	2286	1346	06	d_sh_retr_cut.wav	125024	126061	128386
1	15	4_8	4	1	1148	1	3052	1933	37	t_sl_cut.wav	133452	134600	137400
1	16	3_7	3	1	1213	1	3043	1588	26	s_palat_cut.wav	142457	143670	146068
1	17	1_2	2	2	1133	1	2398	1333	01	s_alv_cut.wav	150487	151620	153849
1	18	8_1	1	2	976	1	3221	1510	70	d_sh_retr_cut.wav	159097	160073	162630
1	19	5_3	5	1	1397	1	2720	2509	42	s_dent_cut.wav	167378	168775	171914
1	20	5_4	4	2	1621	1	3164	2704	43	t_sl_cut.wav	177103	178724	181833
1	21	4_1	1	2	979	1	2316	1861	30	d_sh_retr_cut.wav	186175	187154	190057
1	22	2_3	2	2	1076	0	3569	1124	12	s_alv_cut.wav	195641	196717	198796
1	23	3_4	3	1	1129	1	2698	2140	23	s_palat_cut.wav	203517	204646	207687
1	24	6_5	5	2	1067	1	3282	2563	54	s_dent_cut.wav	212990	214057	217568
1	25	8_4	4	2	1164	1	3057	2258	73	t_sl_cut.wav	222649	223813	226934
1	26	3_2	3	1	1785	1	2760	998	21	s_palat_cut.wav	231721	233506	234741
1	27	4_5	5	2	1851	1	2548	1584	34	s_dent_cut.wav	239314	241165	242918
1	28	7_1	1	2	1251	1	3162	1989	60	d_sh_retr_cut.wav	248106	249357	252106
1	29	2_8	2	1	985	1	1752	1869	17	s_alv_cut.wav	255869	256854	259755
1	30	4_6	4	1	1351	1	2990	2260	35	t_sl_cut.wav	264769	266120	269070
1	31	3_2	2	0	0	2	2192	1421	21	s_alv_cut.wav	273287	0	276747
1	32	1_4	1	1	814	1	2608	1850	03	d_sh_retr_cut.wav	281365	282179	285229
1	33	1_5	5	2	1177	1	2443	2253	04	s_dent_cut.wav	289698	290875	293970
1	34	3_4	4	2	1142	1	2274	2358	23	t_sl_cut.wav	298258	299400	302644
1	35	5_2	5	1	1224	1	3271	2016	41	s_dent_cut.wav	307931	309155	311973
1	36	1_3	3	2	1331	1	2516	2350	02	s_palat_cut.wav	316509	317840	320876
1	37	8_5	5	2	947	1	3929	2675	74	s_dent_cut.wav	326829	327776	331548
1	38	1_4	4	2	1071	1	1892	1426	03	t_sl_cut.wav	335459	336530	338903
1	39	3_1	1	2	793	1	2685	1626	20	d_sh_retr_cut.wav	343612	344405	347263
1	40	3_1	3	1	981	1	3050	2482	20	s_palat_cut.wav	352332	353313	356831
