block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
3	1	2_1	2	1	1596	1	3440	1733	hg	norm_i.wav	27777	29373	31548
3	2	1_3	1	1	1397	1	2863	2563	gi	norm_r.wav	36446	37843	41045
3	3	1_2	1	1	1449	1	2720	2549	gh	norm_r.wav	45802	47251	50381
3	4	3_2	2	2	1600	1	3043	1584	ih	norm_i.wav	55459	57059	59066
3	5	2_3	2	1	1244	1	3332	2140	hi	norm_i.wav	64431	65675	68605
3	6	2_1	1	1	1388	0	2685	2253	hg	norm_r.wav	73317	74705	77617
3	7	1_2	2	2	1156	1	2097	1510	gh	norm_i.wav	81745	82901	85291
3	8	3_1	1	2	1076	1	3221	1421	ig	norm_r.wav	90536	91612	94002
3	9	3_1	3	2	1923	0	2286	2011	ig	norm_sch.wav	98317	100240	102358
3	10	2_3	2	1	1150	1	3164	1861	hi	norm_i.wav	107562	108712	111458
3	11	3_2	3	1	1504	1	3569	2350	ih	norm_sch.wav	117066	118570	121447
3	12	1_3	1	1	1037	1	3374	1124	gi	norm_r.wav	126854	127891	130021
3	13	2_1	1	2	1055	1	2873	2482	hg	norm_r.wav	134920	135975	139445
3	14	3_2	2	2	1137	1	3788	2016	ih	norm_i.wav	145268	146405	149312
3	15	2_3	3	0	0	2	2398	1857	hi	norm_sch.wav	153745	0	157636
3	16	1_3	3	2	1016	1	3082	1333	gi	norm_sch.wav	162745	163761	166129
3	17	1_2	1	1	1218	1	2301	1823	gh	norm_r.wav	170464	171682	174335
3	18	1_2	2	2	1415	1	3162	1869	gh	norm_i.wav	179525	180940	183448
3	19	3_1	1	2	1326	1	1752	998	ig	norm_r.wav	187231	188557	190260
3	20	2_1	2	1	1185	1	2760	1850	hg	norm_i.wav	195056	196241	198928
3	21	3_2	3	1	1004	1	4089	1588	ih	norm_sch.wav	205051	206055	208666
3	22	2_3	3	2	1202	1	2872	1346	hi	norm_sch.wav	213567	214769	216940
3	23	3_1	3	1	1071	1	2990	2175	ig	norm_sch.wav	221968	223039	226169
3	24	1_3	3	2	22	1	2608	1211	gi	norm_sch.wav	230803	230825	234038
