block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1464	1	3271	2358	02	d_sh_retr_cut.wav	9171	10635	13563
1	2	7_3	3	1	1251	0	4089	2304	62	t_sl_cut.wav	19668	20919	23998
1	3	4_2	2	2	1238	1	2760	1857	31	s_dent_cut.wav	28775	30013	32653
1	4	3_8	3	1	1414	1	2443	1588	27	t_sl_cut.wav	37116	38530	40722
1	5	5_7	5	1	1501	1	2097	1426	46	s_palat_cut.wav	44841	46342	48294
1	6	6_2	2	1	1446	0	2301	1642	51	s_dent_cut.wav	52618	54064	56279
1	7	2_4	4	2	1406	1	3788	1584	13	s_alv_cut.wav	62087	63493	65696
1	8	2_6	2	1	1029	1	2286	1346	15	s_dent_cut.wav	70008	71037	73369
1	9	6_1	1	1	1288	0	3164	1333	50	d_sh_retr_cut.wav	78548	79836	81908
1	10	5_8	5	2	1078	0	2863	1421	47	s_palat_cut.wav	86798	87876	90245
1	11	6_4	4	2	1886	1	2698	1823	53	s_alv_cut.wav	94953	96839	98789
1	12	2_7	2	1	1372	1	2685	2253	16	s_dent_cut.wav	103491	104863	107770
1	13	8_3	3	2	614	1	2274	2675	72	t_sl_cut.wav	112058	112672	116761
1	14	1_7	1	1	764	1	2873	1211	06	d_sh_retr_cut.wav	121653	122417	124879
1	15	4_8	4	1	1334	1	2720	1626	37	s_alv_cut.wav	129625	130959	133277
1	16	3_7	3	1	1046	1	3082	1733	26	t_sl_cut.wav	138378	139424	142130
1	17	1_2	2	2	1732	1	2874	1124	01	s_dent_cut.wav	147023	148755	150162
1	18	8_1	1	2	1344	1	3162	2016	70	d_sh_retr_cut.wav	155347	156691	159374
1	19	5_3	5	1	1326	1	2516	1869	42	s_palat_cut.wav	163910	165236	167813
1	20	5_4	4	2	1527	1	3221	2563	43	s_alv_cut.wav	173059	174586	177645
1	21	4_1	1	2	1765	1	3282	2549	30	d_sh_retr_cut.wav	182951	184716	187534
1	22	2_3	2	2	1330	0	3569	1968	12	s_dent_cut.wav	193123	194453	197122
1	23	3_4	3	1	1206	1	3043	1600	23	t_sl_cut.wav	202179	203385	205803
1	24	6_5	5	2	1223	1	2398	2704	54	s_palat_cut.wav	210228	211451	214942
1	25	8_4	4	2	1444	1	2192	2260	73	s_alv_cut.wav	219160	220604	223441
1	26	3_2	3	2	1615	0	3374	2509	21	t_sl_cut.wav	228840	230455	233361
1	27	4_5	5	2	1832	1	2608	1933	34	s_palat_cut.wav	237994	239826	241940
1	28	7_1	1	2	1351	1	1752	2140	60	d_sh_retr_cut.wav	245707	247058	249863
1	29	2_8	2	1	1192	1	3332	2258	17	s_dent_cut.wav	255216	256408	259492
1	30	4_6	4	1	1256	1	3440	2482	35	s_alv_cut.wav	264959	266215	269459
1	31	3_2	2	2	1472	1	3050	1989	21	s_dent_cut.wav	274525	275997	278548
1	32	1_4	1	2	1121	0	1892	2175	03	d_sh_retr_cut.wav	282451	283572	286645
1	33	1_5	5	2	902	1	2548	1982	04	s_palat_cut.wav	291214	292116	295217
1	34	3_4	4	2	1451	1	3057	998	23	s_alv_cut.wav	300292	301743	303317
1	35	5_2	5	1	1060	1	2316	1850	41	s_palat_cut.wav	307658	308718	311529
1	36	1_3	3	2	1951	1	3015	1861	02	t_sl_cut.wav	316570	318521	320465
1	37	8_5	5	2	913	1	3929	2350	74	s_palat_cut.wav	326409	327322	330803
1	38	1_4	4	2	1108	1	3052	1510	03	s_alv_cut.wav	335879	336987	339403
1	39	3_1	1	2	1003	1	2872	2011	20	d_sh_retr_cut.wav	344303	345306	348331
1	40	3_1	3	1	1181	1	2990	2168	20	t_sl_cut.wav	353346	354527	357554
