block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
4	1	4_3	4	2	1603	0	2286	2140	LK	r_dent_cut.wav	7348	8951	11508
4	2	3_8	3	0	0	2	2874	1421	KP	n_palat_cut.wav	16395	0	19838
4	3	1_5	1	1	946	1	3057	2563	IM	n_velar_cut.wav	24906	25852	29496
4	4	2_7	2	1	1595	1	2316	1857	JO	r_dent_trill_cut.wav	33836	35431	37714
4	5	6_1	1	2	960	1	3221	1600	NI	n_velar_cut.wav	42955	43915	46578
4	6	4_7	4	2	1163	0	3052	2675	LO	r_dent_cut.wav	51657	52820	56346
4	7	7_2	2	2	1178	1	1892	1626	OJ	r_dent_trill_cut.wav	60257	61435	63919
4	8	8_1	1	1	769	0	3050	1584	PI	n_velar_cut.wav	68988	69757	72606
4	9	3_4	3	2	1178	0	3440	1869	KL	n_palat_cut.wav	78072	79250	81976
4	10	3_5	5	2	1289	1	2863	2704	KM	n_alv_cut.wav	86864	88153	91593
4	11	8_2	2	2	1391	1	3929	2350	PJ	r_dent_trill_cut.wav	97548	98939	101924
4	12	5_3	3	1	1034	0	2685	1346	MK	n_palat_cut.wav	106633	107667	110004
4	13	1_2	2	2	1477	1	3569	1333	IJ	r_dent_trill_cut.wav	115588	117065	118934
4	14	5_1	5	2	1339	0	2398	2168	MI	n_alv_cut.wav	123359	124698	127555
4	15	4_3	3	2	1420	1	3332	1982	LK	n_palat_cut.wav	132915	134335	136916
4	16	6_5	5	1	1675	0	3271	1861	NM	n_alv_cut.wav	142206	143881	146093
4	17	8_4	4	2	1169	1	2301	1933	PL	r_dent_cut.wav	150409	151578	154361
4	18	6_2	2	2	1714	1	1752	1850	NJ	r_dent_trill_cut.wav	158127	159841	161993
4	19	3_1	3	2	1510	0	2873	2253	KI	n_palat_cut.wav	166892	168402	171179
4	20	5_2	2	2	1216	1	2548	1426	MJ	r_dent_trill_cut.wav	175741	176957	179205
4	21	6_3	3	1	1201	0	2097	2304	NK	n_palat_cut.wav	183325	184526	187656
4	22	4_8	4	1	1315	1	3082	2549	LP	r_dent_cut.wav	192755	194070	197324
4	23	7_5	5	2	1690	1	2760	2260	OM	n_alv_cut.wav	202104	203794	206386
4	24	1_6	1	1	1245	1	3162	2258	IN	n_velar_cut.wav	211573	212818	215842
4	25	2_4	4	2	1125	1	2720	2509	JL	r_dent_cut.wav	220589	221714	225142
4	26	1_5	5	2	892	1	3043	2358	IM	n_alv_cut.wav	230210	231102	234591
4	27	5_4	4	2	1121	1	2274	1124	ML	r_dent_cut.wav	238881	240002	242033
4	28	1_2	1	1	1307	1	3788	1733	IJ	n_velar_cut.wav	247844	249151	251619
4	29	5_8	5	1	1187	1	2990	2011	MP	n_alv_cut.wav	256628	257815	260662
4	30	3_6	3	2	849	0	4089	1510	KN	n_palat_cut.wav	266776	267625	270312
4	31	2_5	5	1	1348	0	2192	2482	JM	n_alv_cut.wav	274532	275880	279035
4	32	4_5	4	1	1257	1	2698	2175	LM	r_dent_cut.wav	283750	285007	287937
4	33	3_1	1	2	1781	1	3164	1642	KI	n_velar_cut.wav	293122	294903	296791
4	34	8_3	3	2	1860	1	3374	998	PK	n_palat_cut.wav	302186	304046	305196
4	35	6_4	4	1	1234	0	3282	1588	NL	r_dent_cut.wav	310503	311737	314106
4	36	7_1	1	2	1927	1	2443	1989	OI	n_velar_cut.wav	318571	320498	322578
4	37	2_4	2	2	1972	0	2872	2016	JL	r_dent_trill_cut.wav	327462	329434	331494
4	38	4_1	1	2	1426	1	2516	1823	LI	n_velar_cut.wav	336030	337456	339870
4	39	2_3	2	1	1648	1	3015	1968	JK	r_dent_trill_cut.wav	344903	346551	348887
4	40	8_5	5	2	1143	1	2608	1211	PM	n_alv_cut.wav	353509	354652	356734
