block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	1_3	1	1	1244	1	3043	1211	02	s_palat_cut.wav	8114	9358	11336
1	2	7_3	3	1	1444	0	3440	1584	62	t_sl_cut.wav	16819	18263	20420
1	3	4_2	2	1	1211	0	2316	1857	31	s_alv_cut.wav	24780	25991	28658
1	4	3_8	3	1	1227	1	2874	2258	27	t_sl_cut.wav	33551	34778	37823
1	5	5_7	5	0	0	2	3788	998	46	s_dent_cut.wav	43656	0	46679
1	6	6_2	2	1	1693	0	2274	1869	51	s_alv_cut.wav	50978	52671	54875
1	7	2_4	4	2	1157	1	2443	2675	13	d_sh_retr_cut.wav	59360	60517	64054
1	8	2_6	2	1	1348	1	2301	2358	15	s_alv_cut.wav	68374	69722	72751
1	9	6_1	1	1	939	0	3052	1823	50	s_palat_cut.wav	77818	78757	81656
1	10	5_8	5	2	1501	0	3082	1861	47	s_dent_cut.wav	86755	88256	90636
1	11	6_4	4	1	820	0	2698	1421	53	d_sh_retr_cut.wav	95349	96169	98783
1	12	2_7	2	1	1199	1	2872	2304	16	s_alv_cut.wav	103665	104864	107986
1	13	8_3	3	1	1448	0	2608	2168	72	t_sl_cut.wav	112610	114058	116810
1	14	1_7	1	1	1334	1	3271	2260	06	s_palat_cut.wav	122109	123443	126395
1	15	4_8	4	1	1052	1	2097	2016	37	d_sh_retr_cut.wav	130517	131569	134560
1	16	3_7	3	1	881	1	3282	1982	26	t_sl_cut.wav	139862	140743	143860
1	17	1_2	2	1	1118	0	3929	1968	01	s_alv_cut.wav	149807	150925	153801
1	18	8_1	1	2	1849	1	2990	2350	70	s_palat_cut.wav	158806	160655	163179
1	19	5_3	5	1	1126	1	2286	2482	42	s_dent_cut.wav	167489	168615	171987
1	20	5_4	4	1	1495	0	2685	2140	43	d_sh_retr_cut.wav	176688	178183	180854
1	21	4_1	1	2	1295	1	2548	2175	30	s_palat_cut.wav	185422	186717	189618
1	22	2_3	2	2	1372	0	3374	1124	12	s_alv_cut.wav	195013	196385	198167
1	23	3_4	3	1	1278	1	1752	2253	23	t_sl_cut.wav	201942	203220	206229
1	24	6_5	5	1	1045	0	2192	1588	54	s_dent_cut.wav	210435	211480	214044
1	25	8_4	4	2	1395	1	3221	1333	73	d_sh_retr_cut.wav	219287	220682	222643
1	26	3_2	3	1	908	1	3162	1600	21	t_sl_cut.wav	227832	228740	231443
1	27	4_5	5	1	872	0	1892	2704	34	s_dent_cut.wav	235362	236234	240085
1	28	7_1	1	1	1054	0	2863	1989	60	s_palat_cut.wav	244973	246027	248988
1	29	2_8	2	1	1431	1	3332	1426	17	s_alv_cut.wav	254331	255762	257776
1	30	4_6	4	1	1104	1	3569	2549	35	d_sh_retr_cut.wav	263368	264472	267930
1	31	3_2	2	1	996	0	3015	1346	21	s_alv_cut.wav	272966	273962	276345
1	32	1_4	1	1	1446	1	2516	1933	03	s_palat_cut.wav	280876	282322	284826
1	33	1_5	5	2	1595	1	4089	2509	04	s_dent_cut.wav	290929	292524	295464
1	34	3_4	4	1	953	0	3057	1733	23	d_sh_retr_cut.wav	300546	301499	304306
1	35	5_2	5	2	1914	0	2398	1510	41	s_dent_cut.wav	308722	310636	312243
1	36	1_3	3	1	925	0	2873	1642	02	t_sl_cut.wav	317144	318069	320802
1	37	8_5	5	2	1761	1	3050	2563	74	s_dent_cut.wav	325872	327633	330452
1	38	1_4	4	1	1108	0	2720	1626	03	d_sh_retr_cut.wav	335196	336304	338848
1	39	3_1	1	1	1006	0	2760	1850	20	s_palat_cut.wav	343627	344633	347517
1	40	3_1	3	1	1083	1	3164	2011	20	t_sl_cut.wav	352707	353790	356744
