block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	3_4	3	1	1512	1	1644	2677	gh	norm_e.wav	14560	16072	19262
2	2	2_1	1	1	1375	0	2417	1211	fe	norm_k.wav	23703	25078	26948
2	3	1_4	4	2	1156	1	3046	2350	eh	norm_f.wav	32017	33173	36405
2	4	3_1	1	1	1311	0	2659	2253	ge	norm_k.wav	41098	42409	45376
2	5	1_3	1	1	1304	1	2496	2016	eg	norm_k.wav	49903	51207	53957
2	6	1_2	2	1	1220	0	2068	1588	ef	norm_au.wav	58060	59280	61680
2	7	4_1	4	2	1196	0	1892	2244	he	norm_f.wav	65602	66798	69870
2	8	4_1	1	2	1305	1	3058	930	he	norm_k.wav	74952	76257	77908
2	9	1_2	1	1	1386	1	2387	2369	ef	norm_k.wav	82332	83718	86731
2	10	4_3	4	1	1213	1	2776	2062	hg	norm_f.wav	91539	92752	95626
2	11	1_3	3	1	1329	0	1955	974	eg	norm_e.wav	99603	100932	102605
2	12	4_2	4	1	1540	1	2448	2140	hf	norm_f.wav	107080	108620	111256
2	13	3_2	3	2	1089	0	2122	1765	gf	norm_e.wav	115406	116495	119199
2	14	2_4	4	2	1326	1	2542	1823	fh	norm_f.wav	123777	125103	127625
2	15	1_4	1	1	1281	1	2538	1901	eh	norm_k.wav	132191	133472	136121
2	16	3_4	4	2	1058	1	2067	1396	gh	norm_f.wav	140221	141279	143650
2	17	2_4	2	1	1958	1	3272	1861	fh	norm_au.wav	148961	150919	152850
2	18	2_1	2	2	1358	0	3185	1019	fe	norm_au.wav	158058	159416	161126
2	19	2_3	2	1	1213	1	2662	2689	fg	norm_au.wav	165820	167033	170547
2	20	4_3	3	2	1219	1	2685	2480	hg	norm_e.wav	175261	176480	179790
2	21	3_1	3	1	979	1	2516	1463	ge	norm_e.wav	184343	185322	187841
2	22	3_2	2	2	1139	1	3050	1580	gf	norm_au.wav	192929	194068	196542
2	23	4_2	2	2	1391	1	1943	1470	hf	norm_au.wav	200523	201914	204030
2	24	2_3	3	2	1721	1	2379	1699	fg	norm_e.wav	208444	210165	212180
2	25	3_1	1	2	1291	1	2813	2855	ge	norm_k.wav	217166	218457	222163
2	26	2_4	2	1	1635	1	2484	2151	fh	norm_au.wav	226685	228320	230868
2	27	1_3	1	2	1325	0	3054	2549	eg	norm_k.wav	235956	237281	240534
2	28	1_4	1	1	1088	1	1754	2412	eh	norm_k.wav	244324	245412	248765
2	29	1_3	3	2	1444	1	2128	1863	eg	norm_e.wav	252933	254377	256818
2	30	2_1	1	2	918	1	2115	1902	fe	norm_k.wav	260971	261889	265162
2	31	4_2	4	1	1457	1	2656	2718	hf	norm_f.wav	269846	271303	274592
2	32	2_4	4	2	1301	1	3266	3454	fh	norm_f.wav	279891	281192	285396
