block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	3_4	3	2	1992	0	1892	1396	gh	norm_au.wav	13515	15507	16965
2	2	2_1	1	2	1313	1	2542	3454	fe	norm_k.wav	21545	22858	27025
2	3	1_4	4	0	0	2	3054	2480	eh	norm_f.wav	32109	0	36619
2	4	3_1	1	2	1185	1	3058	930	ge	norm_k.wav	41715	42900	44671
2	5	1_3	1	2	999	0	2387	2549	eg	norm_k.wav	49096	50095	53675
2	6	1_2	2	0	0	2	1943	1863	ef	norm_e.wav	57654	0	61541
2	7	4_1	4	1	1598	1	2538	1211	he	norm_f.wav	66117	67715	69358
2	8	4_1	1	2	1297	1	2128	1580	he	norm_k.wav	73509	74806	77111
2	9	1_2	1	1	1717	1	2813	1588	ef	norm_k.wav	81962	83679	85571
2	10	4_3	4	2	1791	0	2068	2677	hg	norm_f.wav	89669	91460	94378
2	11	1_3	3	1	1383	0	2067	2718	eg	norm_au.wav	98470	99853	103238
2	12	4_2	4	2	1558	0	1644	1765	hf	norm_f.wav	106915	108473	110720
2	13	3_2	3	1	1269	1	3050	2140	gf	norm_au.wav	115806	117075	119980
2	14	2_4	4	2	1488	1	3266	1463	fh	norm_f.wav	125274	126762	128789
2	15	1_4	1	1	1208	1	2656	2151	eh	norm_k.wav	133466	134674	137645
2	16	3_4	4	2	1545	1	2417	2369	gh	norm_f.wav	142095	143640	146498
2	17	2_4	2	1	1309	1	2122	2016	fh	norm_e.wav	150652	151961	154697
2	18	2_1	2	1	1595	1	2379	1019	fe	norm_e.wav	159111	160706	162152
2	19	2_3	2	1	1690	1	1754	2689	fg	norm_e.wav	165938	167628	170656
2	20	4_3	3	2	1087	1	2115	2350	hg	norm_au.wav	174800	175887	179186
2	21	3_1	3	1	962	1	3185	1902	ge	norm_au.wav	184405	185367	188340
2	22	3_2	2	2	1292	1	1955	1901	gf	norm_e.wav	192327	193619	196257
2	23	4_2	2	2	1381	1	2662	1470	hf	norm_e.wav	200953	202334	204445
2	24	2_3	3	2	1233	1	2776	2244	fg	norm_au.wav	209252	210485	213521
2	25	3_1	1	2	1721	1	2659	2062	ge	norm_k.wav	218203	219924	222290
2	26	2_4	2	1	1207	1	2516	1699	fh	norm_e.wav	226829	228036	230563
2	27	1_3	1	1	1400	1	3046	2855	eg	norm_k.wav	235644	237044	240520
2	28	1_4	1	1	1275	1	2484	974	eh	norm_k.wav	245034	246309	248041
2	29	1_3	3	2	1195	1	2448	2412	eg	norm_au.wav	252516	253711	256964
2	30	2_1	1	2	1291	1	3272	1861	fe	norm_k.wav	262259	263550	266149
2	31	4_2	4	1	1426	1	2685	2253	hf	norm_f.wav	270857	272283	275142
2	32	2_4	4	2	1269	1	2496	1823	fh	norm_f.wav	279670	280939	283514
