block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	1_3	3	2	1412	1	3332	2175	df	norm_e.wav	15390	16802	19594
2	2	3_1	3	1	1552	1	2720	1861	fd	norm_e.wav	24340	25892	28232
2	3	2_3	3	2	1464	1	2286	1124	ef	norm_e.wav	32542	34006	35697
2	4	3_2	2	2	1348	1	2685	1588	fe	norm_k.wav	40409	41757	44029
2	5	2_1	2	1	1244	1	3788	998	ed	norm_k.wav	49847	51091	52891
2	6	3_2	2	2	983	1	1752	2253	fe	norm_k.wav	56679	57662	60964
2	7	2_3	2	1	984	1	2398	1869	ef	norm_k.wav	65394	66378	69299
2	8	1_3	1	2	1214	0	2097	2016	df	norm_f.wav	73428	74642	77481
2	9	3_2	3	1	1188	1	3043	2140	fe	norm_e.wav	82559	83747	86723
2	10	2_3	2	1	1287	1	3569	1211	ef	norm_k.wav	92320	93607	95563
2	11	1_2	1	2	1400	0	3221	1510	de	norm_f.wav	100807	102207	104347
2	12	2_1	2	1	1062	1	3440	1421	ed	norm_k.wav	109811	110873	113277
2	13	1_3	3	2	1084	1	2301	1346	df	norm_e.wav	117608	118692	120987
2	14	3_1	1	2	1163	1	2608	1857	fd	norm_f.wav	125616	126779	129499
2	15	1_2	1	1	1595	1	3162	1823	de	norm_f.wav	134689	136284	138551
2	16	2_1	1	2	1346	1	3164	1333	ed	norm_f.wav	143743	145089	147112
2	17	1_3	1	1	1446	1	3374	1584	df	norm_f.wav	152521	153967	156132
2	18	1_2	2	1	1010	0	4089	2350	de	norm_k.wav	162255	163265	166633
2	19	3_1	3	1	1243	1	2872	2549	fd	norm_e.wav	171540	172783	176118
2	20	1_2	2	2	863	1	2863	2011	de	norm_k.wav	181016	181879	185065
