block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	1_3	3	1	980	0	2872	2549	df	norm_e.wav	15948	16928	20550
2	2	3_1	3	2	1356	0	2873	2175	fd	norm_e.wav	25454	26810	29676
2	3	2_3	3	2	1681	1	3788	998	ef	norm_e.wav	35510	37191	38540
2	4	3_2	2	1	1211	0	3569	1510	fe	norm_f.wav	44151	45362	47692
2	5	2_1	2	1	1110	1	3440	1584	ed	norm_f.wav	53163	54273	56787
2	6	3_2	2	1	1630	0	2720	1346	fe	norm_f.wav	61543	63173	64930
2	7	2_3	2	2	1366	0	2863	2482	ef	norm_f.wav	69827	71193	74346
2	8	1_3	1	1	1816	1	3332	1421	df	norm_k.wav	79717	81533	83166
2	9	3_2	3	1	1634	1	2990	1733	fe	norm_e.wav	88195	89829	91958
2	10	2_3	2	1	1349	1	3082	1857	ef	norm_f.wav	97068	98417	100963
2	11	1_2	1	1	1084	1	2097	1124	de	norm_k.wav	105103	106187	108271
