block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
1	1	4_2	4	0	0	2	2067	1901	db	norm_a.wav	14856	0	18787
1	2	2_3	2	2	1374	0	2542	2016	bc	norm_o.wav	23362	24736	27420
1	3	2_1	1	0	0	2	2387	2412	ba	norm_d.wav	31842	0	36285
1	4	4_1	1	2	1271	1	2448	2677	da	norm_d.wav	40755	42026	45485
1	5	1_2	1	2	877	0	3054	2689	ab	norm_d.wav	50563	51440	55282
1	6	3_2	2	2	1157	1	3266	1580	cb	norm_o.wav	60577	61734	64209
1	7	1_4	4	1	1126	0	2122	3454	ad	norm_a.wav	68368	69494	73851
1	8	3_4	4	1	1667	0	3050	2718	cd	norm_a.wav	78932	80599	83684
1	9	2_4	2	1	1378	1	1892	2151	bd	norm_o.wav	87609	88987	91802
1	10	4_2	2	1	1010	0	3272	1861	db	norm_o.wav	97107	98117	100997
1	11	1_4	1	1	1313	1	2128	2350	ad	norm_d.wav	105149	106462	109521
1	12	4_3	4	1	1207	1	2813	1765	dc	norm_a.wav	114369	115576	118155
1	13	3_1	1	2	1000	1	2516	2549	ca	norm_d.wav	122707	123707	127291
1	14	3_4	3	1	1683	1	2496	1019	cd	norm_s.wav	131822	133505	134879
1	15	1_3	3	2	1344	1	2068	930	ac	norm_s.wav	138979	140323	141942
1	16	1_3	1	1	889	1	1644	2244	ac	norm_d.wav	145623	146512	149891
1	17	2_3	3	2	1471	1	2538	1902	bc	norm_s.wav	154452	155923	158384
1	18	4_3	3	2	1112	1	2656	1211	dc	norm_s.wav	163072	164184	166328
1	19	1_2	2	2	1298	1	2659	1470	ab	norm_o.wav	171010	172308	174505
1	20	3_1	3	2	1305	0	2417	2480	ca	norm_s.wav	178953	180258	183467
1	21	3_2	3	1	1011	1	2776	2253	cb	norm_s.wav	188281	189292	192558
1	22	2_1	2	1	1177	1	2662	2855	ba	norm_o.wav	197252	198429	202129
1	23	4_1	4	1	1005	1	2115	1823	da	norm_a.wav	206274	207279	210132
1	24	2_4	4	2	1102	1	3046	1588	bd	norm_a.wav	215206	216308	218816
1	25	4_1	4	1	928	1	1955	1396	da	norm_a.wav	222800	223728	226225
1	26	1_4	1	1	1156	1	2379	1699	ad	norm_d.wav	230626	231782	234347
1	27	3_1	1	1	1267	0	2484	2369	ca	norm_d.wav	238866	240133	243285
1	28	1_4	4	2	989	1	1943	2140	ad	norm_a.wav	247260	248249	251424
1	29	4_2	4	1	752	1	3185	1863	db	norm_a.wav	256637	257389	260533
1	30	2_4	4	1	776	0	2685	2062	bd	norm_a.wav	265239	266015	269334
1	31	3_1	3	1	1216	1	3058	974	ca	norm_s.wav	274414	275630	277414
1	32	1_2	2	2	875	1	1754	1463	ab	norm_o.wav	281195	282070	284688
