block	trial	vStims	aStim	resp	rt	fb	iti	feedJitter	vSymbols	aFile	stimOnset	respOnset	feedbackOnset
2	1	8_3	3	2	1066	1	2301	2549	hc	i.wav	7369	8435	11945
2	2	1_2	2	2	1308	1	3015	1426	ab	a_uml.wav	16998	18306	20440
2	3	7_1	1	0	0	2	2608	2140	ga	u.wav	25089	0	29243
2	4	4_5	5	2	1155	1	1892	1600	de	o.wav	33173	34328	36792
2	5	3_2	2	1	826	0	3162	1588	cb	a_uml.wav	41981	42807	45580
2	6	1_6	1	1	1410	1	3332	2563	af	u.wav	50933	52343	55515
2	7	4_3	4	1	1801	1	3043	1968	dc	a_low.wav	60600	62401	64591
2	8	7_2	2	1	1327	0	2698	2168	gb	a_uml.wav	69304	70631	73485
2	9	5_8	5	1	1503	1	3057	1510	eh	o.wav	78570	80073	82107
2	10	6_3	3	2	1347	1	3440	1421	fc	i.wav	87575	88922	91013
2	11	6_2	2	2	913	1	3164	1869	fb	a_uml.wav	96188	97101	100084
2	12	3_5	3	1	1408	1	2874	1211	ce	i.wav	104983	106391	108208
2	13	1_8	1	1	1569	1	2760	1733	ah	u.wav	112993	114562	116748
2	14	3_4	3	2	1329	0	2443	1124	cd	i.wav	121210	122539	124370
2	15	4_6	4	2	1321	0	2872	2175	df	a_low.wav	129265	130586	133457
2	16	4_2	2	2	920	1	2990	1346	db	a_uml.wav	138468	139388	141855
2	17	5_4	4	1	1675	0	3271	2350	ed	a_low.wav	147140	148815	151516
2	18	2_5	5	2	1157	1	4089	2304	be	o.wav	157629	158786	161959
2	19	5_3	3	2	1483	1	2516	1982	ec	i.wav	166492	167975	170509
2	20	3_5	5	1	1306	0	1752	2016	ce	o.wav	174279	175585	178312
2	21	6_1	1	1	1478	0	2097	2675	fa	u.wav	182429	183907	187149
2	22	4_7	4	1	1429	1	2192	1626	dg	a_low.wav	191359	192788	195006
2	23	3_8	3	1	1728	1	2863	1850	ch	i.wav	199888	201616	203764
2	24	1_5	1	1	1096	1	3569	1989	ae	u.wav	209359	210455	213361
2	25	2_3	2	1	796	1	3374	1933	bc	a_uml.wav	218746	219542	222691
2	26	5_2	5	2	721	0	2274	1584	eb	o.wav	226980	227701	230591
2	27	8_2	2	2	1573	1	2548	1861	hb	a_uml.wav	235165	236738	239046
2	28	3_1	1	2	1063	1	2720	2358	ca	u.wav	243781	244844	248165
2	29	6_5	5	2	1800	1	3052	1642	fe	o.wav	253233	255033	256907
2	30	1_3	1	1	1655	1	3082	2258	ac	u.wav	262010	263665	266288
2	31	4_2	4	1	1739	1	2286	1333	db	a_low.wav	270601	272340	273950
2	32	5_7	5	1	1906	1	2685	1823	eg	o.wav	278662	280568	282511
2	33	6_4	4	2	1425	1	3221	2253	fd	a_low.wav	287749	289174	292025
2	34	2_8	2	1	738	1	3929	998	bh	a_uml.wav	297969	298707	300993
2	35	8_4	4	2	1870	1	3282	2260	hd	a_low.wav	306299	308169	310575
2	36	5_6	5	1	1194	1	2873	2704	ef	o.wav	315473	316667	320192
2	37	1_3	3	2	1595	1	2316	2011	ac	i.wav	324534	326129	328566
2	38	1_2	1	1	1029	1	3050	2482	ab	u.wav	333641	334670	338157
2	39	3_6	3	1	1564	1	2398	2509	cf	i.wav	342571	344135	347091
2	40	2_4	4	2	1428	1	3788	1857	bd	a_low.wav	352904	354332	356786
